ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Player_Favorite;Player_Not_Favorite;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Zabaleta M.;Vanek J.;Vanek J.;Zabaleta M.;90,0;73,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,1;1,65;2,0;1,6;1,9;1,6;2,2;1,615;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Philippoussis M.;Chang M.;Philippoussis M.;Chang M.;16,0;35,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,35;2,9;1,4;2,43;1,35;2,5;1,444;2,625;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Norman M.;Schuettler R.;Norman M.;Schuettler R.;6,0;50,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,35;3,0;1,32;2,7;1,3;2,7;1,333;3,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Moya C.;Ivanisevic G.;Moya C.;Ivanisevic G.;22,0;115,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,4;1,5;2,18;1,55;2,0;1,571;2,25;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Voltchkov V.;Ljubicic I.;Ljubicic I.;Voltchkov V.;88,0;27,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,05;1,7;2,0;1,6;2,0;1,55;2,2;1,615;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Lapentti N.;Mamiit C.;Lapentti N.;Mamiit C.;28,0;122,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,7;1,38;2,5;1,35;2,5;1,4;2,75;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Kuerten G.;Arazi H.;Kuerten G.;Arazi H.;1,0;53,0;6,0;1,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,25;3,65;1,25;3,0;1,25;3,0;1,222;3,75;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Kafelnikov Y.;Costa A.;Kafelnikov Y.;Costa A.;5,0;38,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,28;3,2;1,24;3,12;1,2;3,2;1,333;3,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Johansson T.;Woodruff C.;Johansson T.;Woodruff C.;25,0;87,0;4,0;6,0;6,0;2,0;6,0;1,0;;;;;2,0;1,0;Completed;1,57;2,25;1,55;2,1;1,55;2,0;1,533;2,375;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;2nd Round;3,0;Pavel A.;Vinciguerra A.;Pavel A.;Vinciguerra A.;21,0;49,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,9;1,8;1,75;1,8;1,75;1,75;2,1;1,667;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Vicente F.;Ulihrach B.;Ulihrach B.;Vicente F.;45,0;34,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,55;2,3;1,5;2,2;1,45;2,2;1,4;2,75;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Puerta M.;Stoliarov A.;Stoliarov A.;Puerta M.;95,0;48,0;3,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,57;2,25;1,55;2,1;1,5;2,1;1,533;2,375;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Boutter J.;Siemerink J.;Siemerink J.;Boutter J.;85,0;61,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,9;1,8;1,92;1,65;1,85;1,65;2,0;1,727;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Federer R.;Johansson T.;Federer R.;Johansson T.;24,0;25,0;7,0;6,0;5,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;1,53;2,4;1,55;2,08;1,55;2,0;1,533;2,375;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Agassi A.;Haas T.;Agassi A.;Haas T.;3,0;23,0;;;;;;;;;;;0,0;0,0;Walkover;1,25;3,6;1,24;3,1;1,2;3,2;1,222;3,75;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Coria G.;Santoro F.;Santoro F.;Coria G.;52,0;47,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,7;2,05;1,55;2,08;1,5;2,1;1,667;2,1;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Sampras P.;Roddick A.;Roddick A.;Sampras P.;119,0;4,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;3,6;1,25;3,25;1,22;3,8;1,15;3,75;1,222;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Rafter P.;Clavet F.;Rafter P.;Clavet F.;8,0;29,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,35;3,0;1,3;2,75;1,3;2,7;1,333;3,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Grosjean S.;Pavel A.;Pavel A.;Grosjean S.;21,0;15,0;7,0;6,0;2,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;2,4;1,53;2,13;1,52;2,2;1,45;2,625;1,444;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Clement A.;Moya C.;Moya C.;Clement A.;22,0;11,0;6,0;4,0;0,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,75;2,0;1,9;1,65;1,9;1,6;1,8;1,909;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Gambill J.M.;Bjorkman J.;Gambill J.M.;Bjorkman J.;19,0;44,0;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,45;2,6;1,54;2,1;1,45;2,2;1,533;2,375;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Norman M.;Ljubicic I.;Ljubicic I.;Norman M.;88,0;6,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;3,25;1,28;2,75;1,3;3,0;1,25;3,25;1,286;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Hewitt L.;Lapentti N.;Hewitt L.;Lapentti N.;7,0;28,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,3;3,25;1,32;2,7;1,3;2,7;1,286;3,25;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Hrbaty D.;Haas T.;Haas T.;Hrbaty D.;23,0;13,0;6,0;7,0;6,0;0,0;6,0;3,0;;;;;2,0;1,0;Completed;1,7;2,05;1,65;1,9;1,6;1,9;1,667;2,1;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Kafelnikov Y.;Gaudio G.;Gaudio G.;Kafelnikov Y.;31,0;5,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;3,6;1,25;3,45;1,2;3,2;1,2;5,0;1,143;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Enqvist T.;Gambill J.M.;Gambill J.M.;Enqvist T.;19,0;14,0;7,0;5,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;2,1;1,67;1,9;1,67;1,75;1,75;2,0;1,727;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Ferrero J.C.;Ulihrach B.;Ferrero J.C.;Ulihrach B.;12,0;45,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,45;1,6;2,0;1,6;1,9;1,533;2,375;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Philippoussis M.;Federer R.;Federer R.;Philippoussis M.;24,0;16,0;3,0;6,0;7,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,75;2,0;1,9;1,65;1,8;1,7;1,833;1,833;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Corretja A.;Golmard J.;Corretja A.;Golmard J.;10,0;66,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,45;2,6;1,45;2,3;1,45;2,2;1,444;2,625;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;3rd Round;3,0;Kuerten G.;Johansson T.;Johansson T.;Kuerten G.;25,0;1,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,7;1,42;2,62;1,38;2,2;1,45;2,875;1,364;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;Semifinals;3,0;Hewitt L.;Gambill J.M.;Gambill J.M.;Hewitt L.;19,0;7,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,8;1,38;2,35;1,42;2,2;1,45;2,75;1,4;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Ferrero J.C.;Gaudio G.;Gaudio G.;Ferrero J.C.;31,0;12,0;6,0;0,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;2,7;1,42;2,32;1,44;2,2;1,45;2,625;1,444;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Moya C.;Ljubicic I.;Ljubicic I.;Moya C.;88,0;22,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,7;1,42;2,53;1,37;2,7;1,3;2,75;1,4;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Schuettler R.;Kempes E.;Schuettler R.;Kempes E.;50,0;107,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,55;2,3;1,45;2,3;1,45;2,2;1,571;2,25;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Santoro F.;Sanguinetti D.;Santoro F.;Sanguinetti D.;52,0;55,0;4,0;6,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,55;2,3;1,5;2,15;1,5;2,1;1,727;2,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Rusedski G.;Massu N.;Rusedski G.;Massu N.;43,0;62,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,35;3,0;1,25;3,0;1,3;2,7;1,364;2,875;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Levy H.;Roddick A.;Roddick A.;Levy H.;119,0;51,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,83;1,72;1,85;1,65;1,833;1,833;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Pozzi G.;Chela J.I.;Pozzi G.;Chela J.I.;42,0;76,0;6,0;0,0;3,0;0,0;;;;;;;1,0;0,0;Retired;1,95;1,75;1,72;1,82;1,7;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Martin T.;Mirnyi M.;Mirnyi M.;Martin T.;41,0;36,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,9;1,8;2,0;1,58;1,9;1,6;1,833;1,833;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;di Pasquale A.;Martin A.;Martin A.;di Pasquale A.;71,0;60,0;2,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;2,25;1,57;2,0;1,6;2,0;1,55;2,2;1,615;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Hewitt L.;Santoro F.;Hewitt L.;Santoro F.;7,0;52,0;3,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;1,22;3,85;1,24;3,05;1,25;3,0;1,2;4,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Stoltenberg J.;Mamiit C.;Mamiit C.;Stoltenberg J.;122,0;69,0;4,0;6,0;6,0;2,0;6,0;0,0;;;;;2,0;1,0;Completed;1,95;1,75;2,0;1,6;2,0;1,55;2,0;1,727;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Kiefer N.;Kratochvil M.;Kiefer N.;Kratochvil M.;39,0;78,0;5,0;7,0;6,0;0,0;6,0;4,0;;;;;2,0;1,0;Completed;1,3;3,2;1,32;2,7;1,25;3,0;1,364;2,875;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Novak J.;Ivanisevic G.;Ivanisevic G.;Novak J.;115,0;59,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,55;2,3;1,72;1,82;1,55;2,0;1,571;2,25;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;Quarterfinals;3,0;Hewitt L.;Roddick A.;Hewitt L.;Roddick A.;7,0;119,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,45;2,55;1,4;2,45;1,4;2,3;1,364;2,875;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;Quarterfinals;3,0;Gambill J.M.;Gaudio G.;Gambill J.M.;Gaudio G.;19,0;31,0;3,0;6,0;7,0;5,0;6,0;4,0;;;;;2,0;1,0;Completed;1,4;2,75;1,4;2,45;1,4;2,3;1,364;2,875;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;Quarterfinals;3,0;Agassi A.;Ljubicic I.;Agassi A.;Ljubicic I.;3,0;88,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,12;5,5;1,1;4,7;1,1;4,5;1,125;5,5;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Pavel A.;Roddick A.;Roddick A.;Pavel A.;119,0;21,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,8;1,76;1,65;1,85;1,833;1,833;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;4th Round;3,0;Rafter P.;Corretja A.;Rafter P.;Corretja A.;8,0;10,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,62;2,15;1,48;2,23;1,45;2,2;1,571;2,25;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;1st Round;3,0;Calleri A.;Ljubicic I.;Ljubicic I.;Calleri A.;88,0;67,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,65;1,95;1,55;2,0;1,727;2,0;;;;;;;;;;;;;;;;;;;;;;;;
21,0;Miami;Ericsson Open;2001-03-19;Masters;Outdoor;Hard;Semifinals;3,0;Agassi A.;Rafter P.;Agassi A.;Rafter P.;3,0;8,0;6,0;0,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,45;2,5;1,35;2,55;1,35;2,5;1,444;2,625;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Enqvist T.;Schalken S.;Schalken S.;Enqvist T.;30,0;14,0;2,0;6,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;2,35;1,53;2,25;1,47;2,2;1,45;2,25;1,571;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;The Final;5,0;Kuerten G.;Arazi H.;Kuerten G.;Arazi H.;2,0;53,0;6,0;3,0;6,0;2,0;6,0;4,0;;;;;3,0;0,0;Completed;1,28;3,3;1,3;2,8;1,3;2,7;1,25;3,5;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Pioline C.;Ilie A.;Pioline C.;Ilie A.;21,0;57,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,38;2,8;1,35;2,6;1,35;2,5;1,4;2,75;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Martin A.;Hipfl M.;Martin A.;Hipfl M.;69,0;99,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,2;1,6;1,85;1,71;1,9;1,6;2,25;1,571;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Kuerten G.;Vicente F.;Kuerten G.;Vicente F.;2,0;43,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,3;3,25;1,25;3,1;1,3;2,7;1,25;3,5;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Henman T.;Gaudio G.;Henman T.;Gaudio G.;12,0;26,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,25;1,57;2,0;1,6;1,85;1,65;2,375;1,533;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Pioline C.;Arazi H.;Arazi H.;Pioline C.;53,0;21,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,5;1,45;2,3;1,45;2,2;1,45;2,625;1,444;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Pavel A.;Gustafsson M.;Gustafsson M.;Pavel A.;76,0;20,0;6,0;2,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;2,45;1,5;2,18;1,5;2,2;1,45;2,375;1,533;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Grosjean S.;Ulihrach B.;Grosjean S.;Ulihrach B.;15,0;44,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,65;2,1;1,6;2,0;1,5;2,1;1,667;2,1;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Portas A.;Golmard J.;Golmard J.;Portas A.;63,0;46,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,1;1,65;1,82;1,74;2,0;1,55;1,909;1,8;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Federer R.;Sanguinetti D.;Federer R.;Sanguinetti D.;22,0;55,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,35;2,6;1,35;2,5;1,364;2,875;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Calatrava A.;di Pasquale A.;di Pasquale A.;Calatrava A.;67,0;52,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,95;1,75;1,9;1,67;1,85;1,65;1,833;1,833;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Rios M.;Costa A.;Costa A.;Rios M.;36,0;28,0;;;;;;;;;;;0,0;0,0;Walkover;2,2;1,6;2,05;1,57;2,0;1,55;2,0;1,727;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Bjorkman J.;Youzhny M.;Youzhny M.;Bjorkman J.;86,0;39,0;6,0;4,0;0,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;1,67;2,05;1,83;1,73;1,9;1,6;1,909;1,8;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;2nd Round;3,0;Squillari F.;Coria G.;Coria G.;Squillari F.;41,0;18,0;4,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;1,75;1,95;1,7;1,85;1,75;1,75;1,667;2,1;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Grosjean S.;Gustafsson M.;Grosjean S.;Gustafsson M.;15,0;76,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,45;2,55;1,6;2,0;1,55;2,0;1,5;2,5;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Henman T.;Costa A.;Henman T.;Costa A.;12,0;36,0;2,0;6,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,9;1,8;;;1,75;1,75;1,8;1,909;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Kuerten G.;Haas T.;Kuerten G.;Haas T.;2,0;23,0;6,0;7,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,4;2,7;1,42;2,35;1,4;2,3;1,444;2,625;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Martin A.;Youzhny M.;Martin A.;Youzhny M.;69,0;86,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,65;2,1;;;1,45;2,2;1,571;2,25;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;3rd Round;3,0;Schalken S.;Golmard J.;Schalken S.;Golmard J.;30,0;63,0;3,0;6,0;6,0;0,0;6,0;1,0;;;;;2,0;1,0;Completed;2,1;1,65;1,85;1,7;1,85;1,65;2,1;1,667;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;Quarterfinals;3,0;Henman T.;Arazi H.;Arazi H.;Henman T.;53,0;12,0;7,0;6,0;2,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,95;1,75;2,0;1,6;1,9;1,6;2,25;1,571;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;Quarterfinals;3,0;Coria G.;Martin A.;Coria G.;Martin A.;41,0;69,0;6,0;3,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,53;2,35;1,5;2,2;1,45;2,2;1,5;2,5;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;Quarterfinals;3,0;Grosjean S.;Federer R.;Grosjean S.;Federer R.;15,0;22,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,8;1,95;1,7;1,85;1,7;1,8;1,667;2,1;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;Quarterfinals;3,0;Kuerten G.;Schalken S.;Kuerten G.;Schalken S.;2,0;30,0;6,0;7,0;6,0;2,0;6,0;4,0;;;;;2,0;1,0;Completed;1,2;4,1;1,2;3,5;1,2;3,2;1,167;4,5;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2001-04-16;Masters;Outdoor;Clay;Semifinals;3,0;Grosjean S.;Arazi H.;Arazi H.;Grosjean S.;53,0;15,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,75;1,4;2,25;1,45;2,3;1,4;2,75;1,4;;;;;;;;;;;;;;;;;;;;;;;;
