ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Player_Favorite;Player_Not_Favorite;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37
47,0;Toronto;Rogers Masters;2016-07-28;Masters 1000;Outdoor;Hard;2nd Round;3,0;Dimitrov G.;Shapovalov D.;Dimitrov G.;Shapovalov D.;40,0;370,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;1,25;3,3;1,32;3,74;1150,0;121,0;;;1,29;3,75;;;1,33;3,8;1,28;3,57;;;;
47,0;Toronto;Rogers Masters;2016-07-29;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Djokovic N.;Berdych T.;Djokovic N.;Berdych T.;1,0;8,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,08;5,5;1,13;7,51;15040,0;3490,0;;;1,1;7,0;;;1,13;7,66;1,1;6,64;;;;
47,0;Toronto;Rogers Masters;2016-07-29;Masters 1000;Outdoor;Hard;3rd Round;3,0;Djokovic N.;Stepanek R.;Djokovic N.;Stepanek R.;1,0;129,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,03;15,0;;;1,02;7,5;1,05;15,37;15040,0;451,0;;;1,03;13,0;;;1,05;15,37;1,04;12,03;;;;
47,0;Toronto;Rogers Masters;2016-07-29;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Wawrinka S.;Anderson K.;Wawrinka S.;Anderson K.;5,0;34,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,4;3,0;;;1,38;2,65;1,43;3,13;4720,0;1335,0;;;1,4;3,0;;;1,44;3,18;1,39;2,95;;;;
47,0;Toronto;Rogers Masters;2016-07-29;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Nishikori K.;Dimitrov G.;Nishikori K.;Dimitrov G.;6,0;40,0;6,0;3,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;1,33;3,4;;;1,28;3,0;1,39;3,32;4290,0;1150,0;;;1,3;3,5;;;1,4;3,6;1,34;3,23;;;;
47,0;Toronto;Rogers Masters;2016-07-30;Masters 1000;Outdoor;Hard;Semifinals;3,0;Wawrinka S.;Nishikori K.;Nishikori K.;Wawrinka S.;6,0;5,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,3;1,61;;;2,1;1,55;2,32;1,7;4290,0;4720,0;;;2,25;1,62;;;2,38;1,71;2,25;1,62;;;;
47,0;Toronto;Rogers Masters;2016-07-30;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Raonic M.;Monfils G.;Monfils G.;Raonic M.;14,0;7,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,0;1,25;;;3,75;1,2;4,6;1,25;2440,0;4285,0;;;4,0;1,25;;;4,8;1,3;4,19;1,23;;;;
47,0;Toronto;Rogers Masters;2016-07-31;Masters 1000;Outdoor;Hard;Semifinals;3,0;Djokovic N.;Monfils G.;Djokovic N.;Monfils G.;1,0;14,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,1;5,25;1,14;7,15;15040,0;2440,0;;;1,11;6,5;;;1,14;7,64;1,11;6,46;;;;
47,0;Toronto;Rogers Masters;2016-07-31;Masters 1000;Outdoor;Hard;The Final;3,0;Djokovic N.;Nishikori K.;Djokovic N.;Nishikori K.;1,0;6,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,5;;;1,13;4,75;1,15;6,34;15040,0;4290,0;;;1,14;5,5;;;1,17;6,55;1,14;5,77;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Cilic M.;Troicki V.;Cilic M.;Troicki V.;14,0;35,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1,2;3,75;1,33;3,65;2605,0;1270,0;;;1,29;3,5;;;1,37;3,75;1,3;3,48;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Cuevas P.;Querrey S.;Cuevas P.;Querrey S.;19,0;29,0;4,0;6,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;2,4;1,45;2,86;1,48;1710,0;1435,0;;;2,62;1,5;;;2,89;1,52;2,71;1,44;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Anderson K.;Dolgopolov O.;Anderson K.;Dolgopolov O.;24,0;37,0;7,0;5,0;;;;;;;;;1,0;0,0;Retired;;;;;;;;;1,53;2,37;;;1,42;2,5;1,65;2,4;1505,0;1190,0;;;1,53;2,5;;;1,65;2,63;1,55;2,42;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Almagro N.;Donaldson J.;Donaldson J.;Almagro N.;122,0;47,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,25;1,57;;;2,15;1,55;2,2;1,75;497,0;977,0;;;2,2;1,67;;;2,31;1,75;2,19;1,66;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Ferrer D.;Benneteau J.;Benneteau J.;Ferrer D.;294,0;12,0;6,0;4,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;3,5;1,28;;;3,2;1,25;4,26;1,27;169,0;2695,0;;;3,5;1,3;;;4,26;1,33;3,54;1,27;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Chardy J.;Opelka R.;Opelka R.;Chardy J.;364,0;53,0;3,0;6,0;7,0;5,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;2,62;1,44;;;2,5;1,4;2,59;1,56;130,0;860,0;;;2,75;1,44;;;2,75;1,56;2,56;1,49;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-15;Masters 1000;Outdoor;Hard;1st Round;3,0;Paire B.;Coric B.;Coric B.;Paire B.;49,0;32,0;1,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,44;2,62;;;1,42;2,4;1,52;2,73;935,0;1356,0;;;1,5;2,62;;;1,54;2,75;1,48;2,56;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Isner J.;Fognini F.;Isner J.;Fognini F.;22,0;38,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;1,2;3,6;1,29;3,97;1610,0;1155,0;;;1,29;3,75;;;1,3;4,0;1,27;3,71;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Lopez F.;Zverev M.;Lopez F.;Zverev M.;18,0;133,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,4;2,75;;;1,38;2,65;1,47;2,9;1975,0;441,0;;;1,44;2,75;;;1,47;3,0;1,42;2,79;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Fritz T.;Youzhny M.;Youzhny M.;Fritz T.;68,0;54,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,66;;;2,0;1,65;2,11;1,81;747,0;849,0;;;2,1;1,73;;;2,15;1,83;2,07;1,73;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Tomic B.;Sousa J.;Tomic B.;Sousa J.;21,0;36,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,36;3,0;;;1,35;2,75;1,42;3,11;1645,0;1250,0;;;1,4;3,0;;;1,46;3,11;1,4;2,9;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Jaziri M.;Millman J.;Millman J.;Jaziri M.;91,0;62,0;6,0;4,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,53;2,37;;;1,6;2,1;1,64;2,42;640,0;801,0;;;1,62;2,25;;;1,67;2,42;1,6;2,3;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Gasquet R.;Mannarino A.;Gasquet R.;Mannarino A.;15,0;58,0;7,0;6,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,22;4,0;;;1,2;3,7;1,27;4,27;2320,0;810,0;;;1,25;4,0;;;1,27;4,28;1,24;3,96;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Goffin D.;Basilashvili N.;Goffin D.;Basilashvili N.;13,0;107,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,5;;;1,08;5,5;1,15;6,55;2610,0;558,0;;;1,11;6,5;;;1,15;6,88;1,12;6,25;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Ramos-Vinolas A.;Verdasco F.;Verdasco F.;Ramos-Vinolas A.;45,0;33,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;1,45;2,4;1,61;2,47;985,0;1340,0;;;1,57;2,38;;;1,62;2,5;1,55;2,39;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Kyrgios N.;Pouille L.;Kyrgios N.;Pouille L.;16,0;26,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,25;3,3;1,27;4,27;2025,0;1489,0;;;1,25;4,0;;;1,28;4,45;1,23;4,06;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Simon G.;Dimitrov G.;Dimitrov G.;Simon G.;34,0;31,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,83;1,83;;;1,65;1,95;2,02;1,88;1285,0;1385,0;;;1,91;1,91;;;2,02;2,0;1,87;1,91;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Monfils G.;Carreno Busta P.;Monfils G.;Carreno Busta P.;11,0;48,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,18;3,75;1,22;4,97;2755,0;940,0;;;1,2;4,5;;;1,24;4,97;1,21;4,28;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Johnson S.;Delbonis F.;Johnson S.;Delbonis F.;23,0;43,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,2;4,33;;;1,2;3,75;1,22;4,96;1545,0;1020,0;;;1,22;4,33;;;1,25;4,96;1,21;4,32;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-16;Masters 1000;Outdoor;Hard;1st Round;3,0;Baghdatis M.;Pospisil V.;Baghdatis M.;Pospisil V.;44,0;109,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,22;3,5;1,31;3,81;990,0;555,0;;;1,25;4,0;;;1,38;4,0;1,27;3,69;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Raonic M.;Isner J.;Raonic M.;Isner J.;6,0;22,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,5;;;1,48;2,35;1,56;2,59;4455,0;1610,0;;;1,57;2,38;;;1,65;2,59;1,55;2,4;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;1st Round;3,0;Bautista Agut R.;Mahut N.;Mahut N.;Bautista Agut R.;42,0;17,0;7,0;6,0;2,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;3,5;1,28;;;3,5;1,22;3,69;1,33;1028,0;2015,0;;;4,0;1,25;;;4,0;1,33;3,81;1,27;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;1st Round;3,0;Zverev A.;Sugita Y.;Sugita Y.;Zverev A.;102,0;27,0;6,0;7,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;4,5;1,18;;;4,0;1,17;5,12;1,21;583,0;1440,0;;;4,5;1,2;;;5,15;1,22;4,66;1,19;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;1st Round;3,0;Granollers M.;Vesely J.;Granollers M.;Vesely J.;46,0;50,0;6,0;4,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;2,0;1,72;;;1,85;1,75;2,08;1,84;984,0;903,0;;;2,2;1,67;;;2,2;1,94;1,99;1,79;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;1st Round;3,0;Karlovic I.;Monaco J.;Monaco J.;Karlovic I.;104,0;20,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,5;1,28;;;3,0;1,3;3,73;1,32;575,0;1650,0;;;3,4;1,33;;;3,73;1,36;3,39;1,31;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Nishikori K.;Youzhny M.;Nishikori K.;Youzhny M.;7,0;68,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,2;4,33;;;1,16;4,15;1,21;5,04;4075,0;747,0;;;1,2;4,2;;;1,21;5,11;1,19;4,6;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Thiem D.;Millman J.;Thiem D.;Millman J.;9,0;91,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,62;;;1,45;2,4;1,52;2,73;3035,0;640,0;;;1,5;2,62;;;1,53;2,75;1,49;2,61;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Wawrinka S.;Donaldson J.;Wawrinka S.;Donaldson J.;4,0;122,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,12;6,0;;;1,12;4,75;1,17;6,0;5070,0;497,0;;;1,12;6,0;;;1,17;6,12;1,13;5,58;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Tsonga J.W.;Opelka R.;Tsonga J.W.;Opelka R.;10,0;364,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,16;5,0;;;1,16;4,2;1,22;4,85;2815,0;130,0;;;1,17;5,0;;;1,22;5,1;1,18;4,76;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Monfils G.;Baghdatis M.;Monfils G.;Baghdatis M.;11,0;44,0;7,0;5,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,2;3,75;1,25;4,46;2755,0;990,0;;;1,25;4,0;;;1,25;4,5;1,23;4,08;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Lopez F.;Dimitrov G.;Dimitrov G.;Lopez F.;34,0;18,0;5,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,66;2,1;;;1,68;1,95;1,75;2,21;1285,0;1975,0;;;1,8;2,0;;;1,8;2,25;1,7;2,13;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Nadal R.;Cuevas P.;Nadal R.;Cuevas P.;5,0;19,0;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,25;;;1,28;3,0;1,36;3,45;4850,0;1710,0;;;1,33;3,4;;;1,4;3,6;1,35;3,2;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Johnson S.;Benneteau J.;Johnson S.;Benneteau J.;23,0;294,0;3,0;6,0;6,0;2,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,36;3,0;;;1,33;2,85;1,37;3,39;1545,0;169,0;;;1,36;3,25;;;1,4;3,39;1,35;3,1;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Kyrgios N.;Coric B.;Coric B.;Kyrgios N.;49,0;16,0;7,0;6,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;5,5;1,14;;;4,2;1,15;5,65;1,18;935,0;2025,0;;;5,0;1,17;;;6,0;1,2;5,15;1,16;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-17;Masters 1000;Outdoor;Hard;2nd Round;3,0;Goffin D.;Tomic B.;Tomic B.;Goffin D.;21,0;13,0;3,0;6,0;7,0;5,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;2,6;1,38;2,73;1,52;1645,0;2610,0;;;2,75;1,44;;;2,85;1,52;2,7;1,45;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Wawrinka S.;Dimitrov G.;Dimitrov G.;Wawrinka S.;34,0;4,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,25;1,57;;;2,3;1,5;2,22;1,76;1285,0;5070,0;;;2,25;1,62;;;2,63;1,76;2,26;1,63;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Nadal R.;Coric B.;Coric B.;Nadal R.;49,0;5,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,5;1,18;;;4,2;1,16;4,8;1,23;935,0;4850,0;;;5,0;1,17;;;5,2;1,23;4,62;1,19;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Tsonga J.W.;Johnson S.;Johnson S.;Tsonga J.W.;23,0;10,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,37;1,53;;;2,3;1,48;2,36;1,68;1545,0;2815,0;;;2,38;1,57;;;2,6;1,68;2,35;1,58;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Thiem D.;Monfils G.;Thiem D.;Monfils G.;9,0;11,0;;;;;;;;;;;;;Walkover;;;;;;;;;2,25;1,57;;;2,2;1,52;2,33;1,69;3035,0;2755,0;;;2,2;1,67;;;2,4;1,74;2,23;1,63;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;2nd Round;3,0;Mahut N.;Sugita Y.;Sugita Y.;Mahut N.;102,0;42,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,37;1,53;;;2,5;1,4;2,48;1,61;583,0;1028,0;;;2,62;1,5;;;2,62;1,61;2,47;1,53;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Nishikori K.;Tomic B.;Tomic B.;Nishikori K.;21,0;7,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,4;1,3;;;3,25;1,25;3,62;1,34;1645,0;4075,0;;;3,5;1,3;;;3,65;1,35;3,43;1,31;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;2nd Round;3,0;Berdych T.;Granollers M.;Berdych T.;Granollers M.;8,0;46,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,14;5,5;;;1,13;4,6;1,17;5,98;3660,0;984,0;;;1,14;5,5;;;1,17;5,98;1,15;5,37;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;2nd Round;3,0;Cilic M.;Verdasco F.;Cilic M.;Verdasco F.;14,0;45,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,25;;;1,33;2,85;1,43;3,05;2605,0;985,0;;;1,4;3,0;;;1,43;3,25;1,38;2,98;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;2nd Round;3,0;Gasquet R.;Anderson K.;Anderson K.;Gasquet R.;24,0;15,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,66;;;2,25;1,52;2,37;1,66;1505,0;2320,0;;;2,38;1,57;;;2,4;1,68;2,26;1,62;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;3rd Round;3,0;Raonic M.;Sugita Y.;Raonic M.;Sugita Y.;6,0;102,0;6,0;1,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,05;11,0;;;1,03;7,0;1,05;14,37;4455,0;583,0;;;1,06;9,0;;;1,06;14,59;1,05;10,41;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-18;Masters 1000;Outdoor;Hard;2nd Round;3,0;Murray A.;Monaco J.;Murray A.;Monaco J.;2,0;104,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,06;9,0;;;1,03;7,0;1,1;8,67;9065,0;575,0;;;1,08;8,0;;;1,11;9,25;1,07;8,03;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-19;Masters 1000;Outdoor;Hard;3rd Round;3,0;Berdych T.;Cilic M.;Cilic M.;Berdych T.;14,0;8,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,1;1,66;;;1,95;1,65;2,4;1,66;2605,0;3660,0;;;2,1;1,73;;;2,4;1,75;2,17;1,67;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-19;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Johnson S.;Dimitrov G.;Dimitrov G.;Johnson S.;34,0;23,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,8;2,0;;;1,72;1,88;1,86;2,07;1285,0;1545,0;;;1,8;2,0;;;1,86;2,09;1,79;2,0;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-19;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Raonic M.;Thiem D.;Raonic M.;Thiem D.;6,0;9,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,5;;;1,35;2,65;1,35;3,55;4455,0;3035,0;;;1,36;3,25;;;1,4;3,56;1,34;3,25;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-19;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Cilic M.;Coric B.;Cilic M.;Coric B.;14,0;49,0;6,0;2,0;;;;;;;;;1,0;0,0;Retired;;;;;;;;;1,28;3,75;;;1,3;2,9;1,31;3,88;2605,0;935,0;;;1,33;3,4;;;1,4;3,95;1,3;3,44;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-19;Masters 1000;Outdoor;Hard;3rd Round;3,0;Murray A.;Anderson K.;Murray A.;Anderson K.;2,0;24,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,16;5,0;;;1,12;4,75;1,22;5,09;9065,0;1505,0;;;1,17;5,0;;;1,22;5,25;1,18;4,79;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-20;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Murray A.;Tomic B.;Murray A.;Tomic B.;2,0;21,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,14;5,5;;;1,11;4,8;1,16;6,26;9065,0;1645,0;;;1,17;5,0;;;1,18;6,26;1,15;5,34;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-21;Masters 1000;Outdoor;Hard;Semifinals;3,0;Murray A.;Raonic M.;Murray A.;Raonic M.;2,0;6,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,75;;;1,35;2,65;1,45;3,02;9065,0;4455,0;;;1,4;3,0;;;1,49;3,1;1,41;2,84;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-21;Masters 1000;Outdoor;Hard;Semifinals;3,0;Cilic M.;Dimitrov G.;Cilic M.;Dimitrov G.;14,0;34,0;4,0;6,0;6,0;3,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,44;2,75;;;1,4;2,6;1,43;3,12;2605,0;1285,0;;;1,44;2,75;;;1,45;3,16;1,41;2,85;;;;
50,0;Cincinnati;Western & Southern Financial Group Masters;2016-08-21;Masters 1000;Outdoor;Hard;The Final;3,0;Murray A.;Cilic M.;Cilic M.;Murray A.;14,0;2,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;5,5;1,14;;;4,3;1,14;6,54;1,15;2605,0;9065,0;;;5,0;1,17;;;6,54;1,2;5,25;1,16;;;;
59,0;Shanghai;Shanghai Masters;2016-10-09;Masters 1000;Outdoor;Hard;1st Round;3,0;Anderson K.;Li Z.;Anderson K.;Li Z.;40,0;251,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,07;9,0;;;1,07;6,0;1,06;11,37;1030,0;211,0;;;1,08;8,0;;;1,08;11,5;1,06;8,98;;;;
59,0;Shanghai;Shanghai Masters;2016-10-09;Masters 1000;Outdoor;Hard;1st Round;3,0;Cuevas P.;Wu D.;Wu D.;Cuevas P.;182,0;22,0;6,0;3,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;5,0;1,16;;;4,75;1,13;5,47;1,18;310,0;1700,0;;;5,5;1,14;;;5,7;1,18;5,14;1,16;;;;
