ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Player_Favorite;Player_Not_Favorite;Favorite_Wins;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37
30,0;Rome;Internazionali BNL d'Italia;2015-05-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Dimitrov G.;Fognini F.;0;Fognini F.;Dimitrov G.;31,0;11,0;7,0;6,0;4,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;;;;;;;;;2,5;1,5;;;2,45;1,52;2,6;1,56;1215,0;3075,0;;;2,5;1,5;;;2,7;1,57;2,51;1,51;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Djokovic N.;Bellucci T.;1;Djokovic N.;Bellucci T.;1,0;68,0;5,0;7,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,02;19,0;;;1,01;12,0;1,03;21,0;13845,0;714,0;;;1,03;12,0;;;1,03;26,0;1,02;15,96;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Nadal R.;Isner J.;1;Nadal R.;Isner J.;7,0;17,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,5;;;1,13;5,4;1,16;6,46;4990,0;1855,0;;;1,14;5,5;;;1,18;6,5;1,13;5,71;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Nishikori K.;Troicki V.;1;Nishikori K.;Troicki V.;6,0;34,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,08;8,0;;;1,1;6,5;1,09;9,6;5040,0;1147,0;;;1,11;6,5;;;1,11;9,6;1,09;7,41;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Berdych T.;Fognini F.;1;Berdych T.;Fognini F.;5,0;31,0;6,0;3,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,33;3,25;;;1,35;3,1;1,38;3,36;5140,0;1215,0;;;1,4;3,0;;;1,45;3,36;1,37;3,05;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Federer R.;Anderson K.;1;Federer R.;Anderson K.;2,0;16,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,09;6,75;1,13;7,48;8645,0;1925,0;;;1,14;5,5;;;1,14;7,48;1,11;6,27;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Murray A.;Goffin D.;0;Goffin D.;Murray A.;20,0;3,0;;;;;;;;;;;;;Walkover;;;;;;;;;5,5;1,14;;;4,6;1,17;5,7;1,18;1705,0;7130,0;;;5,0;1,17;;;5,55;1,19;4,96;1,17;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Ferrer D.;Garcia-Lopez G.;1;Ferrer D.;Garcia-Lopez G.;8,0;28,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,2;4,33;;;1,22;4,0;1,25;4,56;4310,0;1290,0;;;1,22;4,33;;;1,25;4,85;1,23;4,14;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Wawrinka S.;Thiem D.;1;Wawrinka S.;Thiem D.;9,0;49,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,36;3,0;;;1,4;2,9;1,43;3,1;3575,0;915,0;;;1,4;3,0;;;1,44;3,2;1,4;2,92;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Nadal R.;Wawrinka S.;0;Wawrinka S.;Nadal R.;9,0;7,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;5,0;1,16;;;4,3;1,2;5,25;1,21;3575,0;4990,0;;;4,5;1,2;;;5,25;1,26;4,6;1,19;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Djokovic N.;Nishikori K.;1;Djokovic N.;Nishikori K.;1,0;6,0;6,0;3,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,2;4,5;;;1,2;4,3;1,26;4,44;13845,0;5040,0;;;1,22;4,33;;;1,29;4,63;1,22;4,24;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Federer R.;Berdych T.;1;Federer R.;Berdych T.;2,0;5,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,5;;;1,48;2,6;1,64;2,44;8645,0;5140,0;;;1,44;2,75;;;1,64;1,88;1,5;2,59;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Ferrer D.;Goffin D.;1;Ferrer D.;Goffin D.;8,0;20,0;6,0;2,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,2;4,5;;;1,2;4,2;1,23;4,81;4310,0;1705,0;;;1,22;4,33;;;1,23;5,13;1,2;4,44;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-16;Masters 1000;Outdoor;Clay;Semifinals;3,0;Federer R.;Wawrinka S.;1;Federer R.;Wawrinka S.;2,0;9,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,5;;;1,52;2,4;1,57;2,6;8645,0;3575,0;;;1,57;2,38;;;1,63;2,6;1,56;2,41;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-16;Masters 1000;Outdoor;Clay;Semifinals;3,0;Djokovic N.;Ferrer D.;1;Djokovic N.;Ferrer D.;1,0;8,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,12;6,0;;;1,12;5,75;1,15;6,77;13845,0;4310,0;;;1,12;6,0;;;1,16;6,8;1,14;5,75;;;;
30,0;Rome;Internazionali BNL d'Italia;2015-05-17;Masters 1000;Outdoor;Clay;The Final;3,0;Djokovic N.;Federer R.;1;Djokovic N.;Federer R.;1,0;2,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,36;3,25;;;1,35;3,0;1,33;3,75;13845,0;8645,0;;;1,4;3,0;;;1,4;3,75;1,36;3,16;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Mayer L.;Chung H.;1;Mayer L.;Chung H.;34,0;75,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,1;;;1,7;2,1;1,74;2,23;1125,0;658,0;;;1,67;2,1;;;1,75;2,25;1,68;2,14;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Tomic B.;Sousa J.;1;Tomic B.;Sousa J.;26,0;40,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,25;;;1,33;3,2;1,41;3,18;1410,0;1021,0;;;1,4;2,75;;;1,41;3,27;1,37;3,02;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Karlovic I.;Janowicz J.;1;Karlovic I.;Janowicz J.;23,0;47,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,62;;;1,5;2,5;1,51;2,77;1495,0;930,0;;;1,53;2,38;;;1,53;2,8;1,47;2,6;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Young D.;Kudla D.;1;Young D.;Kudla D.;79,0;81,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,25;1,57;;;2,05;1,72;2,25;1,72;635,0;628,0;;;2,0;1,73;;;2,29;1,75;2,14;1,68;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Lopez F.;Robredo T.;0;Robredo T.;Lopez F.;22,0;21,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,66;2,1;;;1,72;2,05;1,69;2,31;1495,0;1530,0;;;1,67;2,1;;;1,73;2,31;1,67;2,16;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Cuevas P.;Bellucci T.;0;Bellucci T.;Cuevas P.;33,0;31,0;7,0;6,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,53;2,37;;;1,52;2,4;1,57;2,57;1145,0;1170,0;;;1,57;2,25;;;1,59;2,61;1,53;2,46;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Stakhovsky S.;Peliwo F.;1;Stakhovsky S.;Peliwo F.;60,0;526,0;6,0;1,0;5,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;1,2;4,5;;;1,16;5,0;1,25;4,5;789,0;64,0;;;1,2;4,33;;;1,25;5,0;1,2;4,35;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Querrey S.;Klizan M.;1;Querrey S.;Klizan M.;32,0;37,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,4;;;1,3;3,2;1,4;3,22;1165,0;1100,0;;;1,33;3,25;;;1,4;3,4;1,34;3,18;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Simon G.;Seppi A.;1;Simon G.;Seppi A.;11,0;25,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,4;;;1,33;3,2;1,31;3,81;2765,0;1465,0;;;1,33;3,25;;;1,35;3,81;1,3;3,45;;;;
49,0;Montreal;Rogers Masters;2015-08-10;Masters 1000;Outdoor;Hard;1st Round;3,0;Muller G.;Bester P.;1;Muller G.;Bester P.;46,0;225,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,13;5,5;1,12;7,54;945,0;212,0;;;1,12;5,5;;;1,13;7,54;1,11;6,3;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Thiem D.;Gulbis E.;0;Gulbis E.;Thiem D.;87,0;18,0;3,0;6,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;2,2;1,61;;;2,15;1,68;2,27;1,71;585,0;1655,0;;;2,25;1,57;;;2,3;1,71;2,22;1,64;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Pospisil V.;Lu Y.H.;1;Pospisil V.;Lu Y.H.;45,0;82,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;1,52;2,45;1,6;2,5;950,0;624,0;;;1,44;2,62;;;1,65;2,62;1,58;2,35;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Isner J.;Becker B.;1;Isner J.;Becker B.;12,0;64,0;6,0;4,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,16;5,0;;;1,2;4,3;1,21;5,08;2180,0;770,0;;;1,2;4,33;;;1,22;5,08;1,19;4,53;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Tsonga J.W.;Coric B.;1;Tsonga J.W.;Coric B.;24,0;36,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,25;3,5;1,28;4,12;1475,0;1109,0;;;1,25;3,75;;;1,3;5,05;1,24;3,95;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Andujar P.;Dancevic F.;1;Andujar P.;Dancevic F.;48,0;251,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,57;2,25;;;1,5;2,45;1,66;2,37;930,0;185,0;;;1,53;2,38;;;1,66;2,5;1,56;2,38;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Anderson K.;Rosol L.;0;Rosol L.;Anderson K.;63,0;16,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,0;1,22;;;3,75;1,25;4,34;1,26;777,0;1955,0;;;3,75;1,25;;;4,34;1,27;3,88;1,25;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Bautista R.;Tipsarevic J.;1;Bautista R.;Tipsarevic J.;20,0;443,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,22;3,75;1,24;4,62;1555,0;86,0;;;1,25;3,75;;;1,25;4,8;1,22;4,18;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Verdasco F.;Kyrgios N.;0;Kyrgios N.;Verdasco F.;41,0;38,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,57;2,25;;;1,62;2,25;1,68;2,34;1020,0;1030,0;;;1,57;2,25;;;1,68;2,38;1,62;2,24;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Mannarino A.;Sock J.;0;Sock J.;Mannarino A.;35,0;30,0;6,0;2,0;2,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,4;2,75;;;1,45;2,7;1,57;2,58;1115,0;1210,0;;;1,44;2,62;;;1,57;2,75;1,5;2,56;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Goffin D.;Johnson S.;1;Goffin D.;Johnson S.;14,0;43,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;1,62;2,25;1,68;2,34;2045,0;995,0;;;1,53;2,38;;;1,68;2,4;1,62;2,27;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Dimitrov G.;Dolgopolov O.;1;Dimitrov G.;Dolgopolov O.;17,0;69,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,61;2,2;;;1,6;2,3;1,8;2,13;1655,0;715,0;;;1,53;2,38;;;1,8;2,4;1,64;2,22;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Monfils G.;Fognini F.;1;Monfils G.;Fognini F.;15,0;27,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,25;3,5;1,28;4,08;1975,0;1370,0;;;1,25;3,75;;;1,28;4,25;1,25;3,78;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Chardy J.;Mahut N.;1;Chardy J.;Mahut N.;49,0;68,0;6,0;1,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;925,0;736,0;;;;;;;;;;;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;2nd Round;3,0;Djokovic N.;Bellucci T.;1;Djokovic N.;Bellucci T.;1,0;33,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,01;21,0;;;1,01;13,0;1,02;24,52;13755,0;1145,0;;;1,02;13,0;;;1,03;31,0;1,01;17,09;;;;
49,0;Montreal;Rogers Masters;2015-08-11;Masters 1000;Outdoor;Hard;1st Round;3,0;Troicki V.;Youzhny M.;0;Youzhny M.;Troicki V.;107,0;19,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,25;1,33;;;3,2;1,33;3,44;1,36;505,0;1629,0;;;3,4;1,3;;;3,55;1,38;3,28;1,32;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Simon G.;Youzhny M.;0;Youzhny M.;Simon G.;107,0;11,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,0;1,22;;;4,0;1,22;4,34;1,26;505,0;2765,0;;;3,75;1,25;;;4,34;1,26;3,93;1,24;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Nishikori K.;Andujar P.;1;Nishikori K.;Andujar P.;4,0;48,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,5;;;1,11;6,0;1,1;8,67;6025,0;930,0;;;1,11;6,5;;;1,12;8,67;1,1;6,82;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Berdych T.;Young D.;0;Young D.;Berdych T.;79,0;6,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;5,5;1,14;;;5,75;1,12;5,98;1,17;635,0;5140,0;;;5,0;1,14;;;6,25;1,17;5,45;1,14;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Murray A.;Robredo T.;1;Murray A.;Robredo T.;3,0;22,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,11;5,75;1,12;7,71;7840,0;1495,0;;;1,12;5,5;;;1,13;7,71;1,11;6,14;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Cilic M.;Tomic B.;0;Tomic B.;Cilic M.;26,0;8,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,62;1,44;;;2,65;1,45;2,73;1,52;1410,0;3585,0;;;2,62;1,44;;;2,95;1,52;2,7;1,44;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Goffin D.;Querrey S.;1;Goffin D.;Querrey S.;14,0;32,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,53;2,37;;;1,5;2,45;1,64;2,42;2045,0;1165,0;;;1,53;2,38;;;1,64;2,55;1,55;2,41;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Rosol L.;Gulbis E.;0;Gulbis E.;Rosol L.;87,0;63,0;6,0;2,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,57;2,25;;;1,65;2,15;1,69;2,31;585,0;777,0;;;1,73;2,0;;;1,75;2,4;1,64;2,22;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Monfils G.;Muller G.;0;Muller G.;Monfils G.;46,0;15,0;6,0;3,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;2,62;1,44;;;2,7;1,45;2,99;1,45;945,0;1975,0;;;2,62;1,44;;;3,0;1,46;2,76;1,43;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Raonic M.;Karlovic I.;0;Karlovic I.;Raonic M.;23,0;10,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,75;1,4;;;2,8;1,42;2,97;1,45;1495,0;3275,0;;;2,75;1,4;;;2,97;1,45;2,8;1,42;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Mayer L.;Chardy J.;0;Chardy J.;Mayer L.;49,0;34,0;4,0;6,0;7,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;1,8;1,9;;;1,82;1,9;1,86;2,05;925,0;1125,0;;;1,83;1,83;;;1,9;2,05;1,84;1,92;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Dimitrov G.;Sock J.;0;Sock J.;Dimitrov G.;35,0;17,0;5,0;7,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;2,5;1,5;;;2,45;1,5;2,5;1,6;1115,0;1655,0;;;2,5;1,5;;;2,53;1,6;2,43;1,54;;;;
49,0;Montreal;Rogers Masters;2015-08-12;Masters 1000;Outdoor;Hard;2nd Round;3,0;Nadal R.;Stakhovsky S.;1;Nadal R.;Stakhovsky S.;9,0;60,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,07;9,0;;;1,06;8,5;1,08;10,16;3500,0;789,0;;;1,07;8,5;;;1,08;10,16;1,06;8,57;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;2nd Round;3,0;Isner J.;Pospisil V.;1;Isner J.;Pospisil V.;12,0;45,0;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,83;1,83;;;1,8;1,95;1,95;1,95;2180,0;950,0;;;1,91;1,91;;;1,95;2,05;1,86;1,91;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;2nd Round;3,0;Wawrinka S.;Kyrgios N.;0;Kyrgios N.;Wawrinka S.;41,0;5,0;6,0;7,0;6,0;3,0;4,0;0,0;;;;;1,0;1,0;Retired;;;;;;;;;3,0;1,36;;;2,9;1,4;3,01;1,44;1020,0;5745,0;;;3,0;1,4;;;3,2;1,45;2,89;1,4;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Karlovic I.;Chardy J.;0;Chardy J.;Karlovic I.;49,0;23,0;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,25;1,57;;;2,3;1,6;2,26;1,73;925,0;1495,0;;;2,38;1,57;;;2,41;1,73;2,28;1,61;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Djokovic N.;Sock J.;1;Djokovic N.;Sock J.;1,0;35,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,04;13,0;;;1,04;10,0;1,04;16,32;13755,0;1115,0;;;1,04;11,0;;;1,05;16,32;1,03;12,07;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Murray A.;Muller G.;1;Murray A.;Muller G.;3,0;46,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,11;6,5;;;1,11;6,0;1,15;6,74;7840,0;945,0;;;1,12;6,0;;;1,15;7,0;1,12;6,08;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Isner J.;Kyrgios N.;1;Isner J.;Kyrgios N.;12,0;41,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,83;1,83;;;1,88;1,88;1,88;2,04;2180,0;1020,0;;;2,0;1,8;;;2,0;2,04;1,85;1,92;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Tsonga J.W.;Tomic B.;1;Tsonga J.W.;Tomic B.;24,0;26,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,62;;;1,48;2,6;1,56;2,65;1475,0;1410,0;;;1,5;2,62;;;1,56;2,74;1,48;2,6;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Nadal R.;Youzhny M.;1;Nadal R.;Youzhny M.;9,0;107,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,1;6,5;1,11;8,71;3500,0;505,0;;;1,11;6,5;;;1,12;8,71;1,1;6,86;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;2nd Round;3,0;Bautista R.;Tsonga J.W.;0;Tsonga J.W.;Bautista R.;24,0;20,0;5,0;7,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,33;3,25;;;1,35;3,0;1,46;2,96;1475,0;1555,0;;;1,4;2,75;;;1,46;3,25;1,36;3,04;;;;
49,0;Montreal;Rogers Masters;2015-08-13;Masters 1000;Outdoor;Hard;3rd Round;3,0;Young D.;Gulbis E.;0;Gulbis E.;Young D.;87,0;79,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,72;2,0;;;1,7;2,1;1,88;2,05;585,0;635,0;;;1,73;2,1;;;1,88;2,18;1,75;2,04;;;;
49,0;Montreal;Rogers Masters;2015-08-14;Masters 1000;Outdoor;Hard;3rd Round;3,0;Nishikori K.;Goffin D.;1;Nishikori K.;Goffin D.;4,0;14,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;3,75;;;1,25;3,75;1,29;4,09;6025,0;2045,0;;;1,29;3,75;;;1,3;4,09;1,27;3,71;;;;
49,0;Montreal;Rogers Masters;2015-08-14;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Isner J.;Chardy J.;0;Chardy J.;Isner J.;49,0;12,0;6,0;7,0;7,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;2,2;1,66;;;2,2;1,65;2,28;1,72;925,0;2180,0;;;2,25;1,62;;;2,31;1,72;2,21;1,66;;;;
49,0;Montreal;Rogers Masters;2015-08-15;Masters 1000;Outdoor;Hard;Quarterfinals;3,0;Djokovic N.;Gulbis E.;1;Djokovic N.;Gulbis E.;1,0;87,0;5,0;7,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,04;11,0;;;1,03;10,5;1,06;13,58;13755,0;585,0;;;1,05;10,0;;;1,06;14,87;1,04;11,11;;;;
49,0;Montreal;Rogers Masters;2015-08-15;Masters 1000;Outdoor;Hard;Semifinals;3,0;Djokovic N.;Chardy J.;1;Djokovic N.;Chardy J.;1,0;49,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,04;13,0;;;1,03;10,0;1,04;17,22;13755,0;925,0;;;1,05;10,0;;;1,05;17,22;1,04;11,75;;;;
