ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
23,Monte Carlo,Monte Carlo Masters,13/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Gulbis E.,22,23,1690,1655,6,2,6,4,,,,,,,2,0,Completed,2,1.72,1.9,1.85,1.91,1.8,2.14,1.79,1.91,1.91,2.14,1.91,1.97,1.8
23,Monte Carlo,Monte Carlo Masters,13/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Sijsling I.,48,55,970,831,1,6,6,2,7,6,,,,,2,1,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.36,3.44,1.29,3.5,1.36,4.05,1.28,3.59
23,Monte Carlo,Monte Carlo Masters,13/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Tursunov D.,Haase R.,33,50,1200,947,6,1,5,7,6,3,,,,,2,1,Completed,2.5,1.5,2.4,1.55,2.38,1.53,2.73,1.52,2.5,1.53,2.73,1.6,2.45,1.53
23,Monte Carlo,Monte Carlo Masters,13/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Mahut N.,Thiem D.,40,84,1042,635,4,6,6,3,6,2,,,,,2,1,Completed,3.75,1.25,3.5,1.28,3.75,1.25,3.92,1.3,3.75,1.25,3.95,1.32,3.66,1.27
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Bolelli S.,25,329,1510,135,6,3,6,4,,,,,,,2,0,Completed,1.3,3.4,1.3,3.4,1.33,3.25,1.38,3.33,1.36,3,1.38,3.7,1.31,3.39
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Karlovic I.,41,53,1040,892,6,1,6,2,,,,,,,2,0,Completed,1.28,3.5,1.28,3.5,1.33,3.25,1.32,3.74,1.29,3.5,1.33,4.1,1.3,3.44
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Sousa J.,13,39,2400,1050,5,7,7,5,6,4,,,,,2,1,Completed,1.12,6,1.15,5.25,1.17,4.5,1.15,6.34,1.14,5.5,1.18,6.34,1.14,5.39
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Montanes A.,Paire B.,57,34,810,1155,7,5,4,6,6,2,,,,,2,1,Completed,1.83,1.83,1.88,1.88,1.83,1.83,1.96,1.94,1.91,1.91,1.96,1.96,1.87,1.89
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Rosol L.,Donskoy E.,47,108,971,556,7,5,6,1,,,,,,,2,0,Completed,1.61,2.2,1.7,2.1,1.62,2.2,1.75,2.2,1.67,2.2,1.75,2.3,1.64,2.21
23,Monte Carlo,Monte Carlo Masters,14/04/14,Masters 1000,Outdoor,Clay,1st Round,3,Ramos A.,Nieminen J.,101,46,569,1000,6,2,7,5,,,,,,,2,0,Completed,1.83,1.83,1.88,1.88,1.83,1.83,1.88,2.02,1.91,1.91,1.95,2.05,1.84,1.92
