ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
23,Monte Carlo,Monte Carlo Masters,14/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Bellucci T.,21,39,1670,987,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,1.9,1.85,1.91,1.8,1.93,1.97,1.9,1.9,2,2,1.87,1.88
23,Monte Carlo,Monte Carlo Masters,14/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Tomic B.,22,44,1635,910,6,2,6,4,,,,,,,2,0,Completed,1.5,2.5,1.45,2.65,1.44,2.62,1.62,2.46,1.5,2.63,1.62,2.75,1.5,2.55
23,Monte Carlo,Monte Carlo Masters,14/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Malisse X.,34,53,1112,831,6,3,6,2,,,,,,,2,0,Completed,1.33,3.25,1.3,3.3,1.33,3.25,1.35,3.5,1.29,3.5,1.37,3.65,1.32,3.3
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Nieminen J.,Troicki V.,49,45,860,905,6,1,6,2,,,,,,,2,0,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.66,2.37,1.57,2.38,1.69,2.48,1.61,2.26
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Paire B.,Dodig I.,33,55,1120,803,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.44,2.62,1.51,2.75,1.44,2.75,1.51,3.25,1.42,2.78
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Davydenko N.,Brands D.,41,73,950,674,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.67,2.1,1.66,2.37,1.57,2.38,1.7,2.54,1.62,2.25
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Bautista R.,Simon G.,59,13,784,2390,6,3,7,6,,,,,,,2,0,Completed,5,1.16,5,1.15,4.33,1.2,4.3,1.26,4.5,1.2,5.4,1.26,4.5,1.19
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Andujar P.,Chardy J.,96,25,540,1295,6,7,7,5,6,2,,,,,2,1,Completed,1.61,2.2,1.7,2.08,1.67,2.1,1.74,2.22,1.73,2.1,1.74,2.3,1.69,2.13
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Roger-Vasselin E.,Haase R.,81,50,613,850,6,3,6,2,,,,,,,2,0,Completed,2,1.72,1.9,1.85,1.8,1.91,2.02,1.88,2,1.8,2.15,1.91,1.93,1.82
23,Monte Carlo,Monte Carlo Masters,15/04/13,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Seppi A.,32,18,1135,1895,3,6,6,4,6,4,,,,,2,1,Completed,2.25,1.57,2.25,1.6,2.25,1.57,2.29,1.7,2.25,1.62,2.35,1.71,2.23,1.63
