ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
23,Monte Carlo,Monte Carlo Masters,15/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Dodig I.,Ljubicic I.,57,53,790,840,6,0,6,3,,,,,,,2,0,Completed,1.83,1.83,1.65,2.15,1.73,2,1.81,2.12,1.83,1.83,1.83,2.2,1.71,2.07
23,Monte Carlo,Monte Carlo Masters,15/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Troicki V.,Lisnard J.R.,30,393,1185,99,6,3,6,1,,,,,,,2,0,Completed,1.11,6.5,1.1,6.5,1.1,6.5,1.13,7.24,1.1,6,1.14,7.45,1.11,6.19
23,Monte Carlo,Monte Carlo Masters,15/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Balleret B.,15,332,1980,129,6,3,6,2,,,,,,,2,0,Completed,1.02,17,1.04,9,1.02,11,1.02,21,1.07,7,1.07,22.58,1.03,12.62
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Melzer J.,Kubot L.,29,51,1192,872,6,2,7,5,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.42,3.13,1.33,3.25,1.45,3.25,1.39,2.91
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Mathieu P.H.,Young D.,352,50,120,892,6,0,6,1,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.36,3,1.42,3.14,1.33,3.25,1.44,3.3,1.35,3.08
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Rochus O.,19,66,1565,731,4,6,6,2,7,5,,,,,2,1,Completed,1.12,6,1.15,5,1.17,4.5,1.16,6.27,1.2,4.5,1.2,6.3,1.14,5.37
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Tomic B.,Istomin D.,36,43,1100,982,6,4,6,3,,,,,,,2,0,Completed,2,1.72,1.95,1.8,2,1.73,2.32,1.68,1.44,2.75,2.32,2.75,2.03,1.76
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Nieminen J.,Stepanek R.,48,23,943,1385,6,3,7,6,,,,,,,2,0,Completed,2.5,1.5,2.35,1.55,2.5,1.5,2.73,1.52,2.5,1.5,2.8,1.6,2.44,1.53
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Rufin G.,34,167,1155,312,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.3,3.4,1.37,3.34,1.29,3.25,1.37,3.57,1.33,3.21
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Benneteau J.,Granollers M.,31,25,1180,1305,6,3,3,6,6,2,,,,,2,1,Completed,1.83,1.83,1.85,1.9,1.91,1.8,2.03,1.88,1.8,2,2.05,2.1,1.87,1.88
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Chela J.I.,21,33,1495,1165,6,2,6,2,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.63,2.44,1.62,2.2,1.75,2.44,1.64,2.21
23,Monte Carlo,Monte Carlo Masters,16/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Montanes A.,Raonic M.,71,24,690,1335,6,2,3,6,6,3,,,,,2,1,Completed,4,1.22,3.75,1.25,3.75,1.25,4.85,1.22,5,1.17,5,1.25,4.05,1.23
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Volandri F.,Giannessi A.,63,136,748,395,7,5,6,3,,,,,,,2,0,Completed,1.4,2.75,1.45,2.65,1.4,2.75,1.42,3.11,1.4,2.75,1.48,3.11,1.41,2.79
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,Mayer F.,68,20,707,1540,3,6,6,1,6,3,,,,,2,1,Completed,2.25,1.57,2.8,1.4,2.5,1.5,3.18,1.41,2.63,1.44,3.18,1.77,2.48,1.52
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Bellucci T.,Anderson K.,45,32,975,1170,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.6,2.52,1.57,2.38,1.6,2.63,1.54,2.41
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Llodra M.,60,47,775,955,7,5,6,3,,,,,,,2,0,Completed,1.72,2,1.8,1.95,1.8,1.91,1.74,2.22,1.73,2.1,1.85,2.22,1.77,1.99
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Hanescu V.,44,103,980,539,6,3,6,1,,,,,,,2,0,Completed,2.1,1.66,1.95,1.8,2,1.73,2.05,1.86,2,1.73,2.15,1.89,2.01,1.76
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Gil F.,Youzhny M.,132,35,413,1140,6,1,6,3,,,,,,,2,0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.57,1.57,2.63,1.44,2.65,1.57,2.49,1.51
23,Monte Carlo,Monte Carlo Masters,17/04/12,Masters 1000,Outdoor,Clay,1st Round,3,Starace P.,Berlocq C.,81,37,638,1076,4,2,,,,,,,,,0,0,Retired,1.72,2,1.75,2,1.73,2,1.83,2.1,1.83,1.83,2.04,2.18,1.8,1.96
