ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Ferrer D.,Kohlschreiber P.,44,67,6,2,7,6,,,,,,,2,0,Completed,1.44,2.62,1.4,2.85,1.45,2.6,1.45,2.35,1.435,3
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Lee H.T.,Enqvist T.,58,101,3,6,6,4,6,3,,,,,2,1,Completed,2.62,1.44,2.7,1.45,2.53,1.48,2.5,1.4,2.84,1.476
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Volandri F.,68,41,7,6,6,1,,,,,,,2,0,Completed,1.25,3.75,1.25,3.85,1.26,3.59,1.25,3.2,1.253,4.35
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Martin A.,Calleri A.,57,66,3,6,6,3,7,6,,,,,2,1,Completed,2.5,1.5,2.4,1.55,2.75,1.42,2.2,1.5,2.79,1.488
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Labadze I.,El Aynaoui Y.,136,713,6,4,1,6,6,1,,,,,2,1,Completed,,,,,,,,,,
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,Melzer J.,71,35,6,4,6,3,,,,,,,2,0,Completed,3,1.36,2.85,1.4,2.75,1.42,2.9,1.3,2.95,1.444
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Kim K.,Horna L.,63,43,6,4,4,6,7,6,,,,,2,1,Completed,1.57,2.25,1.6,2.3,1.68,2.1,1.55,2.1,1.658,2.32
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Verdasco F.,Wessels P.,45,75,6,4,7,5,,,,,,,2,0,Completed,1.36,3,1.3,3.4,1.3,3.35,1.3,2.9,1.282,4.05
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Schuettler R.,Starace P.,39,65,7,6,5,7,7,6,,,,,2,1,Completed,1.25,3.75,1.3,3.4,1.3,3.35,1.3,2.9,1.377,3.25
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Ferrero J.C.,Evans B.,85,554,6,2,6,4,,,,,,,2,0,Completed,1.05,8.5,1.07,7.75,1.05,7.75,1.1,5,1.067,12
20,Miami,NASDAQ-100 Open,23/03/05,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Seppi A.,42,143,4,6,6,4,6,4,,,,,2,1,Completed,1.28,3.5,1.35,3.1,1.37,2.92,1.3,2.9,1.377,3.25
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Andreev I.,Almagro N.,49,83,7,6,2,6,7,6,,,,,2,1,Completed,1.53,2.37,1.65,2.2,1.7,2.08,1.5,2.2,1.617,2.42
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Monfils G.,Llodra M.,128,50,3,6,6,4,6,3,,,,,2,1,Completed,2.1,1.66,2.2,1.65,2.12,1.67,2.2,1.5,2.46,1.602
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Bjorkman J.,Mirnyi M.,90,37,2,6,6,4,6,1,,,,,2,1,Completed,2.25,1.57,2.2,1.65,2.15,1.65,2,1.6,2.11,1.763
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Blake J.,Carlsen K.,192,55,6,3,6,2,,,,,,,2,0,Completed,1.57,2.25,1.57,2.35,1.58,2.28,1.6,2,1.571,2.55
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Nieminen J.,Saulnier C.,129,48,6,2,7,6,,,,,,,2,0,Completed,2,1.72,2.05,1.75,1.9,1.85,1.95,1.65,1.99,1.84
20,Miami,NASDAQ-100 Open,24/03/05,Masters,Outdoor,Hard,1st Round,3,Minar I.,Monaco J.,109,91,4,6,6,3,6,3,,,,,2,1,Completed,,,,,,,,,,
