ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,Golubev A.,57,37,859,1095,6,7,6,4,6,0,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.1,1.67,2.34,1.68,2.1,1.67,2.4,1.72,2.19,1.65
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Nieminen J.,65,56,795,877,3,6,6,3,6,2,,,,,2,1,Completed,3,1.36,2.8,1.4,3,1.36,2.91,1.47,2.88,1.36,3.05,1.5,2.83,1.41
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Andujar P.,Tomic B.,69,180,712,315,6,4,3,6,7,5,,,,,2,1,Completed,4.33,1.2,4,1.22,4,1.22,4.34,1.26,3.75,1.22,4.5,1.26,4.11,1.22
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Davydenko N.,40,42,1058,1050,6,4,6,3,,,,,,,2,0,Completed,3.25,1.33,3,1.35,3.25,1.33,3.55,1.35,3.25,1.29,3.74,1.37,3.24,1.32
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Benneteau J.,Gimeno-Traver D.,81,61,615,844,6,4,6,3,,,,,,,2,0,Completed,1.2,4.33,1.25,3.75,1.22,4,1.25,4.46,1.22,3.75,1.26,4.5,1.23,3.99
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Granollers M.,Becker B.,55,58,888,855,6,4,6,7,6,4,,,,,2,1,Completed,2.37,1.53,2.6,1.45,2.63,1.44,2.5,1.6,2.5,1.5,2.65,1.62,2.45,1.53
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Lorenzi P.,Ljubicic I.,154,38,375,1065,7,6,6,1,,,,,,,2,0,Completed,6.5,1.1,5.75,1.12,5.5,1.13,7.45,1.13,5.5,1.13,7.45,1.15,6.13,1.11
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Bogomolov A.,Hanescu V.,118,59,460,850,6,3,4,6,7,5,,,,,2,1,Completed,1.83,1.83,1.85,1.9,1.83,1.83,1.91,2,1.83,1.83,2.09,1.91,1.89,1.84
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Malisse X.,Sweeting R.,45,91,1001,566,7,6,6,4,,,,,,,2,0,Completed,1.72,2,1.75,2,1.67,2.1,1.86,2.05,1.67,2.1,1.9,2.1,1.77,1.99
20,Miami,Sony Ericsson Open,23/03/11,Masters 1000,Outdoor,Hard,1st Round,3,Devvarman S.,Starace P.,73,47,683,990,6,2,6,4,,,,,,,2,0,Completed,1.25,3.75,1.3,3.3,1.25,3.75,1.33,3.64,1.29,3.25,1.33,4,1.27,3.66
