ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Spadea V.,Schuettler R.,34,5,6,2,2,6,7,5,,,,,2,1,Completed,2.625,1.444,2.6,1.5,2.35,1.55,2.2,1.45,2.82,1.476
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Nalbandian D.,Soderling R.,8,47,6,4,6,4,,,,,,,2,0,Completed,1.167,4.5,1.22,4.25,1.28,3.46,1.2,3.3,1.267,4.25
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Gonzalez F.,Hrbaty D.,15,31,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.4,2.95,1.4,2.85,1.4,2.3,1.417,3.05
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Zabaleta M.,Chela J.I.,40,22,6,4,6,2,,,,,,,2,0,Completed,2.2,1.615,2.2,1.67,2.15,1.65,2,1.55,2.22,1.704
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Schalken S.,Arthurs W.,16,91,6,3,4,6,6,1,,,,,2,1,Completed,,,1.95,1.85,1.9,1.85,1.75,1.75,2.01,1.826
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Costa A.,Corretja A.,39,98,7,6,6,1,,,,,,,2,0,Completed,,,1.73,2.1,1.8,1.95,1.55,2,1.87,1.952
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Moya C.,Martin A.,9,55,6,4,6,2,,,,,,,2,0,Completed,1.333,3.25,1.36,3.15,1.37,2.92,1.3,2.7,1.357,3.4
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Henman T.,Mayer F.,7,94,7,5,6,1,,,,,,,2,0,Completed,,,1.55,2.45,1.45,2.6,1.4,2.3,1.568,2.56
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Sanchez D.,Andreev I.,57,82,6,2,6,3,,,,,,,2,0,Completed,,,1.65,2.2,1.65,2.15,1.65,1.85,1.704,2.22
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Ferrer D.,Sanguinetti D.,66,113,6,3,2,6,6,3,,,,,2,1,Completed,,,1.4,2.95,1.42,2.75,1.4,2.3,1.488,2.78
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Stepanek R.,Ivanisevic G.,56,439,6,2,6,4,,,,,,,2,0,Completed,1.2,4.333,1.18,4.65,1.28,3.46,1.3,2.7,1.227,4.6
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Saretta F.,Ancic M.,59,71,6,4,3,6,7,6,,,,,2,1,Completed,,,2.3,1.6,2.35,1.55,2.2,1.45,2.37,1.637
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Pavel A.,Lapentti N.,30,67,6,4,6,3,,,,,,,2,0,Completed,1.364,3,1.4,2.95,1.37,2.92,1.35,2.5,1.385,3.2
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Karlovic I.,Haas T.,70,125,7,5,4,6,7,6,,,,,2,1,Completed,,,4.3,1.2,3.75,1.25,3,1.25,4.5,1.238
26,Rome,Telecom Italia Masters Roma,03/05/04,Masters,Outdoor,Clay,1st Round,3,Srichaphan P.,di Mauro A.,13,146,7,6,3,6,6,3,,,,,2,1,Completed,1.833,1.833,1.88,1.88,1.9,1.85,1.65,1.85,1.885,1.952
