ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Ferrero J.C.,Anderson K.,47,35,880,1205,6,4,7,5,,,,,,,2,0,Completed,2.5,1.5,2.35,1.55,2.38,1.53,2.52,1.6,2.5,1.5,2.58,1.6,2.43,1.54
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Lorenzi P.,Davydenko N.,96,48,577,860,6,3,2,6,6,3,,,,,2,1,Completed,2.37,1.53,2.35,1.55,2.25,1.57,2.47,1.61,2.5,1.5,2.55,1.64,2.39,1.55
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Troicki V.,Volandri F.,29,76,1220,647,4,6,6,4,6,3,,,,,2,1,Completed,2.1,1.66,2.2,1.65,2.1,1.67,2.18,1.77,,,2.3,1.77,2.14,1.68
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Youzhny M.,Bellucci T.,34,67,1210,680,6,2,3,6,6,3,,,,,2,1,Completed,1.72,2,1.7,2.05,1.67,2.1,1.84,2.09,1.67,2.1,1.86,2.1,1.77,2
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Istomin D.,30,43,1220,982,6,4,3,6,6,3,,,,,2,1,Completed,1.18,4.5,1.19,4.4,1.22,4,1.21,5.08,1.2,4,1.23,5.08,1.2,4.37
30,Rome,Internazionali BNL d'Italia,13/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Mayer F.,Raonic M.,28,21,1265,1495,7,6,6,4,,,,,,,2,0,Completed,4.5,1.18,4.35,1.19,4.33,1.2,5.61,1.18,4,1.2,5.61,1.24,4.39,1.21
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Monfils G.,Bogomolov A.,14,44,2210,961,6,4,6,1,,,,,,,2,0,Completed,1.05,11,1.08,7,1.06,8,1.04,15,1.1,7,1.1,15,1.06,9.02
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Dolgopolov O.,16,18,1810,1745,6,0,,,,,,,,,1,0,Retired,1.66,2.1,1.65,2.1,1.73,2,1.66,2.37,1.67,2.1,1.83,2.4,1.7,2.1
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Tomic B.,Giraldo S.,32,51,1215,853,4,6,6,2,6,4,,,,,2,1,Completed,2.62,1.44,2.5,1.5,2.38,1.53,2.66,1.54,2.38,1.53,2.75,1.59,2.52,1.5
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Wawrinka S.,Haase R.,20,40,1505,1026,6,1,4,6,7,5,,,,,2,1,Completed,1.16,5,1.19,4.35,1.2,4.33,1.21,5,1.2,4,1.25,5.21,1.2,4.46
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Baghdatis M.,45,41,940,1025,6,2,6,2,,,,,,,2,0,Completed,1.53,2.37,1.6,2.2,1.57,2.25,1.62,2.46,1.62,2.25,1.64,2.48,1.59,2.3
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Nalbandian D.,Ramos A.,42,39,1005,1040,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.63,2.44,1.57,2.25,1.68,2.55,1.59,2.3
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Berlocq C.,Kavcic B.,38,102,1060,522,6,1,6,3,,,,,,,2,0,Completed,1.33,3.25,1.4,2.9,1.4,2.75,1.4,3.22,1.4,2.75,1.43,3.31,1.39,2.93
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Chela J.I.,25,37,1340,1085,2,6,6,0,6,3,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.56,2.62,1.5,2.63,1.57,2.85,1.46,2.68
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Cilic M.,13,23,2255,1415,6,2,3,6,6,0,,,,,2,1,Completed,1.5,2.5,1.5,2.45,1.53,2.38,1.6,2.5,1.33,3.25,1.64,3.25,1.55,2.42
30,Rome,Internazionali BNL d'Italia,14/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Isner J.,Kohlschreiber P.,10,24,2725,1370,2,6,7,6,6,2,,,,,2,1,Completed,1.5,2.5,1.6,2.2,1.57,2.25,1.58,2.54,1.44,2.75,1.63,2.75,1.56,2.37
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Melzer J.,22,31,1465,1217,6,1,7,6,,,,,,,2,0,Completed,1.28,3.5,1.35,3.05,1.36,3,1.34,3.59,1.36,2.88,1.42,3.59,1.34,3.19
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Andujar P.,85,36,611,1150,6,4,6,1,,,,,,,2,0,Completed,1.9,1.8,1.95,1.8,2,1.73,1.93,1.98,2,1.73,2,1.98,1.91,1.84
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Querrey S.,Nieminen J.,89,46,600,932,7,6,5,7,6,4,,,,,2,1,Completed,1.8,1.9,1.87,1.87,1.83,1.83,1.98,1.93,1.8,1.91,2,2.08,1.86,1.89
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,Lopez F.,26,17,1295,1760,6,4,6,4,,,,,,,2,0,Completed,2.75,1.4,2.5,1.5,2.75,1.4,2.84,1.49,2.63,1.44,2.9,1.51,2.66,1.45
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Del Potro J.M.,Llodra M.,9,58,2970,785,7,5,3,6,6,4,,,,,2,1,Completed,1.02,17,1.03,10.5,1.04,9,1.03,18,1.04,10,1.05,22.5,1.03,12.63
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Kubot L.,Starace P.,54,95,841,578,6,3,5,7,6,2,,,,,2,1,Completed,2.25,1.57,2.05,1.72,2.2,1.62,2.34,1.68,1.91,1.83,2.43,1.83,2.2,1.65
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Monaco J.,Ungur A.,15,99,1925,568,6,2,6,2,,,,,,,2,0,Completed,1.12,6,1.14,5.2,1.12,5.5,1.21,5.12,1.13,5.5,1.21,6.5,1.14,5.48
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Young D.,12,49,2545,856,6,2,7,5,,,,,,,2,0,Completed,1.04,13,1.04,9.5,1.04,9,1.06,12.5,1.04,10,1.06,16.05,1.04,11.01
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Ferrer D.,Verdasco F.,6,16,4460,1810,6,3,7,6,,,,,,,2,0,Completed,1.18,4.5,1.25,3.7,1.22,4,1.25,4.5,1.4,2.88,1.4,4.77,1.22,4.13
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Monfils G.,47,14,880,2210,7,5,6,3,,,,,,,2,0,Completed,2.37,1.53,2.45,1.5,2.62,1.44,2.5,1.6,2.38,1.57,2.8,1.7,2.44,1.54
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Nalbandian D.,4,42,7500,1005,6,1,4,6,7,5,,,,,2,1,Completed,1.25,3.75,1.25,3.7,1.29,3.5,1.28,4.1,1.22,4,1.3,4.4,1.27,3.7
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Troicki V.,5,29,4930,1220,6,3,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.7,1.2,4.33,1.27,4.2,1.36,3,1.36,4.33,1.25,3.8
30,Rome,Internazionali BNL d'Italia,15/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Tomic B.,1,32,11200,1215,6,3,6,3,,,,,,,2,0,Completed,1.03,15,1.04,8.75,1.03,10,1.01,27.22,1.02,13,1.07,27.22,1.03,11.77
30,Rome,Internazionali BNL d'Italia,16/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Granollers M.,Fognini F.,26,45,1295,940,6,3,6,4,,,,,,,2,0,Completed,2.37,1.53,2.15,1.65,2.1,1.67,2.36,1.67,2.25,1.62,2.4,1.77,2.23,1.63
30,Rome,Internazionali BNL d'Italia,16/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Monaco J.,Stepanek R.,15,25,1925,1340,6,4,6,2,,,,,,,2,0,Completed,1.4,2.75,1.45,2.65,1.4,2.75,1.41,3.15,1.44,2.75,1.48,3.16,1.42,2.79
30,Rome,Internazionali BNL d'Italia,16/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Del Potro J.M.,Youzhny M.,9,34,2970,1210,6,4,6,2,,,,,,,2,0,Completed,1.18,4.5,1.23,3.75,1.25,3.75,1.24,4.58,1.25,3.75,1.26,4.77,1.23,4.01
30,Rome,Internazionali BNL d'Italia,16/05/12,Masters 1000,Outdoor,Clay,2nd Round,3,Federer R.,Berlocq C.,2,38,9430,1060,6,3,6,4,,,,,,,2,0,Completed,1.02,17,1.02,11,1.01,17,1.03,18,1.03,11,1.05,19.91,1.02,13.28
