ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Haase R.,47,50,970,945,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.85,1.9,1.8,1.91,1.87,2.04,,,1.91,2.04,1.81,1.95
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Andujar P.,43,64,1005,741,5,7,6,3,6,4,,,,,2,1,Completed,2.1,1.66,2.15,1.68,2.2,1.62,2.08,1.84,,,2.3,1.84,2.14,1.68
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,Sousa J.,60,41,819,1045,6,3,6,7,6,3,,,,,2,1,Completed,2,1.72,2.05,1.75,2,1.73,2,1.91,,,2.1,1.91,2.01,1.77
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Melzer J.,Isner J.,67,11,720,2600,7,6,6,3,,,,,,,2,0,Completed,2.62,1.44,2.5,1.5,2.5,1.5,2.63,1.55,2.63,1.5,2.64,1.61,2.51,1.51
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Janowicz J.,29,22,1280,1680,4,6,7,6,6,2,,,,,2,1,Completed,1.66,2.1,1.75,2.05,1.73,2,1.85,2.07,1.91,1.91,1.91,2.2,1.74,2.05
29,Rome,Internazionali BNL d'Italia,11/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Robredo T.,Monaco J.,18,54,1855,880,7,6,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.36,3,1.41,3.16,1.4,2.63,1.49,3.16,1.41,2.84
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Dodig I.,Delbonis F.,40,44,1055,1004,6,3,6,4,,,,,,,2,0,Completed,2.37,1.53,2.4,1.55,2.38,1.53,2.33,1.68,2.5,1.53,2.56,1.68,2.36,1.57
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,Lopez F.,31,27,1215,1395,7,5,6,1,,,,,,,2,0,Completed,1.83,1.83,1.85,1.9,1.83,1.83,1.84,2.08,1.8,2,2.08,2.08,1.89,1.87
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Roger-Vasselin E.,14,45,2200,975,4,6,6,3,6,4,,,,,2,1,Completed,1.14,5.5,1.15,5.25,1.12,5.5,1.18,5.54,1.14,5.5,1.2,5.75,1.15,5.24
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Bolelli S.,Travaglia S.,162,293,340,157,3,6,7,5,7,6,,,,,2,1,Completed,1.25,3.75,1.3,3.4,1.3,3.4,1.29,4.05,1.33,3.25,1.33,4.05,1.28,3.56
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Karlovic I.,Carreno-Busta P.,52,68,902,714,3,6,6,3,7,6,,,,,2,1,Completed,3.5,1.28,3.5,1.28,3.75,1.25,3.64,1.33,3.75,1.25,3.85,1.33,3.58,1.28
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Riba P.,Lorenzi P.,98,90,588,615,7,6,6,3,,,,,,,2,0,Completed,2.62,1.44,2.8,1.42,2.62,1.44,2.8,1.5,3,1.36,3.2,1.5,2.79,1.42
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Volandri F.,30,97,1225,592,6,2,6,3,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,1.48,2.86,1.4,2.88,1.5,2.95,1.42,2.79
29,Rome,Internazionali BNL d'Italia,12/05/14,Masters 1000,Outdoor,Clay,1st Round,3,Robert S.,Gonzalez A.,85,79,629,647,1,6,6,4,6,1,,,,,2,1,Completed,2.1,1.66,2.1,1.7,2.1,1.67,2.07,1.85,2.25,1.62,2.25,1.87,2.13,1.69
