ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Ulihrach B.,Rafter P.,109,13,3,6,6,4,6,3,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Vicente F.,Rusedski G.,30,15,6,3,6,1,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Novak J.,Haas T.,40,19,7,6,7,6,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Safin M.,Rios M.,14,20,6,1,6,4,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Pavel A.,Escude N.,83,22,6,1,4,6,6,3,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Agassi A.,Martin T.,1,23,6,2,7,6,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Hewitt L.,Koubek S.,12,26,6,4,6,2,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,di Pasquale A.,Alami K.,58,27,6,3,6,2,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Corretja A.,Kucera K.,11,31,6,2,4,6,7,6,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Gaudio G.,Meligeni F.,46,33,6,1,7,5,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Zabaleta M.,Krajicek R.,45,34,6,4,6,4,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Norman M.,Grosjean S.,4,35,6,3,7,6,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Pioline C.,Woodruff C.,5,39,6,1,6,1,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Spadea V.,16,41,6,2,6,3,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Philippoussis M.,Rosset M.,24,43,6,3,1,6,7,6,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Arazi H.,Schalken S.,29,44,6,3,6,2,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Enqvist T.,Vacek D.,9,47,6,1,6,2,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Chang M.,Ferreira W.,32,50,4,6,6,2,7,6,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Medvedev A.,Federer R.,25,51,3,6,6,3,7,5,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Squillari F.,Dosedel S.,37,53,2,6,6,3,6,4,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Mantilla F.,Chela J.I.,55,54,6,3,6,3,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Lapentti N.,Johansson T.,8,59,6,4,7,5,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Clavet F.,Ivanisevic G.,63,62,6,4,3,6,7,5,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Hrbaty D.,Tarango J.,17,64,6,4,6,1,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Kafelnikov Y.,Gaudenzi A.,3,65,6,3,2,6,7,5,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Henman T.,Black B.,10,66,7,6,6,4,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Costa A.,Portas A.,21,69,6,2,6,3,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Moya C.,Ruud C.,36,86,6,3,6,1,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Kuerten G.,Golmard J.,6,89,6,4,6,1,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Santoro F.,Tieleman L.,28,98,7,5,6,3,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Ferrero J.C.,Sanguinetti D.,18,99,6,4,6,7,7,5,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,1st Round,3,Puerta M.,Furlan R.,38,482,6,2,6,3,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Puerta M.,Kafelnikov Y.,38,3,6,4,6,4,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Pavel A.,Pioline C.,83,5,3,6,6,1,7,6,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Clavet F.,Lapentti N.,63,8,7,5,6,4,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Santoro F.,Henman T.,28,10,7,6,4,6,6,4,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Mantilla F.,Safin M.,55,14,7,5,6,7,6,3,,,,,2,1,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Kuerten G.,Philippoussis M.,6,24,6,2,6,2,,,,,,,2,0,Completed
29,Rome,Rome TMS,08/05/00,Masters,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Arazi H.,18,29,7,6,6,3,,,,,,,2,0,Completed
