ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Krajinovic F.,Auger-Aliassime F.,29,20,1583,1976,6,4,7,5,,,,,,,2,0,Completed,1.53,2.37,1.69,2.3,1.69,2.5,1.62,2.31
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Ruud C.,Khachanov K.,34,16,1359,2200,6,3,3,6,6,1,,,,,2,1,Completed,1.9,1.9,2.06,1.85,2.1,1.91,1.99,1.81
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Mager G.,22,85,1885,713,7,5,6,1,,,,,,,2,0,Completed,1.4,2.75,1.47,2.93,1.58,2.93,1.52,2.53
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Bublik A.,40,56,1225,965,6,7,6,2,6,4,,,,,2,1,Completed,1.3,3.4,1.36,3.46,1.38,3.46,1.34,3.26
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Garin C.,26,21,1670,1900,6,4,6,4,,,,,,,2,0,Completed,2.05,1.7,2.04,1.87,2.1,1.9,2.01,1.8
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Basilashvili N.,47,32,1030,1395,6,3,6,1,,,,,,,2,0,Completed,1.36,3,1.38,3.31,1.42,3.44,1.35,3.21
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,Anderson K.,42,119,1146,500,6,3,7,6,,,,,,,2,0,Completed,2.37,1.53,2.33,1.68,2.42,1.7,2.28,1.63
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Hurkacz H.,Evans D.,31,33,1398,1384,6,3,3,6,7,5,,,,,2,1,Completed,1.66,2.1,1.76,2.19,1.76,2.35,1.65,2.24
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Ramos-Vinolas A.,35,44,1345,1130,6,4,7,6,,,,,,,2,0,Completed,1.44,2.62,1.58,2.55,1.59,2.75,1.52,2.53
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Sinner J.,Paire B.,81,24,743,1738,6,2,6,1,,,,,,,2,0,Completed,1.25,3.75,1.29,4.05,1.34,4.2,1.28,3.67
20,Rome,Internazionali BNL d'Italia,14/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Travaglia S.,Fritz T.,84,28,719,1625,6,4,7,6,,,,,,,2,0,Completed,2.25,1.57,2.38,1.65,2.4,1.72,2.27,1.63
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Rublev A.,Bagnis F.,12,135,2414,426,6,4,6,4,,,,,,,2,0,Completed,1.18,4.5,1.23,4.77,1.23,5.54,1.19,4.63
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Millman J.,Sousa J.,43,74,1131,776,7,5,7,6,,,,,,,2,0,Completed,1.5,2.5,1.52,2.72,1.56,2.75,1.49,2.62
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Coria F.,Struff J.L.,104,30,607,1450,6,1,7,6,,,,,,,2,0,Completed,3.5,1.28,3.41,1.37,3.6,1.37,3.32,1.33
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,De Minaur A.,97,27,652,1665,3,6,6,3,7,6,,,,,2,1,Completed,3,1.36,3.31,1.38,3.31,1.4,3.1,1.37
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Caruso S.,Sandgren T.,87,49,703,1013,3,6,6,3,7,6,,,,,2,1,Completed,2.25,1.57,2.11,1.81,2.37,1.87,2.12,1.73
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Martinez P.,Querrey S.,109,46,548,1045,6,3,7,6,,,,,,,2,0,Completed,1.33,3.25,1.36,3.45,1.4,3.5,1.35,3.18
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Davidovich Fokina A.,25,70,1695,801,6,4,6,4,,,,,,,2,0,Completed,2.75,1.4,3.05,1.43,3.25,1.44,3.01,1.38
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Shapovalov D.,Pella G.,14,37,2345,1310,6,2,6,3,,,,,,,2,0,Completed,1.9,1.9,1.88,2.02,2.01,2.02,1.94,1.87
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Nishioka Y.,Kecmanovic M.,50,39,1007,1258,6,4,6,1,,,,,,,2,0,Completed,2.75,1.4,3.17,1.41,3.17,1.49,2.88,1.41
20,Rome,Internazionali BNL d'Italia,15/09/2020,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,Edmund K.,113,45,526,1085,3,6,7,6,6,2,,,,,2,1,Completed,1.95,1.8,2.14,1.79,2.14,2.05,1.93,1.87
