ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;Unnamed: 34;Unnamed: 35;EXW;EXL;PSW;PSL;Unnamed: 36;Unnamed: 37;WPts;LPts;UBW;UBL;LBW;LBL
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Mirnyi M.;Moya C.;39,0;20,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;3,6;1,25;3,2;1,27;3,0;1,25;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Novak J.;Mantilla F.;15,0;51,0;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,5;2,45;1,5;2,3;1,5;2,1;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Robredo T.;Grosjean S.;35,0;10,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,25;1,58;2,2;1,55;2,1;1,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Roddick A.;Schuettler R.;13,0;28,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,26;3,5;1,35;2,8;1,3;2,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Safin M.;Martin A.;5,0;48,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,26;3,5;1,25;3,3;1,2;3,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Voinea A.;Henman T.;67,0;6,0;7,0;6,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;3,1;1,33;3,0;1,3;3,0;1,25;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Zabaleta M.;Johansson T.;61,0;8,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,78;1,95;1,81;1,81;1,75;1,75;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Boutter J.;Roddick A.;60,0;13,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,1;1,33;3,1;1,25;3,0;1,25;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Federer R.;Voinea A.;14,0;67,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,22;3,9;1,24;3,4;1,2;3,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Hewitt L.;Novak J.;1,0;15,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,45;2,6;1,41;2,55;1,45;2,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Koubek S.;El Aynaoui Y.;53,0;18,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;3,0;1,35;2,85;1,33;2,5;1,35;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Kuerten G.;Canas G.;7,0;16,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,3;2,9;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Mirnyi M.;Zabaleta M.;39,0;61,0;6,0;3,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,8;1,95;1,6;2,0;1,7;1,8;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Robredo T.;Haas T.;35,0;2,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,5;1,48;2,5;1,43;2,7;1,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;3rd Round;3,0;Safin M.;Chela J.I.;5,0;25,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,45;2,6;1,41;2,55;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Quarterfinals;3,0;Federer R.;Kuerten G.;14,0;7,0;6,0;0,0;1,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,6;1,45;2,4;1,45;2,3;1,4;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Quarterfinals;3,0;Mirnyi M.;Boutter J.;39,0;60,0;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,82;1,9;1,87;1,76;1,7;1,8;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Quarterfinals;3,0;Robredo T.;Koubek S.;35,0;53,0;6,0;7,0;6,0;3,0;6,0;1,0;;;;;2,0;1,0;Completed;1,36;2,9;1,4;2,6;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Quarterfinals;3,0;Safin M.;Hewitt L.;5,0;1,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,05;1,7;2,0;1,65;1,85;1,65;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Semifinals;3,0;Federer R.;Mirnyi M.;14,0;39,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,38;2,85;1,4;2,6;1,3;2,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;Semifinals;3,0;Safin M.;Robredo T.;5,0;35,0;6,0;2,0;4,0;2,0;;;;;;;1,0;0,0;Retired;1,3;3,25;1,3;3,0;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;The Final;5,0;Federer R.;Safin M.;14,0;5,0;6,0;1,0;6,0;3,0;6,0;4,0;;;;;3,0;0,0;Completed;2,35;1,55;2,35;1,48;2,0;1,55;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Burgsmuller L.;Armando H.;98,0;658,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,05;1,72;;;1,85;1,65;2,1;1,667;2,0;1.727;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Clement A.;Lapentti N.;37,0;46,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,0;1,75;;;1,75;1,75;2,0;1,727;1,833;1.833;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Coria G.;Spadea V.;16,0;33,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,3;3,35;;;1,25;3,0;1,286;3,25;1,364;3.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Davydenko N.;Voinea A.;41,0;90,0;6,0;0,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,48;2,55;;;1,35;2,5;1,364;2,875;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Ferreira W.;Waske A.;26,0;110,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,45;2,65;;;1,35;2,5;1,5;2,5;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Henman T.;Gambill J.M.;27,0;40,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,58;2,3;;;1,65;1,85;1,5;2,5;1,615;2.2;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Kuerten G.;Chela J.I.;14,0;34,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,45;2,65;;;1,4;2,3;1,4;2,75;1,444;2.625;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Lopez F.;Srichaphan P.;58,0;9,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,46;2,6;;;1,4;2,3;1,533;2,375;1,5;2.5;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Nadal R.;Mathieu P.H.;87,0;44,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,53;2,4;;;1,4;2,3;1,5;2,5;1,444;2.625;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Robredo T.;Stepanek R.;22,0;47,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,45;2,65;;;1,4;2,3;1,5;2,5;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Rochus O.;El Aynaoui Y.;65,0;21,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;4,0;1,22;;;3,8;1,15;4,5;1,167;3,5;1.286;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Zabaleta M.;Kucera K.;38,0;50,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;2,8;;;1,35;2,5;1,4;2,75;1,364;3.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Calleri A.;Lee H.T.;31,0;57,0;3,0;6,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,22;4,0;;;1,2;3,3;1,167;4,5;1,167;4.5;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Gaudio G.;Blake J.;29,0;25,0;6,0;7,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;1,3;3,3;;;1,35;2,5;1,286;3,25;1,364;3.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Nieminen J.;Koubek S.;35,0;60,0;6,0;4,0;0,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,45;2,65;;;1,4;2,3;1,4;2,75;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;12/05/03;Masters;Outdoor;Clay;1st Round;3,0;Sanchez D.;Fish M.;53,0;51,0;5,0;7,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;1,65;2,15;;;1,6;1,9;1,667;2,1;1,66;2.1;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Costa A.;Kiefer N.;8,0;75,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,14;5,25;;;1,1;4,5;1,143;5,0;1,143;5.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Dupuis A.;Santoro F.;88,0;54,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,0;1,75;;;1,9;1,6;1,833;1,833;1,909;1.8;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Federer R.;Mirnyi M.;5,0;28,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,3;3,0;;;1,35;2,5;1,286;3,25;1,333;3.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Grosjean S.;Volandri F.;15,0;79,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,68;2,1;;;1,55;2,0;1,615;2,2;1,615;2.2;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Mantilla F.;Martin A.;20,0;62,0;6,0;0,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,45;2,65;;;1,4;2,3;1,364;2,875;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Nalbandian D.;Lisnard J.R.;13,0;103,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,28;3,5;;;1,2;3,3;1,25;3,5;1,28;3.5;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Philippoussis M.;Sluiter R.;67,0;64,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,3;3,3;;;1,25;3,0;1,333;3,0;1,333;3.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Roddick A.;Ljubicic I.;6,0;45,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,72;2,05;;;1,65;1,85;1,667;2,1;1,727;2.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Schuettler P.;Ferrer D.;11,0;61,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,4;2,8;;;1,4;2,3;1,5;2,5;1,444;2.625;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Youzhny M.;Novak J.;32,0;10,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,8;1,4;;;2,3;1,4;2,75;1,4;2,75;1.4;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Beck K.;Arthurs W.;76,0;55,0;6,0;4,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;2,1;1,67;;;1,75;1,75;2,2;1,615;2,0;1.727;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Gonzalez F.;Mutis O.;23,0;81,0;6,0;2,0;2,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,4;2,8;;;1,3;2,7;2,5;1,5;1,444;2.625;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Hewitt L.;Hantschk M.;1,0;210,0;6,0;1,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,07;7,25;;;1,1;4,5;1,05;8,0;1,063;8.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Malisse X.;Corretja A.;30,0;17,0;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;2,9;1,38;;;2,5;1,35;2,875;1,364;2,75;1.4;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Moya C.;Draper S.;4,0;113,0;6,0;3,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,04;9,0;;;1,05;5,0;1,071;7,0;1,083;7.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/03;Masters;Outdoor;Clay;1st Round;3,0;Sargsian S.;Hrbaty D.;72,0;59,0;6,0;7,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;2,2;1,63;;;1,85;1,65;2,1;1,667;2,1;1.667;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Coria G.;Nieminen J.;16,0;35,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,32;3,2;;;1,3;2,7;1,333;3,0;1,364;3.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Federer R.;Sargsian S.;5,0;72,0;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,16;4,8;;;1,1;4,5;1,143;5,0;1,143;5.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Ferreira W.;Lopez F.;26,0;58,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,85;1,9;;;1,55;2,0;1,833;1,833;1,727;2.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Gonzalez F.;Mantilla F.;23,0;20,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,35;1,55;;;2,2;1,45;2,5;1,5;2,25;1.571;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Kuerten G.;Davydenko N.;14,0;41,0;7,0;5,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,26;3,6;;;1,3;2,7;1,25;3,5;1,333;3.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Nadal R.;Moya C.;87,0;4,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,6;1,26;;;3,0;1,25;4,0;1,2;3,5;1.286;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Philippoussis M.;Malisse X.;67,0;30,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,68;2,1;;;1,65;1,85;1,727;2,0;1,727;2.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Calleri A.;Roddick A.;31,0;6,0;3,0;6,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;1,95;1,8;;;1,9;1,6;1,9;1,8;1,909;1.8;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Gaudio G.;Sanchez D.;29,0;53,0;6,0;7,0;6,0;3,0;6,0;1,0;;;;;2,0;1,0;Completed;1,2;4,2;;;1,2;3,3;1,364;2,875;1,25;3.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Henman T.;Grosjean S.;27,0;15,0;6,0;0,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;3,25;1,31;;;2,7;1,3;3,0;1,333;3,0;1.364;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Hewitt L.;Clement A.;1,0;37,0;6,0;7,0;6,0;4,0;7,0;6,0;;;;;2,0;1,0;Completed;1,2;4,25;;;1,2;3,3;1,143;5,0;1,222;4.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Nalbandian D.;Dupuis A.;13,0;88,0;5,0;7,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;1,35;3,05;;;1,25;3,0;1,333;3,0;1,286;3.5;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Rochus O.;Costa A.;65,0;8,0;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;3,7;1,25;;;3,0;1,25;4,0;1,2;3,75;1.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Schuettler P.;Burgsmuller L.;11,0;98,0;6,0;4,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,2;4,25;;;1,15;3,8;1,222;3,75;1,222;4.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Youzhny M.;Beck K.;32,0;76,0;6,0;7,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;1,33;3,15;;;1,25;3,0;1,364;2,875;1,333;3.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;14/05/03;Masters;Outdoor;Clay;2nd Round;3,0;Zabaleta M.;Robredo T.;38,0;22,0;3,0;6,0;6,0;3,0;6,0;1,0;;;;;2,0;1,0;Completed;2,55;1,48;;;2,2;1,45;2,5;1,5;2,375;1.533;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Calleri A.;Zabaleta M.;31,0;38,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,6;2,25;;;1,6;1,9;1,615;2,2;1,571;2.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Coria G.;Youzhny M.;16,0;32,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;1,25;3,0;;;1,286;3.5;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Ferreira W.;Kuerten G.;26,0;14,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;4,35;1,2;;;3,8;1,15;4,5;1,167;4,0;1.222;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Gaudio G.;Nadal R.;29,0;87,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;1,35;2,5;1,364;2,875;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Nalbandian D.;Schuettler P.;13,0;11,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,75;2,0;;;1,6;1,9;1,667;2,1;1,727;2.0;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Rochus O.;Henman T.;65,0;27,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,25;1,6;;;2,0;1,55;2,25;1,571;2,375;1.533;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Gonzalez F.;Hewitt L.;23,0;1,0;6,0;1,0;3,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;2,4;1,52;;;2,3;1,4;2,5;1,5;2,625;1.444;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;15/05/03;Masters;Outdoor;Clay;3rd Round;3,0;Philippoussis M.;Federer R.;67,0;5,0;6,0;3,0;2,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;3,45;1,28;;;3,0;1,25;3,75;1,222;3,75;1.25;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;16/05/03;Masters;Outdoor;Clay;Quarterfinals;3,0;Calleri A.;Ferreira W.;31,0;26,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,42;2,75;;;1,4;2,3;1,444;2,625;1,4;2.75;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;16/05/03;Masters;Outdoor;Clay;Quarterfinals;3,0;Coria G.;Philippoussis M.;16,0;67,0;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,42;2,75;;;1,45;2,2;1,444;2,625;1,444;2.625;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;16/05/03;Masters;Outdoor;Clay;Quarterfinals;3,0;Gaudio G.;Rochus O.;29,0;65,0;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,2;4,3;;;1,15;3,8;1,167;4,5;1,2;4.333;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;16/05/03;Masters;Outdoor;Clay;Quarterfinals;3,0;Nalbandian D.;Gonzalez F.;13,0;23,0;5,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;2,0;1,75;;;1,7;1,8;1,909;1,8;1,8;1.909;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;17/05/03;Masters;Outdoor;Clay;Semifinals;3,0;Calleri A.;Nalbandian D.;31,0;13,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,85;1,92;;;1,65;1,85;1,833;1,833;1,833;1.833;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;17/05/03;Masters;Outdoor;Clay;Semifinals;3,0;Coria G.;Gaudio G.;16,0;29,0;6,0;3,0;6,0;7,0;6,0;0,0;;;;;2,0;1,0;Completed;2,0;1,78;;;1,75;1,75;1,833;1,833;1,833;1.833;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;18/05/03;Masters;Outdoor;Clay;The Final;5,0;Coria G.;Calleri A.;16,0;31,0;6,0;3,0;6,0;4,0;6,0;4,0;;;;;3,0;0,0;Completed;1,75;2,05;;;1,5;2,1;1,667;2,1;1,667;2.1;;;;;;;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Labadze I.;Chela J.I.;49,0;24,0;6,0;0,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,85;1,4;;;2,5;1,35;;;3,0;1.364;;;2,71;1,43;2,87;1,465;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Mayer F.;Novak J.;90,0;15,0;7,0;6,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,3;1,6;;;2,0;1,55;;;2,375;1.533;;;2,3;1,6;2,63;1,546;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Lapentti N.;Volandri F.;67,0;58,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;3,0;1,36;;;2,3;1,4;;;3,0;1.364;;;2,92;1,37;3,0;1,435;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Sargsian S.;Davydenko N.;46,0;47,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;4,3;1,2;;;3,3;1,2;;;3,75;1.25;;;3,75;1,25;4,65;1,233;;;;;;;;
