ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
29,Madrid,Mutua Madrid Open,01/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Monaco J.,52,98,900,575,7,5,7,6,,,,,,,2,0,Completed,1.57,2.25,1.6,2.2,1.67,2.2,1.67,2.36,1.73,2.36,1.64,2.24
29,Madrid,Mutua Madrid Open,01/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Johnson S.,29,32,1330,1225,3,6,6,3,7,6,,,,,2,1,Completed,1.3,3.4,1.3,3,1.36,3.25,1.35,3.52,1.36,3.52,1.33,3.28
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Mayer L.,23,42,1585,1000,7,6,4,6,6,4,,,,,2,1,Completed,1.66,2.1,1.68,2.05,1.73,2.1,1.81,2.11,1.81,2.11,1.75,2.05
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Baghdatis M.,18,38,1900,1057,6,3,3,6,6,4,,,,,2,1,Completed,1.28,3.5,1.28,3.25,1.25,4,1.29,3.97,1.3,4,1.28,3.65
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Raonic M.,Bellucci T.,10,36,2740,1140,7,6,6,1,,,,,,,2,0,Completed,1.18,4.5,1.16,4.4,1.2,4.5,1.2,5.31,1.21,5.31,1.18,4.65
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Kuznetsov An.,Troicki V.,39,24,1015,1580,6,4,6,4,,,,,,,2,0,Completed,1.66,2.1,1.48,2.45,1.53,2.5,1.8,2.13,1.8,2.6,1.63,2.28
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Istomin D.,Gabashvili T.,79,57,711,866,6,1,6,4,,,,,,,2,0,Completed,1.72,2,1.75,1.95,1.8,2,1.83,2.09,1.85,2.1,1.79,2
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Carballes Baena R.,12,116,2635,514,6,1,7,6,,,,,,,2,0,Completed,1.16,5,1.18,4.25,1.17,5,1.17,5.87,1.2,5.87,1.16,5.06
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,Mahut N.,35,49,1181,937,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.38,2.8,1.4,3,1.4,3.22,1.4,3.25,1.37,3.02
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Goffin D.,58,13,860,2605,7,6,2,6,7,6,,,,,2,1,Completed,3.25,1.33,3,1.33,3.25,1.36,3.2,1.4,3.55,1.43,3.13,1.35
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Pospisil V.,148,47,373,975,6,1,6,7,6,4,,,,,2,1,Completed,1.53,2.37,1.52,2.35,1.53,2.5,1.5,2.8,1.53,2.8,1.49,2.58
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Querrey S.,Herbert P.H.,37,84,1090,660,6,7,7,6,6,4,,,,,2,1,Completed,2.1,1.66,2.15,1.62,2.2,1.67,2.12,1.81,2.21,1.81,2.12,1.7
29,Madrid,Mutua Madrid Open,02/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Ferrer D.,Garcia-Lopez G.,9,51,3010,910,3,6,6,1,6,2,,,,,2,1,Completed,1.25,3.75,1.25,3.5,1.29,3.5,1.28,4.14,1.29,4.21,1.25,3.84
29,Madrid,Mutua Madrid Open,03/05/16,Masters 1000,Outdoor,Clay,1st Round,3,Sock J.,Paire B.,26,20,1425,1766,2,6,6,2,7,6,,,,,2,1,Completed,1.8,1.9,1.82,1.82,1.91,1.91,1.93,1.97,2,1.97,1.9,1.87
