ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Borges N.,73,56,785,916,7,5,6,4,,,,,,,2,0,Completed,1.67,2.2,1.71,2.24,1.75,2.28,1.68,2.17
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Navone M.,Popyrin A.,41,46,1141,1057,7,5,6,2,,,,,,,2,0,Completed,2.1,1.73,2.2,1.74,2.2,1.75,2.11,1.72
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Daniel T.,Vukic A.,85,62,717,857,6,2,6,7,6,1,,,,,2,1,Completed,1.91,1.91,1.97,1.92,2.03,2,1.89,1.9
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Safiullin R.,63,42,849,1139,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.85,2.05,1.85,2.1,1.8,2
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Altmaier D.,Landaluce M.,61,322,871,160,6,1,7,5,,,,,,,2,0,Completed,1.33,3.4,1.36,3.41,1.36,3.5,1.33,3.28
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Shevchenko A.,Rinderknech A.,59,77,879,744,6,4,5,7,6,3,,,,,2,1,Completed,2,1.8,2.04,1.85,2.04,1.86,1.98,1.81
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Van Assche L.,Bergs Z.,99,103,630,597,6,4,6,7,6,1,,,,,2,1,Completed,1.67,2.2,1.71,2.25,1.79,2.25,1.68,2.17
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Darderi L.,Monfils G.,60,40,875,1142,6,4,6,2,,,,,,,2,0,Completed,2.3,1.62,2.24,1.72,2.38,1.72,2.21,1.66
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Marozsan F.,Karatsev A.,37,48,1164,1041,7,6,7,6,,,,,,,2,0,Completed,1.14,5.5,1.22,4.84,1.25,5.5,1.2,4.54
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Hassan B.,34,159,1244,395,6,7,7,5,6,3,,,,,2,1,Completed,1.3,3.5,1.32,3.66,1.35,3.66,1.3,3.46
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Draper J.,Kokkinakis T.,43,93,1106,650,6,3,3,6,7,5,,,,,2,1,Completed,1.53,2.5,1.56,2.59,1.58,2.64,1.53,2.49
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Bagnis F.,Nakashima B.,136,81,460,725,6,3,7,6,,,,,,,2,0,Completed,3,1.4,2.87,1.47,3,1.48,2.77,1.44
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Eubanks C.,115,44,545,1087,6,3,6,3,,,,,,,2,0,Completed,1.33,3.4,1.34,3.56,1.37,3.56,1.32,3.33
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Klein L.,Llamas Ruiz P.,120,146,524,434,6,1,4,6,7,6,,,,,2,1,Completed,1.91,1.91,1.93,1.96,1.96,1.96,1.89,1.9
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Shang J.,Moutet C.,111,88,560,695,6,7,6,2,7,6,,,,,2,1,Completed,2.38,1.57,2.42,1.63,2.55,1.63,2.39,1.57
28,Madrid,Mutua Madrid Open,24/04/2024,Masters 1000,Outdoor,Clay,1st Round,3,Shapovalov D.,Diaz Acosta F.,132,47,465,1048,6,4,3,6,6,3,,,,,2,1,Completed,2.38,1.57,2.35,1.65,2.4,1.65,2.29,1.61
