ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Nishikori K.,Munar J.,76,58,793,992,6,2,5,7,7,6,,,,,2,1,Completed,1.8,2,1.79,2.13,1.83,2.13,1.79,2.01
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Boyer T.,Vukic A.,117,64,501,868,4,6,6,2,7,6,,,,,2,1,Completed,2,1.8,2.07,1.83,2.09,1.83,2.02,1.8
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Muller A.,91,44,657,1270,4,6,7,5,7,6,,,,,2,1,Completed,2.2,1.67,2.41,1.63,2.41,1.68,2.29,1.62
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,O Connell C.,Carballes Baena R.,75,52,805,1071,6,3,0,6,6,1,,,,,2,1,Completed,1.67,2.2,1.82,2.08,1.82,2.2,1.76,2.06
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,Kecmanovic M.,43,49,1270,1146,6,7,6,4,6,3,,,,,2,1,Completed,2.1,1.73,2.07,1.83,2.12,1.83,2.05,1.77
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Bu Y.,Basavareddy N.,71,101,833,587,7,5,6,4,,,,,,,2,0,Completed,2.75,1.44,2.73,1.51,2.75,1.54,2.6,1.5
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Marozsan F.,Martinez P.,54,41,1035,1295,6,3,6,2,,,,,,,2,0,Completed,1.41,2.75,1.53,2.65,1.53,2.75,1.48,2.64
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Smith C.,Cobolli F.,261,40,209,1295,3,6,6,2,6,2,,,,,2,1,Completed,2.2,1.63,2.21,1.74,2.25,1.74,2.18,1.7
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Bautista Agut R.,84,50,712,1089,6,4,1,6,7,6,,,,,2,1,Completed,2.37,1.54,2.23,1.72,2.4,1.72,2.27,1.64
17,Indian Wells,BNP Paribas Open,05/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Opelka R.,69,114,848,516,7,5,6,4,,,,,,,2,0,Completed,2,1.8,2.03,1.86,2.04,1.87,1.98,1.83
