ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Smyczek T.,Becker B.,82,40,613,1078,6,3,7,6,,,,,,,2,0,Completed,1.72,2,1.8,2,1.83,1.83,1.81,2.11,1.95,2.11,1.82,1.95
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Pospisil V.,Kukushkin M.,62,54,785,887,6,4,4,2,,,,,,,1,0,Retired,1.72,2,1.8,2,1.8,1.91,1.84,2.09,1.85,2.1,1.8,1.96
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Monaco J.,Gabashvili T.,48,78,920,640,6,2,3,6,6,3,,,,,2,1,Completed,1.4,2.75,1.42,2.8,1.44,2.62,1.54,2.66,1.54,2.9,1.43,2.72
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,Sousa J.,96,52,560,902,6,3,7,5,,,,,,,2,0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.59,2.52,1.71,2.55,1.58,2.33
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,Lajovic D.,83,71,611,685,6,4,6,3,,,,,,,2,0,Completed,2.62,1.44,2.45,1.52,2.5,1.5,2.35,1.67,2.62,1.69,2.4,1.55
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Nieminen J.,De Bakker T.,70,125,693,446,7,6,6,4,,,,,,,2,0,Completed,1.8,1.9,1.8,1.95,1.8,1.91,1.87,2.05,1.92,2.05,1.83,1.93
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Harrison R.,Fish M.,110,N/A,499,N/A,6,4,4,6,7,6,,,,,2,1,Completed,1.18,4.5,1.22,4,1.22,4,1.27,4.18,1.3,4.6,1.22,4.14
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Troicki V.,68,39,730,1097,6,4,6,4,,,,,,,2,0,Completed,4.33,1.2,4,1.22,4,1.22,4.3,1.26,4.5,1.3,4.02,1.23
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,Thiem D.,106,46,533,932,7,6,6,1,,,,,,,2,0,Completed,2.75,1.4,2.8,1.42,2.75,1.4,3.28,1.39,3.28,1.47,2.84,1.41
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Zverev M.,38,1067,1113,9,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.4,1.3,3.4,1.33,3.64,1.35,3.75,1.3,3.42
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Novikov D.,86,256,594,198,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.42,2.8,1.36,3,1.42,3.11,1.44,3.11,1.39,2.91
19,Indian Wells,BNP Paribas Open,12/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Matosevic M.,145,74,375,667,5,7,6,4,6,3,,,,,2,1,Completed,2.37,1.53,2.35,1.58,2.2,1.62,2.25,1.73,2.5,1.73,2.28,1.61
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Gimeno-Traver D.,Groth S.,94,69,565,717,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44,2.45,1.52,2.62,1.44,2.53,1.59,2.63,1.61,2.48,1.52
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Struff J.L.,124,73,448,669,7,6,6,3,,,,,,,2,0,Completed,1.72,2,1.85,1.9,1.8,1.91,1.84,2.08,1.93,2.08,1.82,1.95
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Haider-Maurer A.,60,56,796,863,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.44,2.62,1.43,3.05,1.5,3.05,1.44,2.72
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Baghdatis M.,Vesely J.,61,45,788,958,6,3,1,1,,,,,,,1,0,Retired,1.44,2.62,1.55,2.4,1.53,2.38,1.61,2.49,1.61,2.68,1.54,2.42
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Dolgopolov O.,Dancevic F.,41,166,1075,306,6,2,7,5,,,,,,,2,0,Completed,1.14,5.5,1.17,4.75,1.17,4.5,1.17,5.98,1.2,5.98,1.16,5
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Berrer M.,Estrella Burgos V.,161,57,317,855,6,3,5,7,6,4,,,,,2,1,Completed,1.83,1.83,1.82,1.9,1.83,1.83,1.76,2.2,2.1,2.2,1.85,1.91
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Young D.,Carreno-Busta P.,47,55,929,866,6,3,6,4,,,,,,,2,0,Completed,1.36,3,1.4,2.9,1.36,3,1.41,3.17,1.41,3.2,1.37,2.98
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Klizan M.,Andujar P.,42,66,1060,760,7,6,6,3,,,,,,,2,0,Completed,1.53,2.37,1.62,2.25,1.53,2.38,1.63,2.44,1.67,2.44,1.59,2.31
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Stakhovsky S.,Querrey S.,50,43,919,1055,2,6,6,4,6,2,,,,,2,1,Completed,2.2,1.61,2.1,1.68,2.1,1.67,2.41,1.64,2.41,1.79,2.21,1.63
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Sijsling I.,Krajinovic F.,134,103,411,551,6,4,3,6,6,2,,,,,2,1,Completed,2,1.72,2,1.75,2,1.73,2.12,1.81,2.63,1.87,2.01,1.77
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,Granollers M.,44,53,971,895,6,2,6,3,,,,,,,2,0,Completed,1.3,3.4,1.33,3.2,1.36,3,1.33,3.64,1.37,3.64,1.33,3.23
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Bolelli S.,Bellucci T.,49,85,919,601,6,2,6,7,6,4,,,,,2,1,Completed,1.4,2.75,1.42,2.8,1.36,3,1.44,3.02,1.46,3.02,1.41,2.79
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Sock J.,Lu Y.H.,58,59,851,820,6,7,6,2,7,5,,,,,2,1,Completed,2.75,1.4,2.7,1.45,2.62,1.44,2.88,1.48,2.88,1.5,2.69,1.45
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Haase R.,Bolt A.,104,164,545,308,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.52,2.45,1.5,2.5,1.69,2.31,1.69,2.62,1.58,2.34
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Jaziri M.,Ito T.,88,87,590,593,7,5,6,1,,,,,,,2,0,Completed,1.72,2,1.8,2,1.67,2.1,1.91,2,1.91,2.1,1.8,1.98
19,Indian Wells,BNP Paribas Open,13/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Janowicz J.,63,51,780,905,6,4,3,6,7,6,,,,,2,1,Completed,3.75,1.25,3.75,1.25,4,1.22,3.64,1.33,4,1.33,3.56,1.28
19,Indian Wells,BNP Paribas Open,14/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Krajicek A.,65,141,770,389,7,6,6,4,,,,,,,2,0,Completed,1.36,3,1.42,2.8,1.33,3.25,1.41,3.18,1.44,3.25,1.38,2.95
19,Indian Wells,BNP Paribas Open,14/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Hanescu V.,Youzhny M.,146,64,375,770,6,3,6,4,,,,,,,2,0,Completed,2.37,1.53,2.4,1.55,2.5,1.5,2.5,1.6,2.5,1.65,2.37,1.56
19,Indian Wells,BNP Paribas Open,14/03/15,Masters 1000,Outdoor,Hard,1st Round,3,Golubev A.,Brown D.,92,102,576,553,6,7,6,3,7,6,,,,,2,1,Completed,2.1,1.66,2.05,1.72,2.1,1.67,2.04,1.87,2.1,1.87,2.04,1.74
