ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Rochus O.,46,49,980,957,4,6,6,3,6,4,,,,,2,1,Completed,1.5,2.5,1.6,2.25,1.57,2.25,1.58,2.56,1.62,2.2,1.62,2.58,1.56,2.36
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Kubot L.,Karlovic I.,52,42,871,1017,6,4,6,2,,,,,,,2,0,Completed,2.5,1.5,2.35,1.55,2.38,1.53,2.75,1.51,2.38,1.53,2.75,1.61,2.41,1.54
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Bachinger M.,34,94,1185,598,6,4,6,2,,,,,,,2,0,Completed,1.18,4.5,1.22,4,1.2,4.33,1.24,4.65,1.25,3.5,1.25,4.73,1.21,4.27
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Ginepri R.,Lorenzi P.,211,97,236,575,1,6,6,3,6,4,,,,,2,1,Completed,1.36,3,1.35,3.05,1.4,2.75,1.47,2.92,1.4,2.75,1.47,3.1,1.4,2.86
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Giraldo S.,Sock J.,58,334,805,131,5,7,6,0,6,1,,,,,2,1,Completed,1.2,4.33,1.25,3.7,1.2,4.33,1.25,4.51,1.22,3.75,1.29,4.51,1.24,3.91
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Ebden M.,Kunitsyn I.,91,81,607,657,6,1,4,6,6,4,,,,,2,1,Completed,1.5,2.5,1.55,2.3,1.62,2.2,1.52,2.73,1.53,2.38,1.62,2.73,1.54,2.42
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Stakhovsky S.,Bogomolov A.,76,37,690,1088,7,6,4,6,7,6,,,,,2,1,Completed,1.8,1.9,1.9,1.85,2,1.73,1.91,2.01,1.91,1.8,2,2.05,1.85,1.91
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Ramos A.,Levine J.,57,134,807,427,6,7,7,6,6,2,,,,,2,1,Completed,2,1.72,2.05,1.7,2.2,1.62,2.05,1.87,2.1,1.67,2.2,1.87,2.06,1.73
19,Indian Wells,BNP Paribas Open,08/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Andujar P.,Haase R.,45,55,1000,826,6,2,3,6,7,6,,,,,2,1,Completed,3.25,1.33,3.3,1.3,3.25,1.33,3.6,1.34,3.2,1.3,3.6,1.36,3.31,1.32
19,Indian Wells,BNP Paribas Open,09/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Sela D.,Delic A.,63,178,755,285,2,6,6,0,6,2,,,,,2,1,Completed,1.4,2.75,1.4,2.8,,,1.43,3.07,1.44,2.63,1.47,3.07,1.42,2.78
19,Indian Wells,BNP Paribas Open,09/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Smyczek T.,85,252,620,187,7,6,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.57,2.59,1.5,2.63,1.57,2.72,1.53,2.45
19,Indian Wells,BNP Paribas Open,09/03/12,Masters 1000,Outdoor,Hard,1st Round,3,Gil F.,Williams R.,86,427,617,85,6,3,6,7,6,4,,,,,2,1,Completed,1.5,2.5,1.45,2.6,1.44,2.62,1.54,2.66,1.44,2.63,1.56,2.8,1.47,2.62
