ATP;Location;Tournament;Date;Series;Court;Surface;Surface_WinRate_Favorite;Surface_WinRate_Not_Favorite;Surface_Matches_Favorite;Surface_Matches_Not_Favorite;Round;Round_Code;Best of;Player_Favorite;Player_Not_Favorite;WinStreak_Favorite;WinStreak_Not_Favorite;Win_Streak_Diff;Rank_Favorite;Rank_Not_Favorite;Rank_Diff_Signed;Rank_Diff_Abs;Favorite_Wins;GrandSlams_Favorite;GrandSlams_Not_Favorite;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,6666666666666666;0,5555555555555556;3;9;2nd Round;2;5;raonic m.;querrey s.;1;1;0;22,0;64,0;-42,0;42,0;0;0;0;querrey s.;raonic m.;64,0;22,0;6,0;7,0;7,0;6,0;7,0;6,0;6,0;4,0;;;3,0;1,0;Completed;;;;;;;;;4,5;1,18;;;4,4;1,2;4,7;1,23;705,0;1540,0;;;4,0;1,25;4,0;1,22;4,7;1,26;4,13;1,22
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,3333333333333333;0,6363636363636364;6;11;3rd Round;3;5;monaco j.;troicki v.;2;2;0;14,0;34,0;-20,0;20,0;0;0;0;troicki v.;monaco j.;34,0;14,0;7,0;5,0;7,0;5,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;2,87;1,4;;;2,7;1,45;2,92;1,48;1190,0;2115,0;;;2,62;1,44;2,75;1,44;3,0;1,5;2,77;1,43
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,8285714285714286;0,6538461538461539;35;26;3rd Round;3;5;djokovic n.;stepanek r.;2;2;0;1,0;27,0;-26,0;26,0;1;5;0;djokovic n.;stepanek r.;1,0;27,0;4,0;6,0;6,0;2,0;6,0;2,0;6,0;2,0;;;3,0;1,0;Completed;;;;;;;;;1,01;23,0;;;1,02;15,0;1,02;27,0;12280,0;1340,0;;;1,02;13,0;1,02;15,0;1,04;29,0;1,02;16,46
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,64;0,6551724137931034;25;29;3rd Round;3;5;verdasco f.;malisse x.;2;2;0;16,0;75,0;-59,0;59,0;0;0;0;malisse x.;verdasco f.;75,0;16,0;1,0;6,0;7,0;6,0;6,0;1,0;4,0;6,0;6,0;3,0;3,0;2,0;Completed;;;;;;;;;1,61;2,25;;;1,7;2,12;1,77;2,2;651,0;1765,0;;;1,73;2,1;1,73;2,1;1,77;2,3;1,69;2,15
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,625;0,4166666666666667;8;12;3rd Round;3;5;istomin d.;falla a.;2;2;0;39,0;73,0;-34,0;34,0;1;0;0;istomin d.;falla a.;39,0;73,0;6,0;3,0;6,0;4,0;3,0;6,0;7,0;6,0;;;3,0;1,0;Completed;;;;;;;;;1,4;2,87;;;1,45;2,7;1,45;3,02;1032,0;664,0;;;1,44;2,62;1,44;2,75;1,5;3,02;1,44;2,74
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,6842105263157895;1,0;19;2;3rd Round;3;5;mayer f.;janowicz j.;2;2;0;29,0;136,0;-107,0;107,0;1;0;0;mayer f.;janowicz j.;29,0;136,0;7,0;6,0;3,0;6,0;2,0;6,0;6,0;3,0;7,0;5,0;3,0;2,0;Completed;;;;;;;;;1,44;2,75;;;1,45;2,7;1,46;3,0;1230,0;397,0;;;1,44;2,62;1,44;2,75;1,46;3,01;1,43;2,78
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,9117647058823529;0,5;68;16;3rd Round;3;5;federer r.;benneteau j.;2;2;0;3,0;32,0;-29,0;29,0;1;16;0;federer r.;benneteau j.;3,0;32,0;4,0;6,0;6,0;7,0;6,0;2,0;7,0;6,0;6,0;1,0;3,0;2,0;Completed;;;;;;;;;1,01;26,0;;;1,01;20,0;1,02;25,5;9435,0;1210,0;;;1,02;13,0;1,02;15,0;1,03;29,98;1,01;18,56
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,5789473684210527;0,6857142857142857;19;35;3rd Round;3;5;tipsarevic j.;youzhny m.;2;2;0;8,0;33,0;-25,0;25,0;0;0;0;youzhny m.;tipsarevic j.;33,0;8,0;6,0;3,0;6,0;4,0;3,0;6,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;2,62;1,5;;;2,4;1,55;2,59;1,58;1210,0;3200,0;;;2,5;1,53;2,63;1,5;2,75;1,59;2,51;1,52
37;London;Wimbledon;2012-06-29;Grand Slam;Outdoor;Grass;0,5;0,7272727272727273;14;22;3rd Round;3;5;almagro n.;gasquet r.;2;2;0;11,0;19,0;-8,0;8,0;0;0;0;gasquet r.;almagro n.;19,0;11,0;6,0;3,0;6,0;4,0;6,0;4,0;;;;;3,0;0,0;Completed;;;;;;;;;1,44;2,75;;;1,45;2,7;1,45;3,0;1600,0;2605,0;;;1,44;2,75;1,4;2,88;1,48;3,01;1,44;2,74
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,6666666666666666;1,0;3;2;3rd Round;3;5;paire b.;baker b.;2;2;0;55,0;126,0;-71,0;71,0;0;0;0;baker b.;paire b.;126,0;55,0;6,0;4,0;4,0;6,0;6,0;1,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;1,53;2,5;;;1,55;2,4;1,56;2,62;438,0;800,0;;;1,57;2,38;1,53;2,5;1,62;2,62;1,55;2,43
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,5333333333333333;1,0;15;2;3rd Round;3;5;kohlschreiber p.;rosol l.;2;2;0;30,0;100,0;-70,0;70,0;1;0;0;kohlschreiber p.;rosol l.;30,0;100,0;6,0;2,0;6,0;3,0;7,0;6,0;;;;;3,0;0,0;Completed;;;;;;;;;1,4;2,87;;;1,4;2,9;1,43;3,12;1220,0;553,0;;;1,4;3,0;1,44;2,75;1,53;3,12;1,41;2,87
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,6666666666666666;0,4;12;5;3rd Round;3;5;del potro j.m.;nishikori k.;2;2;0;9,0;20,0;-11,0;11,0;1;1;0;del potro j.m.;nishikori k.;9,0;20,0;6,0;3,0;7,0;6,0;6,0;1,0;;;;;3,0;0,0;Completed;;;;;;;;;1,28;3,75;;;1,3;3,45;1,29;4,08;3180,0;1600,0;;;1,3;3,5;1,29;3,5;1,33;4,2;1,29;3,59
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,5833333333333334;0,6;12;10;3rd Round;3;5;cilic m.;querrey s.;2;2;0;18,0;64,0;-46,0;46,0;1;0;0;cilic m.;querrey s.;18,0;64,0;7,0;6,0;6,0;4,0;6,0;7,0;6,0;7,0;17,0;15,0;3,0;2,0;Completed;;;;;;;;;1,36;3,25;;;1,4;2,9;1,36;3,49;1655,0;705,0;;;1,4;2,75;1,4;2,88;1,42;3,49;1,37;3,04
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,6666666666666666;0,7884615384615384;27;52;3rd Round;3;5;ferrer d.;roddick a.;2;2;0;5,0;25,0;-20,0;20,0;1;0;1;ferrer d.;roddick a.;5,0;25,0;2,0;6,0;7,0;6,0;6,0;4,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;1,4;2,87;;;1,44;2,63;1,46;2,98;5250,0;1395,0;;;1,4;3,0;1,4;2,88;1,5;3,1;1,42;2,83
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,8;0,5;20;6;3rd Round;3;5;tsonga j.w.;lacko l.;2;2;0;6,0;60,0;-54,0;54,0;1;0;0;tsonga j.w.;lacko l.;6,0;60,0;6,0;4,0;6,0;3,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,06;10,0;;;1,07;8,0;1,09;9,6;5230,0;763,0;;;1,07;8,0;1,08;7,5;1,09;10,5;1,07;8,31
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,8125;0,7272727272727273;32;22;3rd Round;3;3;murray a.;baghdatis m.;2;2;0;4,0;42,0;-38,0;38,0;1;0;0;murray a.;baghdatis m.;4,0;42,0;7,0;5,0;3,0;6,0;7,0;5,0;6,0;1,0;;;3,0;1,0;Completed;;;;;;;;;1,08;8,0;;;1,1;6,5;1,11;8,53;6980,0;945,0;;;1,1;7,0;1,1;7,0;1,12;8,53;1,1;7,04
37;London;Wimbledon;2012-06-30;Grand Slam;Outdoor;Grass;0,6086956521739131;1,0;23;2;3rd Round;3;5;fish m.;goffin d.;2;2;0;12,0;70,0;-58,0;58,0;1;0;0;fish m.;goffin d.;12,0;70,0;6,0;3,0;7,0;6,0;7,0;6,0;;;;;3,0;0,0;Completed;;;;;;;;;2,25;1,61;;;2,12;1,7;2,27;1,72;2535,0;688,0;;;2,2;1,67;2,2;1,67;2,35;1,77;2,16;1,68
37;London;Wimbledon;2012-07-02;Grand Slam;Outdoor;Grass;0,9130434782608695;0,6666666666666666;69;30;4th Round;4;5;federer r.;malisse x.;3;3;0;3,0;75,0;-72,0;72,0;1;16;0;federer r.;malisse x.;3,0;75,0;7,0;6,0;6,0;1,0;4,0;6,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;1,04;13,0;;;1,07;8,0;1,05;14,8;9435,0;651,0;;;1,04;10,0;1,05;9,0;1,07;14,8;1,05;10,63
37;London;Wimbledon;2012-07-02;Grand Slam;Outdoor;Grass;0,6944444444444444;0,6666666666666666;36;9;4th Round;4;5;youzhny m.;istomin d.;3;3;0;33,0;39,0;-6,0;6,0;1;0;0;youzhny m.;istomin d.;33,0;39,0;6,0;3,0;5,0;7,0;6,0;4,0;6,0;7,0;7,0;5,0;3,0;2,0;Completed;;;;;;;;;1,38;3,0;;;1,4;2,9;1,41;3,2;1210,0;1032,0;;;1,36;3,0;1,36;3,0;1,43;3,3;1,38;2,99
37;London;Wimbledon;2012-07-02;Grand Slam;Outdoor;Grass;0,8333333333333334;0,6666666666666666;36;12;4th Round;4;5;djokovic n.;troicki v.;3;3;0;1,0;34,0;-33,0;33,0;1;5;0;djokovic n.;troicki v.;1,0;34,0;6,0;3,0;6,0;1,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,02;19,0;;;1,03;12,0;1,02;23,0;12280,0;1190,0;;;1,03;11,0;1,02;13,0;1,04;26,0;1,02;15,22
37;London;Wimbledon;2012-07-03;Grand Slam;Outdoor;Grass;0,6785714285714286;0,6923076923076923;28;13;4th Round;4;5;ferrer d.;del potro j.m.;3;3;0;5,0;9,0;-4,0;4,0;1;0;1;ferrer d.;del potro j.m.;5,0;9,0;6,0;3,0;6,0;2,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;2,2;1,66;;;2,14;1,69;2,36;1,68;5250,0;3180,0;;;2,2;1,67;2,25;1,62;2,36;1,72;2,19;1,67
37;London;Wimbledon;2012-07-03;Grand Slam;Outdoor;Grass;0,8181818181818182;0,6153846153846154;33;13;4th Round;4;5;murray a.;cilic m.;3;3;0;4,0;18,0;-14,0;14,0;1;0;0;murray a.;cilic m.;4,0;18,0;7,0;5,0;6,0;2,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,16;5,0;;;1,2;4,4;1,23;4,8;6980,0;1655,0;;;1,22;4,33;1,2;4,5;1,25;5,0;1,2;4,46
37;London;Wimbledon;2012-07-03;Grand Slam;Outdoor;Grass;0,8095238095238095;0,625;21;24;4th Round;4;5;tsonga j.w.;fish m.;3;3;0;6,0;12,0;-6,0;6,0;1;0;0;tsonga j.w.;fish m.;6,0;12,0;4,0;6,0;7,0;6,0;6,0;4,0;6,0;4,0;;;3,0;1,0;Completed;;;;;;;;;1,16;5,0;;;1,2;4,4;1,21;5,14;5230,0;2535,0;;;1,22;4,33;1,22;4,0;1,25;5,14;1,2;4,48
37;London;Wimbledon;2012-07-03;Grand Slam;Outdoor;Grass;0,7391304347826086;0,7;23;20;4th Round;4;5;gasquet r.;mayer f.;3;3;0;19,0;29,0;-10,0;10,0;0;0;0;mayer f.;gasquet r.;29,0;19,0;6,0;3,0;6,0;1,0;3,0;6,0;6,0;2,0;;;3,0;1,0;Completed;;;;;;;;;4,5;1,2;;;4,4;1,2;5,14;1,21;1230,0;1600,0;;;4,0;1,25;4,5;1,2;5,14;1,25;4,37;1,21
37;London;Wimbledon;2012-07-03;Grand Slam;Outdoor;Grass;0,5625;1,0;16;3;4th Round;4;5;kohlschreiber p.;baker b.;3;3;0;30,0;126,0;-96,0;96,0;1;0;0;kohlschreiber p.;baker b.;30,0;126,0;6,0;1,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,5;2,62;;;1,53;2,45;1,57;2,61;1220,0;438,0;;;1,5;2,62;1,53;2,5;1,57;2,65;1,51;2,54
37;London;Wimbledon;2012-07-04;Grand Slam;Outdoor;Grass;0,8235294117647058;0,6896551724137931;34;29;Quarterfinals;5;5;murray a.;ferrer d.;4;4;0;4,0;5,0;-1,0;1,0;1;0;0;murray a.;ferrer d.;4,0;5,0;6,0;7,0;7,0;6,0;6,0;4,0;7,0;6,0;;;3,0;1,0;Completed;;;;;;;;;1,44;2,75;;;1,45;2,7;1,54;2,7;6980,0;5250,0;;;1,44;2,62;1,44;2,75;1,54;2,81;1,47;2,66
37;London;Wimbledon;2012-07-04;Grand Slam;Outdoor;Grass;0,9142857142857143;0,7027027027027027;70;37;Quarterfinals;5;5;federer r.;youzhny m.;4;4;0;3,0;33,0;-30,0;30,0;1;16;0;federer r.;youzhny m.;3,0;33,0;6,0;1,0;6,0;2,0;6,0;2,0;;;;;3,0;0,0;Completed;;;;;;;;;1,1;7,0;;;1,13;5,75;1,14;7,06;9435,0;1210,0;;;1,11;6,5;1,1;7,0;1,15;7,5;1,12;6,2
37;London;Wimbledon;2012-07-04;Grand Slam;Outdoor;Grass;0,8378378378378378;0,7142857142857143;37;21;Quarterfinals;5;5;djokovic n.;mayer f.;4;4;0;1,0;29,0;-28,0;28,0;1;5;0;djokovic n.;mayer f.;1,0;29,0;6,0;4,0;6,0;1,0;6,0;4,0;;;;;3,0;0,0;Completed;;;;;;;;;1,02;17,0;;;1,03;12,0;1,04;18,0;12280,0;1230,0;;;1,02;13,0;1,03;13,0;1,04;21,0;1,03;13,65
37;London;Wimbledon;2012-07-04;Grand Slam;Outdoor;Grass;0,8181818181818182;0,5882352941176471;22;17;Quarterfinals;5;5;tsonga j.w.;kohlschreiber p.;4;4;0;6,0;30,0;-24,0;24,0;1;0;0;tsonga j.w.;kohlschreiber p.;6,0;30,0;7,0;6,0;4,0;6,0;7,0;6,0;6,0;2,0;;;3,0;1,0;Completed;;;;;;;;;1,3;3,5;;;1,35;3,15;1,34;3,62;5230,0;1220,0;;;1,33;3,4;1,29;3,5;1,36;3,62;1,33;3,31
37;London;Wimbledon;2012-07-06;Grand Slam;Outdoor;Grass;0,8285714285714286;0,8260869565217391;35;23;Semifinals;6;5;murray a.;tsonga j.w.;5;5;0;4,0;6,0;-2,0;2,0;1;0;0;murray a.;tsonga j.w.;4,0;6,0;6,0;3,0;6,0;4,0;3,0;6,0;7,0;5,0;;;3,0;1,0;Completed;;;;;;;;;1,4;3,0;;;1,4;2,9;1,43;3,16;6980,0;5230,0;;;1,44;2,75;1,4;2,88;1,47;3,2;1,41;2,89
37;London;Wimbledon;2012-07-06;Grand Slam;Outdoor;Grass;0,8421052631578947;0,9154929577464789;38;71;Semifinals;6;5;djokovic n.;federer r.;5;5;0;1,0;3,0;-2,0;2,0;0;5;16;federer r.;djokovic n.;3,0;1,0;6,0;3,0;3,0;6,0;6,0;4,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;2,87;1,44;;;2,9;1,4;2,94;1,48;9435,0;12280,0;;;3,0;1,4;3,0;1,36;3,06;1,48;2,87;1,42
37;London;Wimbledon;2012-07-08;Grand Slam;Outdoor;Grass;0,9166666666666666;0,8333333333333334;72;36;The Final;7;5;federer r.;murray a.;6;6;0;3,0;4,0;-1,0;1,0;1;16;0;federer r.;murray a.;3,0;4,0;4,0;6,0;7,0;5,0;6,0;3,0;6,0;4,0;;;3,0;1,0;Completed;;;;;;;;;1,5;2,75;;;1,45;2,7;1,5;2,89;9435,0;6980,0;;;1,5;2,75;1,5;2,75;1,51;3,04;1,45;2,76
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,3;0,13333333333333333;10;15;1st Round;1;5;chardy j.;volandri f.;0;0;0;32,0;72,0;-40,0;40,0;1;0;0;chardy j.;volandri f.;32,0;72,0;6,0;3,0;6,0;4,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,04;13,0;;;1,03;12,0;1,05;13,0;1168,0;660,0;;;1,04;9,0;1,05;9,0;1,05;13,6;1,04;10,81
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,3;0,6984126984126984;10;63;1st Round;1;5;lacko l.;blake j.;0;0;0;54,0;114,0;-60,0;60,0;0;0;0;blake j.;lacko l.;114,0;54,0;7,0;5,0;6,0;2,0;3,0;6,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;1,36;3,0;;;1,4;2,9;1,46;2,95;482,0;818,0;;;1,36;3,0;1,44;2,75;1,46;3,08;1,41;2,84
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,3333333333333333;0,25;3;4;1st Round;1;5;ito t.;ebden m.;0;0;0;67,0;71,0;-4,0;4,0;0;0;0;ebden m.;ito t.;71,0;67,0;7,0;6,0;6,0;3,0;6,0;2,0;;;;;3,0;0,0;Completed;;;;;;;;;2,0;1,72;;;2,0;1,78;1,95;1,95;666,0;684,0;;;1,83;1,83;2,0;1,73;2,06;1,95;1,98;1,78
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,4827586206896552;0,4642857142857143;29;28;1st Round;1;5;andreev i.;mathieu p.h.;0;0;0;100,0;128,0;-28,0;28,0;0;0;0;mathieu p.h.;andreev i.;128,0;100,0;2,0;6,0;4,0;6,0;7,0;6,0;7,0;6,0;6,0;1,0;3,0;2,0;Completed;;;;;;;;;1,36;3,0;;;1,4;2,9;1,44;3,05;438,0;551,0;;;1,4;2,75;1,44;2,63;1,55;3,15;1,41;2,85
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,6716417910447762;0,0;67;0;1st Round;1;5;davydenko n.;pella g.;0;0;0;47,0;152,0;-105,0;105,0;1;0;0;davydenko n.;pella g.;47,0;152,0;7,0;5,0;3,0;6,0;6,0;4,0;6,0;2,0;;;3,0;1,0;Completed;;;;;;;;;1,36;3,0;;;1,42;2,8;1,36;3,44;920,0;345,0;;;1,36;3,0;1,33;3,0;1,43;3,44;1,38;3,01
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,46153846153846156;0,3333333333333333;26;3;1st Round;1;5;mayer f.;sock j.;0;0;0;23,0;243,0;-220,0;220,0;0;0;0;sock j.;mayer f.;243,0;23,0;6,0;3,0;6,0;2,0;3,0;2,0;;;;;2,0;0,0;Retired;;;;;;;;;5,0;1,16;;;5,0;1,16;5,98;1,17;192,0;1580,0;;;5,5;1,12;5,0;1,14;6,0;1,18;5,15;1,16
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,7627118644067796;0,4;59;10;1st Round;1;5;murray a.;bogomolov a.;0;0;0;4,0;73,0;-69,0;69,0;1;0;0;murray a.;bogomolov a.;4,0;73,0;6,0;2,0;6,0;4,0;6,0;1,0;;;;;3,0;0,0;Completed;;;;;;;;;1,01;26,0;;;1,01;20,0;1,01;27,22;7290,0;655,0;;;1,01;21,0;1,01;17,0;1,02;51,0;1,01;22,04
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,375;0,0;8;0;1st Round;1;5;dodig i.;moriya h.;0;0;0;118,0;231,0;-113,0;113,0;1;0;0;dodig i.;moriya h.;118,0;231,0;6,0;0,0;6,0;1,0;6,0;2,0;;;;;3,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,25;3,85;1,25;4,42;475,0;208,0;;;1,29;3,5;1,25;3,5;1,3;4,42;1,24;3,91
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,3333333333333333;0,45454545454545453;6;11;1st Round;1;5;kavcic b.;cipolla f.;0;0;0;77,0;87,0;-10,0;10,0;0;0;0;cipolla f.;kavcic b.;87,0;77,0;6,0;4,0;7,0;6,0;3,0;6,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;1,5;2,5;;;1,6;2,3;1,59;2,53;601,0;649,0;;;1,62;2,2;1,57;2,38;1,7;2,58;1,57;2,37
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,23076923076923078;0,0;13;1;1st Round;1;5;reynolds b.;smyczek t.;0;0;0;151,0;179,0;-28,0;28,0;0;0;0;smyczek t.;reynolds b.;179,0;151,0;1,0;6,0;6,0;4,0;6,0;2,0;4,0;6,0;6,0;4,0;3,0;2,0;Completed;;;;;;;;;2,0;1,72;;;2,12;1,7;1,98;1,93;284,0;350,0;;;2,1;1,67;2,0;1,73;2,13;1,93;1,99;1,78
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,4375;0,0;16;1;1st Round;1;5;granollers m.;kudla d.;0;0;0;24,0;161,0;-137,0;137,0;1;0;0;granollers m.;kudla d.;24,0;161,0;6,0;3,0;4,0;6,0;6,0;3,0;7,0;6,0;;;3,0;1,0;Completed;;;;;;;;;1,14;5,5;;;1,16;5,0;1,13;7,38;1555,0;324,0;;;1,17;4,5;1,14;5,0;1,25;7,38;1,15;5,28
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,6470588235294118;0,0;17;0;1st Round;1;5;nishikori k.;andreozzi g.;0;0;0;18,0;222,0;-204,0;204,0;1;0;0;nishikori k.;andreozzi g.;18,0;222,0;6,0;1,0;6,0;2,0;6,0;4,0;;;;;3,0;0,0;Completed;;;;;;;;;1,04;13,0;;;1,04;10,0;1,04;14,5;1790,0;216,0;;;1,04;9,0;1,04;10,0;1,06;14,6;1,04;10,66
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,0;0,0;0;3;1st Round;1;5;ungur a.;brands d.;0;0;0;110,0;123,0;-13,0;13,0;0;0;0;brands d.;ungur a.;123,0;110,0;7,0;6,0;6,0;4,0;7,0;6,0;;;;;3,0;0,0;Completed;;;;;;;;;1,33;3,25;;;1,35;3,15;1,3;3,93;451,0;502,0;;;1,36;3,0;1,33;3,0;1,4;3,93;1,33;3,25
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,58;0,0;50;2;1st Round;1;5;fish m.;soeda g.;0;0;0;25,0;55,0;-30,0;30,0;1;0;0;fish m.;soeda g.;25,0;55,0;7,0;6,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,06;10,0;;;1,06;8,5;1,07;10,25;1535,0;816,0;;;1,06;8,5;1,04;9,0;1,07;11,75;1,05;9,49
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,2631578947368421;0,0;19;0;1st Round;1;5;phau b.;authom m.;0;0;0;83,0;192,0;-109,0;109,0;1;0;0;phau b.;authom m.;83,0;192,0;6,0;2,0;4,0;6,0;6,0;4,0;7,0;6,0;;;3,0;1,0;Completed;;;;;;;;;1,57;2,25;;;1,65;2,2;1,67;2,36;615,0;265,0;;;1,62;2,2;1,53;2,38;1,69;2,38;1,62;2,25
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,6727272727272727;0,16666666666666666;55;6;1st Round;1;5;verdasco f.;machado r.;0;0;0;26,0;131,0;-105,0;105,0;1;0;0;verdasco f.;machado r.;26,0;131,0;6,0;1,0;6,0;2,0;6,0;4,0;;;;;3,0;0,0;Completed;;;;;;;;;1,08;8,0;;;1,07;8,0;1,11;8,17;1525,0;421,0;;;1,06;8,0;1,07;8,0;1,11;8,17;1,08;7,51
51;New York;US Open;2012-08-27;Grand Slam;Outdoor;Hard;0,0;0,55;2;40;1st Round;1;5;ramos a.;ginepri r.;0;0;0;50,0;234,0;-184,0;184,0;1;0;0;ramos a.;ginepri r.;50,0;234,0;6,0;7,0;7,0;5,0;6,0;4,0;6,0;0,0;;;3,0;1,0;Completed;;;;;;;;;1,61;2,2;;;1,72;2,1;1,76;2,19;855,0;206,0;;;1,67;2,1;1,73;2,1;1,82;2,25;1,7;2,11
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,18181818181818182;0,2;11;5;1st Round;1;5;fognini f.;roger-vasselin e.;0;0;0;59,0;104,0;-45,0;45,0;1;0;0;fognini f.;roger-vasselin e.;59,0;104,0;3,0;6,0;5,0;7,0;6,0;4,0;6,0;4,0;7,0;5,0;3,0;2,0;Completed;;;;;;;;;1,61;2,2;;;1,65;2,2;1,59;2,53;745,0;536,0;;;1,67;2,1;1,67;2,1;1,69;2,53;1,62;2,26
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,42857142857142855;0,4444444444444444;28;27;1st Round;1;5;monaco j.;garcia-lopez g.;0;0;0;11,0;68,0;-57,0;57,0;0;0;0;garcia-lopez g.;monaco j.;68,0;11,0;3,0;6,0;1,0;6,0;6,0;4,0;7,0;6,0;7,0;6,0;3,0;2,0;Completed;;;;;;;;;4,5;1,18;;;4,4;1,2;4,54;1,24;681,0;2735,0;;;4,33;1,22;4,0;1,2;5,44;1,24;4,45;1,2
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,6744186046511628;0,4166666666666667;43;12;1st Round;1;5;wawrinka s.;stakhovsky s.;0;0;0;19,0;98,0;-79,0;79,0;1;0;0;wawrinka s.;stakhovsky s.;19,0;98,0;6,0;7,0;7,0;6,0;6,0;4,0;6,0;2,0;;;3,0;1,0;Completed;;;;;;;;;1,18;4,5;;;1,18;4,75;1,24;4,58;1730,0;553,0;;;1,17;4,5;1,17;4,5;1,24;5,71;1,18;4,69
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,0;0,0;0;0;1st Round;1;5;janowicz j.;novikov d.;0;0;0;86,0;1098,0;-1012,0;1012,0;0;0;0;novikov d.;janowicz j.;1098,0;86,0;6,0;2,0;7,0;6,0;3,0;6,0;6,0;3,0;;;3,0;1,0;Completed;;;;;;;;;11,0;1,05;;;8,5;1,06;12,5;1,06;6,0;602,0;;;8,5;1,05;8,0;1,05;13,75;1,07;9,91;1,05
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,4;0,40540540540540543;25;37;1st Round;1;5;benneteau j.;rochus o.;0;0;0;35,0;105,0;-70,0;70,0;1;0;0;benneteau j.;rochus o.;35,0;105,0;7,0;6,0;6,0;2,0;6,0;3,0;;;;;3,0;0,0;Completed;;;;;;;;;1,22;4,0;;;1,3;3,45;1,28;4,14;1075,0;536,0;;;1,29;3,5;1,29;3,5;1,35;4,14;1,28;3,63
51;New York;US Open;2012-08-28;Grand Slam;Outdoor;Hard;0,16666666666666666;0,42857142857142855;6;14;1st Round;1;5;andujar p.;bellucci t.;0;0;0;37,0;40,0;-3,0;3,0;1;0;0;andujar p.;bellucci t.;37,0;40,0;7,0;6,0;3,0;6,0;7,0;6,0;7,0;5,0;;;3,0;1,0;Completed;;;;;;;;;4,0;1,22;;;3,85;1,25;4,94;1,22;1065,0;967,0;;;3,75;1,25;3,75;1,25;4,94;1,29;4,15;1,23
