ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
62;Madrid;Madrid Masters;19/10/2006;Masters;Indoor;Hard;3rd Round;3;Gonzalez F.;Johansson J.;10;292;;;;;;;;;;;;;Walkover;1,9;1,8;2,15;1,7;;;;;;;;;1,85;1,9;2,18;1,781;1965,0;127,0;1,92;1,84;;;;;;;;
62;Madrid;Madrid Masters;19/10/2006;Masters;Indoor;Hard;3rd Round;3;Nalbandian D.;Henman T.;4;41;6,0;2,0;2,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,5;2,5;1,48;2,65;;;;;;;;;1,45;2,6;1,625;2,5;2900,0;835,0;1,57;2,33;;;;;;;;
62;Madrid;Madrid Masters;19/10/2006;Masters;Indoor;Hard;3rd Round;3;Federer R.;Soderling R.;1;29;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,03;11,0;1,03;12,0;;;;;;;;;1,03;10,5;1,063;13,75;7370,0;988,0;1,04;11,0;;;;;;;;
62;Madrid;Madrid Masters;19/10/2006;Masters;Indoor;Hard;3rd Round;3;Nadal R.;Haas T.;2;13;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,16;4,5;1,18;4,85;;;;;;;;;1,15;5,2;1,2;5,5;4645,0;1700,0;1,16;4,9;;;;;;;;
62;Madrid;Madrid Masters;19/10/2006;Masters;Indoor;Hard;3rd Round;3;Djokovic N.;Murray A.;17;19;1,0;6,0;7,0;5,0;6,0;3,0;;;;;2,0;1,0;Completed;2,1;1,66;1,95;1,85;;;;;;;;;1,95;1,8;2,09;1,84;1360,0;1295,0;1,9;1,85;;;;;;;;
62;Madrid;Madrid Masters;20/10/2006;Masters;Indoor;Hard;Quarterfinals;3;Nalbandian D.;Safin M.;4;49;6,0;4,0;6,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;2,62;1,44;2,75;1,45;;;;;;;;;2,6;1,45;2,96;1,463;2900,0;765,0;2,5;1,5;;;;;;;;
62;Madrid;Madrid Masters;20/10/2006;Masters;Indoor;Hard;Quarterfinals;3;Federer R.;Ginepri R.;1;47;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,02;12,0;1,02;14,0;;;;;;;;;1,04;9,25;1,04;21,0;7370,0;775,0;1,04;11,0;;;;;;;;
62;Madrid;Madrid Masters;20/10/2006;Masters;Indoor;Hard;Quarterfinals;3;Berdych T.;Nadal R.;11;2;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;3,0;1,36;3,2;1,35;;;;;;;;;2,92;1,37;3,46;1,376;1860,0;4645,0;2,82;1,41;;;;;;;;
62;Madrid;Madrid Masters;20/10/2006;Masters;Indoor;Hard;Quarterfinals;3;Gonzalez F.;Djokovic N.;10;17;7,0;5,0;5,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;2,1;1,66;2,05;1,77;;;;;;;;;2,15;1,65;2,07;1,855;1965,0;1360,0;2,0;1,78;;;;;;;;
62;Madrid;Madrid Masters;21/10/2006;Masters;Indoor;Hard;Semifinals;3;Federer R.;Nalbandian D.;1;4;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,1;7,0;1,11;6,5;;;;;;;;;1,1;6,75;1,148;7,17;7370,0;2900,0;1,15;5,2;;;;;;;;
62;Madrid;Madrid Masters;21/10/2006;Masters;Indoor;Hard;Semifinals;3;Gonzalez F.;Berdych T.;10;11;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,37;1,57;2,32;1,6;;;;;;;;;2,45;1,5;2,51;1,621;1965,0;1860,0;2,16;1,66;;;;;;;;
62;Madrid;Madrid Masters;22/10/2006;Masters;Indoor;Hard;The Final;5;Federer R.;Gonzalez F.;1;10;7,0;5,0;6,0;1,0;6,0;0,0;;;;;3,0;0,0;Completed;1,05;10,0;1,05;10,0;;;;;;;;;1,04;9,25;1,067;13,0;7370,0;1965,0;1,06;9,0;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Monaco J.;Andreev I.;20;33;6,0;7,0;6,0;0,0;6,0;4,0;;;;;2,0;1,0;Completed;2,75;1,39;2,7;1,45;;;;;;;;;2,85;1,4;2,87;1,483;1350,0;895,0;2,58;1,48;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Ginepri R.;Melzer J.;72;56;2,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,57;2,25;1,6;2,3;;;;;;;;;1,5;2,45;1,649;2,44;535,0;625,0;1,65;2,18;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Del Potro J.M.;Starace P.;53;27;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,42;2,8;;;;;;;;;1,4;2,85;1,478;2,89;634,0;951,0;1,38;2,95;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Koubek S.;Nieminen J.;68;29;6,0;3,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,1;1,66;2,25;1,62;;;;;;;;;2,1;1,7;2,24;1,746;565,0;935,0;2,32;1,58;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Ancic M.;Gicquel M.;49;77;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,4;2,9;;;;;;;;;1,37;2,92;1,435;3,1;675,0;520,0;1,4;2,85;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Murray A.;Stepanek R.;17;30;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,66;2,1;1,72;2,1;;;;;;;;;1,7;2,1;1,73;2,27;1480,0;925,0;1,74;2,04;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Baghdatis M.;Pavel A.;22;82;6,0;3,0;4,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,36;3,0;1,43;2,78;;;;;;;;;1,4;2,85;1,426;3,15;1295,0;502,0;1,46;2,64;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Lopez F.;Volandri F.;42;43;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,1;6,5;1,14;5,5;;;;;;;;;1,11;5,84;1,156;6,8;741,0;731,0;1,14;5,4;;;;;;;;
61;Madrid;Madrid Masters;15/10/2007;Masters;Indoor;Hard;1st Round;3;Verdasco F.;Montanes A.;32;47;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,1;6,5;1,14;5,5;;;;;;;;;1,11;5,84;1,152;7,0;905,0;700,0;1,12;6,0;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Almagro N.;Santoro F.;26;46;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,61;2,2;1,58;2,35;;;;;;;;;1,5;2,45;1,621;2,51;1015,0;719,0;1,55;2,38;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Kiefer N.;Wawrinka S.;112;35;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,0;1,72;2,05;1,75;;;;;;;;;1,87;1,87;2,01;1,901;370,0;860,0;1,88;1,88;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Nalbandian D.;Clement A.;25;40;5,0;7,0;6,0;2,0;6,0;4,0;;;;;2,0;1,0;Completed;1,39;2,75;1,47;2,65;;;;;;;;;1,4;2,85;1,474;2,91;1160,0;745,0;1,48;2,55;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Karlovic I.;Safin M.;24;36;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,39;2,75;1,5;2,55;;;;;;;;;1,5;2,45;1,476;2,9;1258,0;855,0;1,44;2,7;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Ferrero J.C.;Falla A.;23;128;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,14;5,0;1,22;4,15;;;;;;;;;1,2;4,25;1,223;5,09;1285,0;335,0;1,23;4,0;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Calleri A.;Tursunov D.;50;28;3,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,5;1,5;2,4;1,56;;;;;;;;;2,53;1,48;2,47;1,637;660,0;950,0;2,46;1,52;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;1st Round;3;Mathieu P.H.;Fish M.;21;38;6,0;3,0;2,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,4;2,75;1,53;2,45;;;;;;;;;1,56;2,34;1,51;2,81;1335,0;775,0;1,5;2,52;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;2nd Round;3;Monaco J.;Haas T.;20;10;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,25;1,33;3,25;1,33;;;;;;;;;3,22;1,32;3,4;1,385;1350,0;1940,0;3,4;1,3;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;2nd Round;3;Federer R.;Ginepri R.;1;72;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,01;15,0;1,02;13,0;;;;;;;;;1,03;12,0;1,035;22,0;7355,0;535,0;1,02;18,0;;;;;;;;
61;Madrid;Madrid Masters;16/10/2007;Masters;Indoor;Hard;2nd Round;3;Murray A.;Chela J.I.;17;16;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,33;3,25;1,3;3,4;;;;;;;;;1,33;3,17;1,333;3,7;1480,0;1485,0;1,37;3,0;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Gonzalez F.;Almagro N.;6;26;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,48;2,6;;;;;;;;;1,5;2,45;1,559;2,69;2245,0;1015,0;1,5;2,52;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Canas G.;Calleri A.;14;50;6,0;3,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,53;2,37;1,55;2,42;;;;;;;;;1,53;2,4;1,571;2,65;1673,0;660,0;1,52;2,46;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Karlovic I.;Hernandez O.;24;52;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,03;11,0;1,04;10,0;;;;;;;;;1,04;9,25;1,069;12,5;1258,0;636,0;1,03;12,0;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Lopez F.;Ferrer D.;42;7;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,39;1,3;3,4;1,31;;;;;;;;;3,22;1,32;3,44;1,379;741,0;2130,0;3,1;1,35;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Nalbandian D.;Berdych T.;25;11;4,0;6,0;6,0;4,0;7,0;6,0;;;;;2,0;1,0;Completed;2,2;1,61;2,15;1,68;;;;;;;;;2,15;1,65;2,39;1,671;1160,0;1935,0;2,1;1,7;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Mathieu P.H.;Gasquet R.;21;12;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,39;1,3;3,25;1,33;;;;;;;;;3,1;1,35;3,39;1,386;1335,0;1885,0;3,1;1,35;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Ferrero J.C.;Moya C.;23;15;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,72;2,0;1,88;1,88;;;;;;;;;1,87;1,87;1,952;1,952;1285,0;1620,0;1,84;1,92;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Ancic M.;Blake J.;49;8;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,0;1,72;1,95;1,83;;;;;;;;;1,87;1,87;1,99;1,917;675,0;2110,0;2,0;1,77;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Djokovic N.;Verdasco F.;3;32;6,0;7,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,19;4,33;1,22;4,15;;;;;;;;;1,2;4,25;1,268;4,43;4370,0;905,0;1,2;4,3;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Nadal R.;Baghdatis M.;2;22;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,12;5,5;1,14;5,5;;;;;;;;;1,15;5,2;1,192;5,7;5385,0;1295,0;1,15;5,2;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Koubek S.;Ljubicic I.;68;13;6,0;3,0;6,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;2,62;1,44;2,6;1,48;;;;;;;;;2,45;1,5;2,55;1,606;565,0;1675,0;2,46;1,52;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Del Potro J.M.;Robredo T.;53;9;6,0;7,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;3,25;1,33;3,1;1,36;;;;;;;;;2,85;1,4;3,35;1,392;634,0;2035,0;3,0;1,37;;;;;;;;
61;Madrid;Madrid Masters;17/10/2007;Masters;Indoor;Hard;2nd Round;3;Kiefer N.;Youzhny A.;112;18;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,66;2,1;1,75;2,05;;;;;;;;;1,75;2,0;1,87;2,05;370,0;1465,0;1,8;1,97;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Gonzalez F.;Monaco J.;6;20;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,47;2,7;;;;;;;;;1,58;2,28;1,543;2,74;2245,0;1350,0;1,57;2,34;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Djokovic N.;Ferrero J.C.;3;23;6,0;3,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,16;4,5;1,22;4,15;;;;;;;;;1,2;4,25;1,244;4,7;4370,0;1285,0;1,23;4,0;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Ancic M.;Mathieu P.H.;49;21;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,57;2,25;1,57;2,35;;;;;;;;;1,58;2,28;1,649;2,44;675,0;1335,0;1,6;2,28;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Federer R.;Canas G.;1;14;6,0;0,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,04;10,0;1,07;8,0;;;;;;;;;1,05;8,5;1,08;11,0;7355,0;1673,0;1,08;7,5;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Nalbandian D.;Del Potro J.M.;25;53;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,5;2,55;;;;;;;;;1,5;2,45;1,559;2,69;1160,0;634,0;1,52;2,46;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Kiefer N.;Karlovic I.;112;24;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,0;1,72;1,95;1,8;;;;;;;;;1,87;1,87;2,0;1,909;370,0;1258,0;1,9;1,86;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Nadal R.;Murray A.;2;17;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,53;2,45;;;;;;;;;1,58;2,28;1,592;2,59;5385,0;1480,0;1,55;2,38;;;;;;;;
61;Madrid;Madrid Masters;18/10/2007;Masters;Indoor;Hard;3rd Round;3;Lopez F.;Koubek S.;42;68;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,45;2,7;;;;;;;;;1,5;2,45;1,488;2,85;741,0;565,0;1,5;2,5;;;;;;;;
61;Madrid;Madrid Masters;19/10/2007;Masters;Indoor;Hard;Quarterfinals;3;Djokovic N.;Ancic M.;3;49;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,3;3,5;1,35;3,15;;;;;;;;;1,35;3,1;1,33;3,73;4370,0;675,0;1,3;3,4;;;;;;;;
61;Madrid;Madrid Masters;19/10/2007;Masters;Indoor;Hard;Quarterfinals;3;Nalbandian D.;Nadal R.;25;2;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;5,0;1,16;4,2;1,22;;;;;;;;;4,45;1,18;5,8;1,189;1160,0;5385,0;4,2;1,21;;;;;;;;
61;Madrid;Madrid Masters;19/10/2007;Masters;Indoor;Hard;Quarterfinals;3;Federer R.;Lopez F.;1;42;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,02;13,0;1,02;12,0;;;;;;;;;1,03;10,5;1,038;21,0;7355,0;741,0;1,03;15,0;;;;;;;;
61;Madrid;Madrid Masters;19/10/2007;Masters;Indoor;Hard;Quarterfinals;3;Kiefer N.;Gonzalez F.;112;6;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,2;1,66;2,07;1,75;;;;;;;;;2,1;1,7;2,2;1,769;370,0;2245,0;2,1;1,7;;;;;;;;
61;Madrid;Madrid Masters;20/10/2007;Masters;Indoor;Hard;Semifinals;3;Nalbandian D.;Djokovic N.;25;3;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;3,0;1,4;2,85;1,42;;;;;;;;;2,53;1,48;3,22;1,413;1160,0;4370,0;2,66;1,46;;;;;;;;
