ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Dimitrov G.;Wawrinka S.;11;9;7,0;6,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,9;1,8;;;;;;;;;;;1,9;1,82;1,95;1,97;2985,0;3495,0;;;2,0;1,8;;;2,0;2,0;1,9;1,87
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Berdych T.;Tsonga J.W.;7;14;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;;;;;;;;;1,28;3,5;1,27;4,3;4960,0;2045,0;;;1,29;3,75;;;1,3;4,3;1,26;3,73
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Isner J.;Kyrgios N.;18;35;6,0;3,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;2,0;1,72;;;;;;;;;;;1,9;1,82;2,06;1,86;1765,0;1130,0;;;2,0;1,8;;;2,08;1,95;1,95;1,83
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Nadal R.;Bolelli S.;4;63;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,03;15,0;;;;;;;;;;;1,04;10,0;1,05;14,8;5390,0;791,0;;;1,05;10,0;;;1,06;15,0;1,04;11,44
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Ferrer D.;Verdasco F.;8;38;5,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,2;4,33;;;;;;;;;;;1,18;4,5;1,25;4,5;4490,0;1100,0;;;1,25;4,0;;;1,25;4,5;1,22;4,2
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Nishikori K.;Bautista R.;5;16;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,22;4,0;;;;;;;;;;;1,25;3,75;1,3;3,97;5280,0;1985,0;;;1,25;4,0;;;1,3;4,15;1,25;3,87
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Murray A.;Granollers M.;3;62;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,12;6,0;;;;;;;;;;;1,14;5,25;1,15;6,83;6120,0;800,0;;;1,14;5,5;;;1,16;6,83;1,13;5,63
29;Madrid;Mutua Madrid Open;07/05/2015;Masters 1000;Outdoor;Clay;3rd Round;3;Raonic M.;Mayer L.;6;27;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;;;;;;;;;1,28;3,5;1,29;4,09;5070,0;1352,0;;;1,29;3,75;;;1,31;4,09;1,27;3,69
29;Madrid;Mutua Madrid Open;08/05/2015;Masters 1000;Outdoor;Clay;Quarterfinals;3;Nadal R.;Dimitrov G.;4;11;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,2;4,5;;;;;;;;;;;1,18;4,5;1,21;5,13;5390,0;2985,0;;;1,2;4,5;;;1,22;5,46;1,19;4,66
29;Madrid;Mutua Madrid Open;08/05/2015;Masters 1000;Outdoor;Clay;Quarterfinals;3;Berdych T.;Isner J.;7;18;3,0;6,0;7,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,22;4,33;;;;;;;;;;;1,25;3,75;1,25;4,6;4960,0;1765,0;;;1,25;4,0;;;1,28;4,7;1,23;4,08
29;Madrid;Mutua Madrid Open;08/05/2015;Masters 1000;Outdoor;Clay;Quarterfinals;3;Murray A.;Raonic M.;3;6;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,5;2,62;;;;;;;;;;;1,52;2,4;1,56;2,65;6120,0;5070,0;;;1,53;2,5;;;1,59;2,75;1,53;2,49
29;Madrid;Mutua Madrid Open;08/05/2015;Masters 1000;Outdoor;Clay;Quarterfinals;3;Nishikori K.;Ferrer D.;5;8;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,44;2,75;;;;;;;;;;;1,45;2,7;1,53;2,73;5280,0;4490,0;;;1,44;2,75;;;1,54;3,15;1,45;2,72
29;Madrid;Mutua Madrid Open;09/05/2015;Masters 1000;Outdoor;Clay;Semifinals;3;Nadal R.;Berdych T.;4;7;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,3;3,5;;;;;;;;;;;1,28;3,5;1,33;3,7;5390,0;4960,0;;;1,29;3,75;;;1,35;3,9;1,3;3,54
29;Madrid;Mutua Madrid Open;09/05/2015;Masters 1000;Outdoor;Clay;Semifinals;3;Murray A.;Nishikori K.;3;5;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,37;1,57;;;;;;;;;;;2,35;1,58;2,42;1,65;6120,0;5280,0;;;2,25;1,62;;;2,42;1,66;2,32;1,6
29;Madrid;Mutua Madrid Open;10/05/2015;Masters 1000;Outdoor;Clay;The Final;3;Murray A.;Nadal R.;3;4;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;3,4;1,33;;;;;;;;;;;3,2;1,33;3,36;1,37;6120,0;5390,0;;;3,25;1,36;;;3,7;1,38;3,3;1,34
29;Madrid;Mutua Madrid Open;01/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Verdasco F.;Monaco J.;52;98;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;;;1,6;2,2;1,67;2,36;900,0;575,0;;;1,67;2,2;;;1,73;2,36;1,64;2,24
29;Madrid;Mutua Madrid Open;01/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Dolgopolov O.;Johnson S.;29;32;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,3;3,4;;;;;;;;;;;1,3;3,0;1,35;3,52;1330,0;1225,0;;;1,36;3,25;;;1,36;3,52;1,33;3,28
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Lopez F.;Mayer L.;23;42;7,0;6,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,66;2,1;;;;;;;;;;;1,68;2,05;1,81;2,11;1585,0;1000,0;;;1,73;2,1;;;1,81;2,11;1,75;2,05
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Simon G.;Baghdatis M.;18;38;6,0;3,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,28;3,5;;;;;;;;;;;1,28;3,25;1,29;3,97;1900,0;1057,0;;;1,25;4,0;;;1,3;4,0;1,28;3,65
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Raonic M.;Bellucci T.;10;36;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,18;4,5;;;;;;;;;;;1,16;4,4;1,2;5,31;2740,0;1140,0;;;1,2;4,5;;;1,21;5,31;1,18;4,65
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Kuznetsov An.;Troicki V.;39;24;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,66;2,1;;;;;;;;;;;1,48;2,45;1,8;2,13;1015,0;1580,0;;;1,53;2,5;;;1,8;2,6;1,63;2,28
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Istomin D.;Gabashvili T.;79;57;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,72;2,0;;;;;;;;;;;1,75;1,95;1,83;2,09;711,0;866,0;;;1,8;2,0;;;1,85;2,1;1,79;2,0
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Gasquet R.;Carballes Baena R.;12;116;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,16;5,0;;;;;;;;;;;1,18;4,25;1,17;5,87;2635,0;514,0;;;1,17;5,0;;;1,2;5,87;1,16;5,06
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Sousa J.;Mahut N.;35;49;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;;;;;;;;;1,38;2,8;1,4;3,22;1181,0;937,0;;;1,4;3,0;;;1,4;3,25;1,37;3,02
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Pouille L.;Goffin D.;58;13;7,0;6,0;2,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;3,25;1,33;;;;;;;;;;;3,0;1,33;3,2;1,4;860,0;2605,0;;;3,25;1,36;;;3,55;1,43;3,13;1,35
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Stepanek R.;Pospisil V.;148;47;6,0;1,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,53;2,37;;;;;;;;;;;1,52;2,35;1,5;2,8;373,0;975,0;;;1,53;2,5;;;1,53;2,8;1,49;2,58
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Querrey S.;Herbert P.H.;37;84;6,0;7,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,1;1,66;;;;;;;;;;;2,15;1,62;2,12;1,81;1090,0;660,0;;;2,2;1,67;;;2,21;1,81;2,12;1,7
29;Madrid;Mutua Madrid Open;02/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Ferrer D.;Garcia-Lopez G.;9;51;3,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;1,25;3,75;;;;;;;;;;;1,25;3,5;1,28;4,14;3010,0;910,0;;;1,29;3,5;;;1,29;4,21;1,25;3,84
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Sock J.;Paire B.;26;20;2,0;6,0;6,0;2,0;7,0;6,0;;;;;2,0;1,0;Completed;1,8;1,9;;;;;;;;;;;1,82;1,82;1,93;1,97;1425,0;1766,0;;;1,91;1,91;;;2,0;1,97;1,9;1,87
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Monfils G.;Anderson K.;15;19;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,2;4,33;;;;;;;;;;;1,2;4,0;1,21;5,0;2460,0;1840,0;;;1,22;4,33;;;1,23;5,0;1,2;4,45
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Kyrgios N.;Pella G.;21;50;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;;;;;;;;;1,28;3,3;1,26;4,3;1705,0;919,0;;;1,29;3,75;;;1,3;4,3;1,26;3,78
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Bautista Agut R.;Giraldo S.;17;105;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,2;4,33;;;;;;;;;;;1,2;4,0;1,2;5,24;2015,0;554,0;;;1,2;4,5;;;1,23;5,25;1,19;4,55
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Cuevas P.;Kohlschreiber P.;27;25;6,0;3,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,72;2,0;;;;;;;;;;;1,75;1,9;1,79;2,14;1405,0;1520,0;;;1,8;2,0;;;1,94;2,18;1,79;2,01
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Kudla D.;Karlovic I.;61;30;6,0;7,0;7,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,25;1,57;;;;;;;;;;;2,2;1,6;2,27;1,71;794,0;1315,0;;;2,25;1,62;;;2,4;1,71;2,26;1,62
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Del Potro J.M.;Thiem D.;274;14;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,75;1,4;;;;;;;;;;;2,55;1,45;2,73;1,52;185,0;2480,0;;;2,62;1,44;;;2,9;1,52;2,71;1,45
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Fognini F.;Tomic B.;31;22;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;;;;;;;;;1,28;3,3;1,33;3,64;1285,0;1625,0;;;1,25;3,75;;;1,33;4,2;1,27;3,67
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Carreno Busta P.;Dimitrov G.;46;28;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,25;1,57;;;;;;;;;;;2,2;1,6;2,25;1,72;979,0;1355,0;;;2,2;1,62;;;2,25;1,77;2,15;1,69
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Ramos-Vinolas A.;Chardy J.;56;33;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,72;2,0;;;;;;;;;;;1,75;1,95;1,87;2,04;878,0;1220,0;;;1,8;1,91;;;1,88;2,04;1,81;1,97
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;1st Round;3;Coric B.;Almagro N.;40;48;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,25;1,57;;;;;;;;;;;2,2;1,6;2,73;1,52;1015,0;944,0;;;2,2;1,67;;;2,73;1,67;2,41;1,56
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Nadal R.;Kuznetsov An.;5;39;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,04;11,0;;;;;;;;;;;1,03;8,75;1,05;14,74;5915,0;1015,0;;;1,04;9,0;;;1,05;14,74;1,03;11,67
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Raonic M.;Dolgopolov O.;10;29;6,0;4,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,33;3,25;;;;;;;;;;;1,33;3,0;1,32;3,74;2740,0;1330,0;;;1,33;3,4;;;1,35;3,85;1,31;3,4
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Murray A.;Stepanek R.;2;148;7,0;6,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,07;9,0;;;;;;;;;;;1,05;7,5;1,08;10,16;7925,0;373,0;;;1,06;9,0;;;1,08;11,13;1,06;8,77
29;Madrid;Mutua Madrid Open;03/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Gasquet R.;Verdasco F.;12;52;6,0;4,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,9;1,8;;;;;;;;;;;1,92;1,75;1,88;2,02;2635,0;900,0;;;1,91;1,91;;;2,04;2,05;1,9;1,88
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Berdych T.;Istomin D.;8;79;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,12;6,0;;;;;;;;;;;1,11;5,4;1,13;7,2;3120,0;711,0;;;1,12;6,0;;;1,15;7,5;1,11;6,26
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Bautista Agut R.;Lopez F.;17;23;6,0;3,0;5,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;1,5;2,5;;;;;;;;;;;1,5;2,4;1,58;2,54;2015,0;1585,0;;;1,53;2,5;;;1,58;2,75;1,52;2,51
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Kyrgios N.;Wawrinka S.;21;4;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,5;1,5;;;;;;;;;;;2,4;1,5;2,6;1,56;1705,0;6460,0;;;2,62;1,5;;;2,75;1,56;2,56;1,5
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Nishikori K.;Fognini F.;6;31;6,0;2,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,18;4,5;;;;;;;;;;;1,2;4,0;1,21;5,12;4290,0;1285,0;;;1,22;4,0;;;1,24;5,12;1,19;4,54
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Simon G.;Carreno Busta P.;18;46;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,66;2,1;;;;;;;;;;;1,65;2,1;1,81;2,11;1900,0;979,0;;;1,73;2,1;;;1,84;2,16;1,75;2,05
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Querrey S.;Pouille L.;37;58;6,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;2,75;1,4;;;;;;;;;;;2,65;1,42;2,6;1,56;1090,0;860,0;;;3,0;1,4;;;3,0;1,57;2,62;1,48
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Sousa J.;Granollers M.;35;53;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,1;1,66;;;;;;;;;;;1,95;1,72;2,25;1,72;1181,0;898,0;;;2,1;1,73;;;2,25;1,78;2,1;1,72
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Djokovic N.;Coric B.;1;40;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,05;11,0;;;;;;;;;;;1,04;8,25;1,06;13,0;15550,0;1015,0;;;1,04;9,0;;;1,06;13,0;1,04;10,51
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Ferrer D.;Kudla D.;9;61;6,0;4,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,08;8,0;;;;;;;;;;;1,06;7,5;1,09;9,35;3010,0;794,0;;;1,06;9,0;;;1,1;10,5;1,07;8,21
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Cuevas P.;Monfils G.;27;15;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;2,62;1,44;;;;;;;;;;;2,55;1,45;2,93;1,46;1405,0;2460,0;;;2,75;1,44;;;3,0;1,5;2,74;1,44
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Tsonga J.W.;Ramos-Vinolas A.;7;56;7,0;6,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,36;3,0;;;;;;;;;;;1,35;2,8;1,38;3,35;3400,0;878,0;;;1,36;3,25;;;1,4;3,4;1,35;3,14
29;Madrid;Mutua Madrid Open;04/05/2016;Masters 1000;Outdoor;Clay;2nd Round;3;Sock J.;Del Potro J.M.;26;274;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,25;1,57;;;;;;;;;;;2,2;1,6;2,52;1,59;1425,0;185,0;;;2,38;1,57;;;2,6;1,6;2,41;1,56
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Murray A.;Simon G.;2;18;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,2;4,33;;;;;;;;;;;1,18;4,0;1,24;4,72;7925,0;1900,0;;;1,22;4,33;;;1,26;4,72;1,22;4,21
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Nishikori K.;Gasquet R.;6;12;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;;;1,62;2,15;1,68;2,36;4290,0;2635,0;;;1,62;2,25;;;1,7;2,4;1,62;2,27
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Berdych T.;Ferrer D.;8;9;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,72;2,0;;;;;;;;;;;1,7;2,0;1,92;2,01;3120,0;3010,0;;;1,73;2,0;;;1,92;2,1;1,81;1,98
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Djokovic N.;Bautista Agut R.;1;17;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,04;13,0;;;;;;;;;;;1,03;8,5;1,05;15,85;15550,0;2015,0;;;1,05;8,5;;;1,05;16,25;1,03;11,95
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Kyrgios N.;Cuevas P.;21;27;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,53;2,37;;;;;;;;;;;1,55;2,3;1,62;2,49;1705,0;1405,0;;;1,57;2,25;;;1,68;2,49;1,59;2,34
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Sousa J.;Sock J.;35;26;6,0;1,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;2,75;1,4;;;;;;;;;;;2,9;1,35;2,9;1,48;1181,0;1425,0;;;2,75;1,44;;;3,2;1,48;2,87;1,41
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Nadal R.;Querrey S.;5;37;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,03;15,0;;;;;;;;;;;1,02;9,0;1,04;16,09;5915,0;1090,0;;;1,04;11,0;;;1,05;17,21;1,03;12,46
29;Madrid;Mutua Madrid Open;05/05/2016;Masters 1000;Outdoor;Clay;3rd Round;3;Raonic M.;Tsonga J.W.;10;7;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,5;;;;;;;;;;;1,52;2,35;1,58;2,58;2740,0;3400,0;;;1,57;2,38;;;1,58;2,6;1,55;2,44
29;Madrid;Mutua Madrid Open;06/05/2016;Masters 1000;Outdoor;Clay;Quarterfinals;3;Murray A.;Berdych T.;2;8;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,36;3,25;;;;;;;;;;;1,35;2,9;1,38;3,36;7925,0;3120,0;;;1,33;3,4;;;1,41;3,4;1,36;3,11
29;Madrid;Mutua Madrid Open;06/05/2016;Masters 1000;Outdoor;Clay;Quarterfinals;3;Nishikori K.;Kyrgios N.;6;21;6,0;7,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,44;2,75;;;;;;;;;;;1,45;2,55;1,45;3,02;4290,0;1705,0;;;1,44;2,62;;;1,48;3,02;1,44;2,76
29;Madrid;Mutua Madrid Open;06/05/2016;Masters 1000;Outdoor;Clay;Quarterfinals;3;Nadal R.;Sousa J.;5;35;6,0;0,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,02;17,0;;;;;;;;;;;1,02;9,0;1,03;20,4;5915,0;1181,0;;;1,03;13,0;;;1,04;23,5;1,02;14,64
29;Madrid;Mutua Madrid Open;06/05/2016;Masters 1000;Outdoor;Clay;Quarterfinals;3;Djokovic N.;Raonic M.;1;10;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,1;7,0;;;;;;;;;;;1,12;5,0;1,11;8,4;15550,0;2740,0;;;1,11;6,5;;;1,12;8,4;1,1;6,91
29;Madrid;Mutua Madrid Open;07/05/2016;Masters 1000;Outdoor;Clay;Semifinals;3;Murray A.;Nadal R.;2;5;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,62;1,5;;;;;;;;;;;2,45;1,48;2,67;1,55;7925,0;5915,0;;;2,62;1,5;;;2,7;1,57;2,56;1,51
29;Madrid;Mutua Madrid Open;07/05/2016;Masters 1000;Outdoor;Clay;Semifinals;3;Djokovic N.;Nishikori K.;1;6;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,12;6,0;;;;;;;;;;;1,13;5,0;1,15;6,8;15550,0;4290,0;;;1,12;6,0;;;1,17;7,15;1,13;6,01
29;Madrid;Mutua Madrid Open;08/05/2016;Masters 1000;Outdoor;Clay;The Final;3;Djokovic N.;Murray A.;1;2;6,0;2,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,25;4,0;;;;;;;;;;;1,25;3,5;1,27;4,35;15550,0;7925,0;;;1,25;4,0;;;1,29;4,35;1,25;3,97
29;Madrid;Mutua Madrid Open;07/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Fognini F.;Sousa J.;29;41;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;;;1,6;2,2;1,72;2,25;1235,0;945,0;;;;;;;1,78;2,38;1,66;2,21
29;Madrid;Mutua Madrid Open;07/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Goffin D.;Khachanov K.;10;42;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,28;3,5;;;;;;;;;;;1,27;3,45;1,3;3,92;3055,0;940,0;;;;;;;1,31;3,92;1,28;3,64
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Dimitrov G.;Kohlschreiber P.;12;37;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,61;2,2;;;;;;;;;;;1,62;2,15;1,74;2,22;2820,0;1070,0;;;;;;;1,75;2,31;1,67;2,17
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Copil M.;Garcia-Lopez G.;104;124;7,0;6,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,72;2,0;;;;;;;;;;;1,8;1,9;1,88;2,02;532,0;462,0;;;;;;;1,94;2,06;1,82;1,97
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Haase R.;Evans D.;45;58;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,53;2,37;;;;;;;;;;;1,53;2,35;1,6;2,5;933,0;834,0;;;;;;;1,63;2,5;1,57;2,37
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Mayer F.;Granollers M.;51;73;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,5;1,28;;;;;;;;;;;3,45;1,27;3,97;1,29;901,0;685,0;;;;;;;3,97;1,35;3,58;1,29
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Simon G.;Monfils G.;32;16;0,0;6,0;6,0;0,0;7,0;6,0;;;;;2,0;1,0;Completed;2,37;1,53;;;;;;;;;;;2,25;1,57;2,25;1,72;1165,0;2365,0;;;;;;;2,37;1,72;2,22;1,65
29;Madrid;Mutua Madrid Open;08/05/2017;Masters 1000;Outdoor;Clay;1st Round;3;Berdych T.;Istomin D.;14;85;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,14;5,5;;;;;;;;;;;1,14;5,0;1,17;6,0;2690,0;618,0;;;;;;;1,18;6,0;1,15;5,39
