ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;EXW;EXL;LBW;LBL;SJW;SJL;UBW;UBL;PSW;PSL;MaxW;MaxL;AvgW;AvgL
58;Shanghai;Shanghai Masters;08/10/2013;Masters 1000;Outdoor;Hard;1st Round;3;Verdasco F.;Zhang Z.;32;271;1245;161;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,18;4,5;1,15;4,75;1,14;5,0;1,14;5,0;;;1,22;4,85;1,22;5,25;1,18;4,7
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Fognini F.;Robredo T.;17;19;1885;1830;7,0;6,0;2,0;1,0;;;;;;;1,0;0,0;Retired;2,25;1,57;2,1;1,65;2,1;1,67;2,2;1,67;;;2,34;1,68;2,4;1,7;2,2;1,64
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Tsonga J.W.;Andujar P.;9;55;3115;860;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,07;9,0;1,07;7,0;1,08;7,0;1,07;8,0;;;1,09;9,6;1,09;9,6;1,07;8,07
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Del Potro J.M.;Kohlschreiber P.;5;23;4925;1445;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,22;4,0;1,22;3,8;1,25;3,75;1,25;3,75;;;1,25;4,42;1,27;4,57;1,23;3,97
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Berlocq C.;Isner J.;44;13;965;2115;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;4,0;1,22;3,8;1,22;3,75;1,25;3,5;1,29;;;4,1;1,28;4,5;1,29;3,87;1,24
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Monfils G.;Pospisil V.;42;43;1050;1026;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,53;2,37;1,5;2,4;1,5;2,5;1,53;2,5;;;1,5;2,8;1,57;2,8;2,5;2,52
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Berdych T.;Lopez F.;6;30;4610;1320;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,45;2,55;1,5;2,5;1,44;2,75;;;1,48;2,86;1,57;3,0;1,45;2,69
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Djokovic N.;Granollers M.;2;36;11120;1110;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,01;21,0;1,02;10,0;1,02;13,0;1,02;15,0;;;1,01;25,99;1,02;27,25;1,02;16,35
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Haas T.;Brands D.;12;60;2355;813;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,16;5,0;1,18;4,25;1,2;4,33;1,2;4,5;;;1,19;5,42;1,22;5,42;1,19;4,59
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Mayer F.;Paire B.;50;26;895;1380;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,72;2,0;1,75;1,95;1,73;2,0;1,73;2,1;;;1,72;2,25;1,9;2,25;1,75;2,03
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Wawrinka S.;Anderson K.;8;20;3150;1775;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,36;3,0;1,35;2,9;1,36;3,0;1,36;3,0;;;1,39;3,28;1,4;3,28;1,36;3,05
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Nishikori K.;Melzer J.;18;25;1840;1425;6,0;4,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,36;3,0;1,38;2,8;1,4;2,75;1,36;3,0;;;1,33;3,64;1,44;3,64;1,38;2,98
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Almagro N.;Chardy J.;16;38;2030;1085;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,35;2,9;1,4;2,75;1,4;2,88;;;1,41;3,17;1,44;3,17;1,39;2,9
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Federer R.;Seppi A.;7;22;4515;1555;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,16;5,0;1,15;4,75;1,14;5,0;1,17;5,0;;;1,18;5,72;1,2;5,72;1,16;5,03
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Ferrer D.;Rosol L.;4;45;6710;951;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,12;6,0;1,12;5,25;1,12;5,5;1,14;5,5;;;1,17;5,87;1,18;6,35;1,13;5,71
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Raonic M.;Verdasco F.;11;32;2815;1245;7,0;6,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,36;3,0;1,4;2,75;1,4;2,75;1,4;2,88;;;1,45;3,0;1,48;3,05;1,4;2,84
58;Shanghai;Shanghai Masters;09/10/2013;Masters 1000;Outdoor;Hard;2nd Round;3;Nadal R.;Dolgopolov O.;1;34;11160;1125;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,08;8,0;1,06;7,5;1,05;8,5;1,07;8,0;;;1,12;7,72;1,12;8,5;1,09;7,3
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Del Potro J.M.;Haas T.;5;12;4925;2355;;;;;;;;;;;;;Walkover;1,38;2,87;1,42;2,65;1,44;2,75;1,4;2,88;;;1,43;3,12;1,48;3,12;1,42;2,77
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Tsonga J.W.;Nishikori K.;9;18;3115;1840;7,0;6,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,53;2,37;1,52;2,35;1,53;2,5;1,53;2,5;;;1,67;2,38;1,67;2,5;1,57;2,35
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Mayer F.;Ferrer D.;50;4;895;6710;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;3,25;1,33;3,3;1,28;3,25;1,36;4,0;1,22;;;3,28;1,4;4,0;1,4;3,31;1,32
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Monfils G.;Federer R.;42;7;1050;4515;6,0;4,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;3,5;1,28;3,3;1,28;3,4;1,33;3,0;1,36;;;3,79;1,32;3,79;1,36;3,31;1,32
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Almagro N.;Berdych T.;16;6;2030;4610;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;3,25;1,33;2,9;1,35;3,25;1,36;3,0;1,36;;;3,32;1,39;3,4;1,4;3,11;1,35
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Djokovic N.;Fognini F.;2;17;11120;1885;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,06;10,0;1,03;9,0;1,02;15,0;1,03;11,0;;;1,08;10,25;1,08;15,0;1,04;10,36
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Nadal R.;Berlocq C.;1;44;11160;965;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,03;15,0;1,03;9,0;1,02;15,0;1,03;11,0;;;1,04;17,0;1,05;17,0;1,03;13,19
58;Shanghai;Shanghai Masters;10/10/2013;Masters 1000;Outdoor;Hard;3rd Round;3;Wawrinka S.;Raonic M.;8;11;3150;2815;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,66;1,95;1,75;2,1;1,73;2,1;1,73;;;1,96;1,96;2,2;1,96;2,05;1,74
58;Shanghai;Shanghai Masters;11/10/2013;Masters 1000;Outdoor;Hard;Quarterfinals;3;Tsonga J.W.;Mayer F.;9;50;3115;895;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,3;3,5;1,28;3,3;1,3;3,5;1,29;3,5;;;1,34;3,62;1,37;3,7;1,31;3,4
58;Shanghai;Shanghai Masters;11/10/2013;Masters 1000;Outdoor;Hard;Quarterfinals;3;Del Potro J.M.;Almagro N.;5;16;4925;2030;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;3,0;1,38;2,8;1,4;3,0;1,36;3,0;;;1,48;2,9;1,48;3,1;1,4;2,9
58;Shanghai;Shanghai Masters;11/10/2013;Masters 1000;Outdoor;Hard;Quarterfinals;3;Djokovic N.;Monfils G.;2;42;11120;1050;6,0;7,0;6,0;2,0;6,0;4,0;;;;;2,0;1,0;Completed;1,1;7,0;1,1;6,0;1,14;5,5;1,13;6,0;;;1,09;9,6;1,16;9,6;1,11;6,56
58;Shanghai;Shanghai Masters;11/10/2013;Masters 1000;Outdoor;Hard;Quarterfinals;3;Nadal R.;Wawrinka S.;1;8;11160;3150;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,18;4,5;1,18;4,25;1,2;4,5;1,2;4,5;;;1,2;5,29;1,25;5,29;1,2;4,42
58;Shanghai;Shanghai Masters;12/10/2013;Masters 1000;Outdoor;Hard;Semifinals;3;Djokovic N.;Tsonga J.W.;2;9;11120;3115;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,14;5,5;1,16;4,5;1,14;5,5;1,17;5,0;;;1,18;5,77;1,2;6,3;1,16;5,03
58;Shanghai;Shanghai Masters;12/10/2013;Masters 1000;Outdoor;Hard;Semifinals;3;Del Potro J.M.;Nadal R.;5;1;4925;11160;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,5;1,3;3,0;1,33;3,5;1,3;3,0;1,36;;;3,62;1,34;3,75;1,36;3,37;1,31
58;Shanghai;Shanghai Masters;13/10/2013;Masters 1000;Outdoor;Hard;The Final;3;Djokovic N.;Del Potro J.M.;2;5;11120;4925;6,0;1,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,33;3,4;1,35;2,9;1,36;3,25;1,36;3,25;;;1,38;3,41;1,4;3,5;1,36;3,15
57;Shanghai;Shanghai Masters;05/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Kukushkin M.;Robredo T.;85;20;642;1750;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;3,5;1,28;3,2;1,33;3,0;1,36;3,4;1,3;;;3,67;1,33;3,75;1,36;3,38;1,31
57;Shanghai;Shanghai Masters;05/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Thiem D.;Rosol L.;39;26;1024;1290;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,57;2,25;1,6;2,3;1,57;2,25;1,57;2,3;;;1,68;2,33;1,68;2,4;1,59;2,3
57;Shanghai;Shanghai Masters;05/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Bautista R.;Dolgopolov O.;18;24;1865;1490;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,66;2,1;1,65;2,2;1,62;2,2;1,62;2,25;;;1,83;2,11;1,83;2,25;1,69;2,13
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Isner J.;Andujar P.;14;43;1925;971;7,0;6,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,18;4,5;1,18;4,5;1,17;4,5;1,2;4,0;;;1,23;4,69;1,24;4,75;1,2;4,38
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Monaco J.;Sousa J.;82;49;660;887;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,53;2,37;1,55;2,4;1,5;2,5;1,53;2,4;;;1,63;2,43;1,63;2,65;1,56;2,38
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Jaziri M.;Young D.;87;67;638;759;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,0;1,36;2,9;1,4;3,0;1,36;2,88;1,4;;;3,1;1,43;3,1;1,45;2,88;1,4
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Lu Y.H.;Granollers M.;45;364;949;120;6,0;3,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,66;2,1;1,65;2,2;1,62;2,2;1,67;2,1;;;1,74;2,22;1,81;2,25;1,67;2,16
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Karlovic I.;Cilic M.;31;9;1195;3935;7,0;5,0;2,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;4,33;1,2;4,0;1,22;4,33;1,2;3,8;1,22;;;4,57;1,24;4,57;1,26;4,14;1,22
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Anderson K.;Ward J.;16;119;1875;481;3,0;6,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,2;4,33;1,2;4,3;1,2;4,33;1,2;4,33;;;1,26;4,38;1,26;4,55;1,21;4,21
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Gasquet R.;Chardy J.;22;32;1655;1150;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,33;3,2;1,36;3,0;1,33;3,2;;;1,4;3,22;1,42;3,5;1,36;3,09
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Sock J.;Tomic B.;60;77;801;701;7,0;6,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;2,25;1,57;2,25;1,62;2,25;1,57;2,25;1,57;;;2,44;1,63;2,45;1,65;2,31;1,59
57;Shanghai;Shanghai Masters;06/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Dimitrov G.;Istomin D.;10;51;3710;860;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,2;4,33;1,2;4,3;1,2;4,33;1,2;4,0;;;1,21;5,0;1,24;5,0;1,21;4,27
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Benneteau J.;Zhang Z.;30;190;1205;274;5,0;7,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,16;5,0;1,2;4,3;1,2;4,33;1,17;4,8;;;1,33;3,64;1,33;5,0;1,24;3,97
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Youzhny M.;Gulbis E.;35;13;1135;2455;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,62;1,44;2,45;1,52;2,62;1,44;2,75;1,44;;;2,51;1,6;2,75;1,61;2,52;1,51
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Johnson S.;Golubev A.;42;61;974;788;6,0;3,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,4;2,75;1,42;2,8;1,44;2,62;1,44;2,75;;;1,67;2,35;1,67;2,8;1,54;2,46
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Lopez F.;Kokkinakis T.;21;173;1745;302;6,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,4;2,75;1,45;2,7;1,4;2,75;1,4;2,88;;;1,56;2,62;1,62;2,9;1,48;2,61
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Simon G.;Garcia-Lopez G.;29;38;1220;1040;3,0;6,0;6,0;0,0;6,0;1,0;;;;;2,0;1,0;Completed;1,4;2,75;1,42;2,8;1,4;2,75;1,44;2,75;;;1,41;3,18;1,44;3,18;1,39;2,9
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Pospisil V.;Giraldo S.;44;28;965;1225;6,0;2,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;1,36;3,0;1,4;2,9;1,4;2,75;1,4;2,88;;;1,43;3,05;1,45;3,05;1,4;2,87
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Klizan M.;Groth S.;40;94;1022;606;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,52;2,45;1,44;2,62;1,5;2,5;;;1,6;2,5;1,65;2,6;1,54;2,44
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Wang C.;Fognini F.;553;17;60;1870;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;13,0;1,04;11,0;1,03;9,0;1,04;10,0;1,04;;;12,25;1,06;13,0;1,07;10,39;1,04
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Dodig I.;Cuevas P.;92;36;610;1129;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,57;2,25;1,62;2,25;1,57;2,25;1,62;2,25;;;1,68;2,34;1,68;2,35;1,62;2,26
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Janowicz J.;Roger-Vasselin E.;37;58;1055;805;3,0;6,0;7,0;5,0;7,0;6,0;;;;;2,0;1,0;Completed;1,36;3,0;1,38;3,0;1,36;3,0;1,33;3,0;;;1,4;3,24;1,41;3,24;1,37;2,98
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Murray A.;Gabashvili T.;11;55;3545;837;6,0;1,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,05;11,0;1,05;9,0;1,07;7,5;1,05;9,5;;;1,07;11,25;1,07;11,5;1,05;9,6
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;1st Round;3;Mayer L.;Wu D.;25;230;1339;209;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,2;4,33;1,22;4,0;1,22;4,0;1,2;4,0;;;1,23;4,7;1,25;5,2;1,21;4,28
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Karlovic I.;Lu Y.H.;31;45;1195;949;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,75;2,05;1,73;2,0;1,73;2,05;;;1,85;2,07;1,85;2,12;1,78;2,0
57;Shanghai;Shanghai Masters;07/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Kukushkin M.;Anderson K.;85;16;642;1875;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,75;1,4;2,6;1,48;2,75;1,4;2,75;1,44;;;2,8;1,5;2,9;1,5;2,71;1,44
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Ferrer D.;Klizan M.;5;40;4495;1022;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,4;2,75;1,45;2,7;1,44;2,62;1,44;2,63;;;1,4;3,23;1,53;3,26;1,41;2,84
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Jaziri M.;Wang C.;87;553;638;60;6,0;0,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,16;5,0;1,18;4,5;1,17;4,5;1,15;5,0;;;1,2;5,31;1,2;5,31;1,17;4,88
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Simon G.;Wawrinka S.;29;4;1220;5555;5,0;7,0;7,0;5,0;6,0;4,0;;;;;2,0;1,0;Completed;2,5;1,5;2,45;1,52;2,5;1,5;2,5;1,5;;;2,42;1,64;2,55;1,65;2,42;1,55
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Youzhny M.;Dodig I.;35;92;1135;610;7,0;6,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,8;1,9;1,75;2,05;1,8;1,91;1,83;1,91;;;1,84;2,08;1,84;2,15;1,75;2,03
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Bautista R.;Pospisil V.;18;44;1865;965;7,0;6,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,72;2,0;1,8;2,0;1,73;2,0;1,8;2,0;;;1,79;2,14;1,86;2,14;1,77;2,01
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Benneteau J.;Dimitrov G.;30;10;1205;3710;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;3,75;1,25;3,5;1,28;3,75;1,25;3,6;1,25;;;4,01;1,29;4,01;1,31;3,65;1,27
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Sock J.;Nishikori K.;60;6;801;4435;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,75;1,25;3,5;1,28;3,75;1,25;4,0;1,22;;;4,54;1,24;4,54;1,29;3,83;1,25
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Murray A.;Janowicz J.;11;37;3545;1055;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,14;5,5;1,17;4,75;1,12;5,5;1,13;5,5;;;1,14;6,87;1,19;6,87;1,14;5,64
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Djokovic N.;Thiem D.;1;39;12150;1024;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,03;15,0;1,04;10,0;1,04;9,0;1,02;12,0;;;1,03;17,5;1,05;17,5;1,03;12,95
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Berdych T.;Gasquet R.;7;22;4235;1655;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,38;2,87;1,45;2,7;1,44;2,62;1,4;2,88;;;1,48;2,86;1,5;2,95;1,43;2,77
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Isner J.;Johnson S.;14;42;1925;974;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,5;2,5;1,44;2,62;1,44;2,8;;;1,54;2,66;1,55;2,8;1,47;2,62
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Monaco J.;Raonic M.;82;8;660;3965;5,0;2,0;;;;;;;;;0,0;0,0;Retired;6,0;1,12;5,5;1,12;5,5;1,12;5,5;1,13;;;6,02;1,17;6,29;1,2;5,5;1,14
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Lopez F.;Nadal R.;21;2;1745;8455;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;3,25;1,33;4,75;1,17;3,0;1,36;3,0;1,33;;;3,44;1,36;3,5;1,45;3,09;1,36
57;Shanghai;Shanghai Masters;08/10/2014;Masters 1000;Outdoor;Hard;2nd Round;3;Federer R.;Mayer L.;3;25;8170;1339;7,0;5,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,07;9,0;1,07;8,0;1,06;8,0;1,06;8,5;;;1,09;9,16;1,1;10,0;1,07;8,15
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Berdych T.;Karlovic I.;7;31;4235;1195;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,4;1,33;3,2;1,3;3,5;1,25;3,6;;;1,36;3,54;1,36;3,75;1,31;3,38
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Simon G.;Jaziri M.;29;87;1220;638;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,16;5,0;1,18;4,5;1,2;4,5;1,17;4,8;;;1,21;5,13;1,22;5,13;1,18;4,69
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Ferrer D.;Murray A.;5;11;4495;3545;2,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;4,5;1,18;4,0;1,22;4,0;1,25;4,33;1,2;;;4,96;1,22;5,0;1,25;4,31;1,21
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Benneteau J.;Sock J.;30;60;1205;801;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,72;2,0;1,85;1,9;1,73;2,0;;;;;1,88;2,04;1,91;2,06;1,82;1,96
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Youzhny M.;Monaco J.;35;82;1135;660;5,0;7,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,81;2,14;1,73;2,1;1,75;2,05;1,73;2,05;;;1,72;2,0;1,88;2,16;1,75;2,04
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Djokovic N.;Kukushkin M.;1;85;12150;642;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,02;19,0;1,02;12,0;1,02;15,0;1,01;13,0;;;1,03;19,0;1,04;20,0;1,02;14,53
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Lopez F.;Isner J.;21;14;1745;1925;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,0;1,72;2,05;1,75;2,0;1,8;2,1;1,67;;;2,12;1,83;2,19;1,83;2,04;1,76
57;Shanghai;Shanghai Masters;09/10/2014;Masters 1000;Outdoor;Hard;3rd Round;3;Federer R.;Bautista R.;3;18;8170;1865;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,14;5,5;1,16;5,0;1,17;5,0;1,15;5,0;;;1,19;5,54;1,2;5,75;1,17;4,96
57;Shanghai;Shanghai Masters;10/10/2014;Masters 1000;Outdoor;Hard;Quarterfinals;3;Simon G.;Berdych T.;29;7;1220;4235;7,0;6,0;4,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;3,75;1,28;3,4;1,3;3,5;1,3;3,4;1,3;;;3,83;1,32;3,83;1,33;3,47;1,3
57;Shanghai;Shanghai Masters;10/10/2014;Masters 1000;Outdoor;Hard;Quarterfinals;3;Lopez F.;Youzhny M.;21;35;1745;1135;5,0;7,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,57;2,37;1,55;2,4;1,62;2,25;1,57;2,4;;;1,7;2,31;1,7;2,55;1,59;2,32
