ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Lapentti N.;Gaudio G.;28,0;21,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,833;1,833;2,0;1,75;1,95;1,82;1,9;1,6;1,833;1,833;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Lee H.T.;Clement A.;94,0;37,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,625;1,444;2,5;1,5;2,75;1,35;2,3;1,4;2,75;1,4;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Mantilla F.;Hewitt L.;55,0;1,0;2,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;6,5;1,1;8,0;1,07;6,0;1,11;4,5;1,1;6,0;1,111;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Martin T.;Rusedski G.;47,0;39,0;3,0;6,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,727;2,0;1,75;2,0;1,73;1,92;1,65;1,85;1,727;2,0;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Moya C.;Boutter J.;16,0;51,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,5;2,5;1,45;2,5;1,35;2,5;1,5;2,5;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Nalbandian D.;Saulnier C.;14,0;156,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,4;2,8;1,41;2,85;1,3;2,7;1,4;2,75;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Nieminen J.;Krajicek R.;38,0;153,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,375;1,533;2,55;1,48;2,2;1,58;2,1;1,5;2,375;1,533;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Novak J.;Malisse X.;13,0;24,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,8;1,909;2,0;1,75;1,89;1,88;1,65;1,85;1,8;1,909;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Pavel A.;Kuerten G.;17,0;20,0;7,0;5,0;;;;;;;;;1,0;0,0;Retired;2,625;1,444;2,7;1,43;2,32;1,48;2,3;1,4;2,625;1,444;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Pless K.;Nestor D.;88,0;651,0;6,0;3,0;4,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,571;2,25;1,5;2,45;;;1,6;1,9;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Rios M.;Carlsen K.;27,0;109,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Robredo T.;Schuettler R.;34,0;26,0;6,0;3,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,0;1,727;2,15;1,65;1,81;1,81;1,75;1,75;2,0;1,727;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Roddick A.;Hrbaty D.;12,0;53,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,143;5,0;1,18;4,5;1,22;3,75;1,2;3,3;1,167;4,5;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Safin M.;Chela J.I.;2,0;25,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,333;3,25;1,4;2,8;1,37;2,75;1,35;2,5;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Sampras P.;Ferreira W.;15,0;45,0;7,0;6,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,571;2,25;1,6;2,25;1,64;2,25;1,5;2,1;1,615;2,2;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Santoro F.;Dancevic F.;40,0;625,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,143;5,0;1,15;5,0;1,17;4,0;1,1;4,5;1,167;4,5;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Schalken S.;Black W.;22,0;271,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Spadea V.;Costa A.;74,0;7,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,375;1,533;2,25;1,6;2,3;1,5;2,1;1,5;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Srichaphan P.;Kratochvil M.;60,0;36,0;6,0;3,0;6,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;2,0;1,727;1,85;1,9;1,87;1,76;1,8;1,7;1,9;1,8;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Stepanek R.;Kim A.;85,0;116,0;6,0;2,0;2,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,571;2,25;1,65;2,15;1,6;2,2;1,5;2,1;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;1st Round;3,0;Zabaleta M.;Sanguinetti D.;35,0;54,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,8;1,909;1,85;1,9;1,74;1,95;1,75;1,75;1,833;1,833;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Canas G.;Srichaphan P.;19,0;60,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,36;3,0;;;1,35;2,5;1,333;3,0;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Dent T.;Mantilla F.;75,0;55,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,444;2,625;1,45;2,65;;;1,45;2,2;1,444;2,625;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Grosjean S.;Nieminen J.;11,0;38,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,444;2,625;1,42;2,75;;;1,5;2,1;1,4;2,75;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Haas T.;Schalken S.;3,0;22,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,571;2,25;1,6;2,25;;;1,55;2,0;1,533;2,375;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Henman T.;Blake J.;4,0;31,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,55;2,4;;;1,45;2,2;1,444;2,625;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Kafelnikov Y.;El Aynaoui Y.;5,0;18,0;6,0;7,0;6,0;4,0;7,0;5,0;;;;;2,0;1,0;Completed;1,533;2,375;1,6;2,25;;;1,45;2,2;1,5;2,375;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Koubek S.;Ferrero J.C.;42,0;8,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,75;1,4;3,05;1,35;;;2,7;1,3;2,75;1,4;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Martin T.;Johansson T.;47,0;9,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,833;1,833;1,85;1,9;;;1,75;1,75;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Nalbandian D.;Robredo T.;14,0;34,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,667;2,1;1,85;1,9;;;1,55;2,0;1,727;2,0;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Novak J.;Zabaleta M.;13,0;35,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,36;3,0;;;1,35;2,5;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Rios M.;Moya C.;27,0;16,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,25;1,571;2,6;1,45;;;2,3;1,4;2,25;1,571;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Roddick A.;Lapentti N.;12,0;28,0;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,286;3,5;1,3;3,3;;;1,3;2,7;1,333;3,0;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Safin M.;Pavel A.;2,0;17,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,364;3,0;1,32;3,25;;;1,35;2,5;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Sampras P.;Lee H.T.;15,0;94,0;3,0;6,0;7,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,25;3,75;1,28;3,4;;;1,3;2,7;1,25;3,5;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Santoro F.;Pless K.;40,0;88,0;4,0;6,0;6,0;2,0;7,0;6,0;;;;;2,0;1,0;Completed;1,444;2,625;1,45;2,7;;;1,4;2,3;1,444;2,625;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;2nd Round;3,0;Stepanek R.;Spadea V.;85,0;74,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,1;1,667;2,1;1,68;;;2,0;1,55;2,1;1,667;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Canas G.;Kafelnikov Y.;19,0;5,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,833;1,833;1,8;1,95;;;1,75;1,75;1,909;1,8;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Grosjean S.;Stepanek R.;11,0;85,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,333;3,25;1,33;3,15;;;1,3;2,7;1,286;3,4;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Haas T.;Sampras P.;3,0;15,0;7,0;6,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,8;1,909;1,9;1,85;;;1,75;1,75;1,8;1,909;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Nalbandian D.;Henman T.;14,0;4,0;4,0;6,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;3,25;1,333;3,1;1,33;;;2,5;1,35;2,875;1,364;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Novak J.;Dent T.;13,0;75,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,533;2,375;1,55;2,4;;;1,55;2,0;1,571;2,25;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Roddick A.;Koubek S.;12,0;42,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,75;1,25;3,65;;;1,25;3,0;1,222;3,8;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Safin M.;Rios M.;2,0;27,0;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,333;3,25;1,36;3,0;;;1,35;2,5;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;3rd Round;3,0;Santoro F.;Martin T.;40,0;47,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,0;1,364;3,0;1,36;;;2,7;1,3;;;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Quarterfinals;3,0;Canas G.;Safin M.;19,0;2,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,5;1,5;2,3;1,57;;;1,9;1,6;2,25;1,571;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Quarterfinals;3,0;Haas T.;Santoro F.;3,0;40,0;6,0;4,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,286;3,5;1,33;3,15;;;1,3;2,7;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Quarterfinals;3,0;Novak J.;Grosjean S.;13,0;11,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,909;1,8;1,95;1,8;;;1,85;1,65;1,909;1,8;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Quarterfinals;3,0;Roddick A.;Nalbandian D.;12,0;14,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,364;3,0;1,4;2,8;;;1,4;2,3;1,364;2,875;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Semifinals;3,0;Canas G.;Haas T.;19,0;3,0;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,909;1,8;2,0;1,75;;;1,75;1,75;1,833;1,833;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;Semifinals;3,0;Roddick A.;Novak J.;12,0;13,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,53;2,4;;;1,5;2,1;1,5;2,5;;;;;;;;;;;;;;;;
46,0;Toronto;Toronto TMS;29/07/2002;Masters;Outdoor;Hard;The Final;3,0;Canas G.;Roddick A.;19,0;12,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,5;1,5;2,45;1,52;;;2,2;1,45;;;;;;;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Ferrer D.;Larose S.;42,0;193,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,533;2,375;1,6;2,25;;;1,4;2,3;;;1,65;2,2;1,654;2,33;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Chela J.I.;Malisse X.;17,0;37,0;6,0;3,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;2,2;1,615;2,15;1,7;;;1,85;1,65;;;2,15;1,65;2,13;1,752;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Mirnyi M.;Kratochvil M.;34,0;170,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,833;1,833;1,9;1,9;;;1,7;1,8;;;2,05;1,75;1,971;1,855;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Johansson J.;Llodra M.;33,0;56,0;1,0;6,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,533;2,375;;;;;1,65;1,85;;;1,58;2,4;1,633;2,38;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Andreev I.;Sargsian S.;57,0;55,0;7,0;5,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,533;2,375;1,65;2,25;;;1,45;2,2;;;1,6;2,25;1,671;2,29;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Santoro F.;Ferrero J.C.;58,0;7,0;3,0;2,0;;;;;;;;;0,0;0,0;Retired;3,4;1,3;3,3;1,33;;;2,5;1,35;;;3,35;1,3;3,4;1,357;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Saulnier C.;Nestor D.;70,0;542,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,167;4,5;1,2;4,25;;;1,2;3,3;;;1,2;4,25;1,227;4,7;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Hernych J.;Labadze I.;109,0;43,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;1,65;1,85;;;;;1,667;2,3;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Bogomolov A.;Karlovic I.;117,0;59,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,375;1,533;2,15;1,7;;;2,0;1,55;;;2,08;1,7;2,27;1,68;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;26/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Soderling R.;Enqvist T.;50,0;53,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,833;1,833;2,0;1,81;;;1,75;1,75;;;2,15;1,65;2,15;1,741;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;27/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Srichaphan P.;Pavel A.;15,0;16,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,444;2,625;1,5;2,6;;;1,5;2,1;;;1,55;2,35;1,524;2,71;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;27/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Agassi A.;Haas T.;11,0;66,0;4,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,615;2,2;1,67;2,2;;;1,5;2,1;;;1,7;2,1;1,685;2,26;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;27/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Robredo T.;Lee H.T.;27,0;78,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,571;2,25;1,7;2,15;;;1,55;2,0;;;1,55;2,35;1,667;2,3;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;27/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Kuerten G.;Ginepri R.;23,0;40,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,667;2,2;1,67;;;1,9;1,6;;;2,2;1,65;2,41;1,621;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Spadea V.;Dancevic F.;21,0;225,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,4;1,28;3,5;;;1,35;2,5;;;1,3;3,35;1,333;3,55;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Novak J.;Bjorkman J.;22,0;38,0;5,0;7,0;7,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;1,4;2,75;1,5;2,6;;;1,4;2,3;;;1,4;2,85;1,526;2,7;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Gonzalez F.;Schuettler R.;19,0;8,0;3,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;1,8;1,909;1,85;1,95;;;1,75;1,75;;;1,8;1,95;1,741;2,15;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Melzer J.;Hrbaty D.;61,0;20,0;4,0;6,0;7,0;5,0;7,0;6,0;;;;;2,0;1,0;Completed;2,625;1,444;2,85;1,42;;;2,0;1,55;;;2,6;1,45;3,01;1,433;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Ljubicic I.;Beck K.;26,0;63,0;6,0;2,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,5;2,5;1,6;2,35;;;1,5;2,1;;;1,48;2,53;1,556;2,6;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Johansson T.;Massu N.;99,0;13,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,48;2,65;;;;;;;1,4;2,85;1,541;2,65;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Moya C.;Verdasco F.;4,0;32,0;6,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,333;3,25;1,3;3,5;;;1,3;2,7;;;1,3;3,35;1,282;4,0;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Federer R.;Arazi H.;1,0;36,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,063;8,0;1,08;7,75;;;1,05;5,0;;;1,07;7,19;1,063;13,0;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Carraz G.;Grosjean S.;73,0;12,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;4,5;1,167;4,25;1,22;;;3,3;1,2;;;4,25;1,2;4,35;1,25;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Lopez F.;Escude N.;30,0;67,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;1,6;2,35;;;1,5;2,1;;;1,65;2,2;1,694;2,24;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Kiefer N.;Safin M.;25,0;14,0;6,0;7,0;6,0;4,0;7,0;6,0;;;;;2,0;1,0;Completed;2,1;1,667;1,95;1,85;;;1,75;1,75;;;1,95;1,8;2,16;1,735;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Reid T.;Gaudio G.;127,0;9,0;7,0;6,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;2,25;1,571;2,15;1,7;;;2,3;1,4;;;2,1;1,7;2,44;1,61;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Niemeyer F.;Sanchez D.;231,0;54,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,0;1,727;1,9;1,85;;;1,8;1,7;;;1,87;1,87;2,06;1,794;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Youzhny M.;Nalbandian D.;46,0;6,0;3,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;3,25;1,333;2,95;1,4;;;2,3;1,4;;;2,92;1,37;3,4;1,357;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Henman T.;Zabaleta M.;5,0;39,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,286;3,5;1,28;3,65;;;1,35;2,5;;;1,3;3,35;1,328;3,6;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;28/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Hewitt L.;Nadal R.;10,0;62,0;1,0;6,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;1,25;3,75;1,28;3,65;;;1,25;3,0;;;1,25;3,75;1,334;3,59;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Roddick A.;Benneteau J.;2,0;76,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,063;8,0;1,08;8,0;;;1,1;4,5;;;1,07;7,19;1,086;9,6;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;1st Round;3,0;Horna L.;Coria G.;41,0;3,0;4,0;1,0;;;;;;;;;0,0;0,0;Retired;5,0;1,143;4,85;1,18;;;3,3;1,2;;;5,5;1,13;7,1;1,125;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Federer R.;Soderling R.;1,0;50,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,071;7,5;1,08;8,0;;;1,05;5,0;;;1,07;7,19;1,059;14,0;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Mirnyi M.;Srichaphan P.;34,0;15,0;3,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;2,625;1,444;2,7;1,47;;;2,3;1,4;;;2,65;1,45;2,65;1,541;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Moya C.;Bogomolov A.;4,0;117,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,167;4,5;1,16;5,25;;;1,25;3,0;;;1,17;4,67;1,2;5,0;;;;;;;;;;;;
