ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Kiefer N.;Ferrer D.;25,0;42,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,222;4,0;1,22;4,25;;;1,25;3,0;;;1,21;4,06;1,23;4,65;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Hernych J.;Reid T.;109,0;127,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,727;2,0;1,7;2,15;;;1,55;2,0;;;1,75;2,0;1,714;2,2;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Melzer J.;Agassi A.;61,0;11,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;5,5;1,125;5,5;1,15;;;4,5;1,1;;;5,2;1,15;5,75;1,16;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Gonzalez F.;Spadea V.;19,0;21,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,6;2,35;;;1,5;2,1;;;1,55;2,4;1,649;2,34;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Santoro F.;Ljubicic I.;58,0;26,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,75;1,4;2,95;1,4;;;2,3;1,4;;;2,85;1,4;3,45;1,345;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Hewitt L.;Novak J.;10,0;22,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,222;4,0;1,18;4,85;;;1,2;3,3;;;1,18;4,45;1,182;5,3;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Kuerten G.;Henman T.;23,0;5,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,75;1,4;2,6;1,5;;;2,1;1,5;;;2,35;1,55;2,45;1,606;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Chela J.I.;Robredo T.;17,0;27,0;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,833;1,833;1,9;1,9;;;1,75;1,75;;;1,87;1,87;1,806;2,04;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Roddick A.;Lopez F.;2,0;30,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,083;7,0;1,11;6,5;;;1,1;4,5;;;1,1;6,25;1,091;9,25;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Johansson T.;Andreev I.;99,0;57,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,667;2,1;1,73;2,1;;;1,65;1,85;;;1,75;2,0;1,769;2,1;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Saulnier C.;Youzhny M.;70,0;46,0;4,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;2,25;1,571;2,2;1,67;;;2,0;1,55;;;2,2;1,65;2,13;1,752;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Horna L.;Niemeyer F.;41,0;231,0;6,0;7,0;7,0;5,0;6,0;3,0;;;;;2,0;1,0;Completed;1,533;2,375;1,67;2,2;;;1,5;2,1;;;1,75;2,0;1,645;2,35;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;2nd Round;3,0;Johansson J.;Carraz G.;33,0;73,0;7,0;6,0;6,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;1,571;2,25;1,654;2,25;;;1,6;1,9;;;1,65;2,2;1,68;2,27;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Federer R.;Mirnyi M.;1,0;34,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,125;5,5;1,13;5,5;;;;;;;;;1,121;7,3;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;29/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Kiefer N.;Moya C.;25,0;4,0;6,0;4,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,2;1,615;2,25;1,6;;;;;;;;;2,29;1,671;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Melzer J.;Gonzalez F.;61,0;19,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,625;1,444;2,75;1,45;;;2,2;1,45;;;2,6;1,45;3,0;1,435;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Hernych J.;Kuerten G.;109,0;23,0;5,0;7,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;3,5;1,286;3,3;1,33;;;2,5;1,35;;;3,1;1,35;3,55;1,333;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Santoro F.;Hewitt L.;58,0;10,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;5,5;1,125;8,0;1,08;;;3,8;1,15;;;5,5;1,13;6,5;1,138;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Johansson T.;Horna L.;99,0;41,0;3,0;6,0;7,0;5,0;6,0;1,0;;;;;2,0;1,0;Completed;1,286;3,5;1,3;3,5;;;;;;;;;1,308;3,75;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Johansson J.;Saulnier C.;33,0;70,0;7,0;6,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,571;2,25;;;;;;;;;;;1,746;2,14;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;3rd Round;3,0;Roddick A.;Chela J.I.;2,0;17,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,1;6,5;1,13;6,0;;;1,1;4,5;;;1,15;4,9;1,149;6,1;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;Quarterfinals;3,0;Federer R.;Santoro F.;1,0;58,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,04;9,0;1,05;10,0;;;1,05;6,0;;;1,05;8,5;1,05;15,5;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;30/07/2004;Masters;Outdoor;Hard;Quarterfinals;3,0;Johansson T.;Johansson J.;99,0;33,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,909;1,8;1,92;1,88;;;1,9;1,7;;;1,75;2,0;1,826;2,05;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;31/07/2004;Masters;Outdoor;Hard;Quarterfinals;3,0;Roddick A.;Hernych J.;2,0;109,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,05;8,5;1,07;8,5;;;1,1;5,0;;;1,07;7,19;1,067;11,61;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;31/07/2004;Masters;Outdoor;Hard;Quarterfinals;3,0;Kiefer N.;Melzer J.;25,0;61,0;1,0;6,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,444;2,625;1,75;2,0;;;1,5;2,2;;;1,5;2,55;1,518;2,73;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;31/07/2004;Masters;Outdoor;Hard;Semifinals;3,0;Federer R.;Johansson T.;1,0;99,0;4,0;6,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,07;7,5;1,1;7,0;;;1,05;6,0;;;1,09;6,68;1,091;9,25;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;01/08/2004;Masters;Outdoor;Hard;Semifinals;3,0;Roddick A.;Kiefer N.;2,0;25,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,11;6,0;1,13;6,0;;;1,15;4,0;;;;;1,138;6,65;;;;;;;;;;;;
45,0;Toronto;Toronto TMS;01/08/2004;Masters;Outdoor;Hard;The Final;3,0;Federer R.;Roddick A.;1,0;2,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;1,49;2,74;;;;;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Ljubicic I.;Almagro N.;4,0;48,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,07;7,5;1,08;7,25;;;;;;;1,1;6,75;1,147;7,2;3125,0;788,0;1,12;5,8;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Dancevic F.;Polansky P.;97,0;996,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,12;5,5;;;;;;;;;1,15;5,2;1,115;8,45;420,0;9,0;1,14;5,25;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Acasuso J.;Phau B.;26,0;65,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,55;2,4;;;;;;;1,48;2,53;1,543;2,74;1105,0;614,0;1,5;2,5;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Gonzalez F.;Soderling R.;16,0;40,0;6,0;3,0;4,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,66;2,1;1,7;2,1;;;;;;;1,75;2,05;1,833;2,1;1480,0;883,0;1,77;2,0;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Johansson T.;Lopez F.;39,0;63,0;5,0;7,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;2,2;1,61;2,35;1,57;;;;;;;2,34;1,56;2,46;1,641;885,0;625,0;2,24;1,62;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Gasquet R.;Santoro F.;51,0;44,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,39;2,75;1,48;2,6;;;;;;;1,42;2,75;1,562;2,68;775,0;811,0;1,45;2,65;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Youzhny M.;Rusedski G.;45,0;72,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,53;2,37;1,6;2,3;;;;;;;1,58;2,28;1,637;2,47;805,0;555,0;1,62;2,24;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Sanguinetti D.;Nalbandian D.;68,0;3,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;6,0;1,11;6,0;1,12;;;;;;;;;7,81;1,133;585,0;3185,0;5,65;1,13;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Henman T.;Bjorkman J.;60,0;32,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,39;2,75;1,4;2,85;;;;;;;1,35;3,01;1,415;3,21;640,0;998,0;1,4;2,85;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Hrbaty D.;Kendrick R.;21,0;156,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,48;2,6;;;;;;;1,4;2,85;1,457;2,99;1290,0;266,0;1,42;2,75;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Berdych T.;Nestor D.;14,0;;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,04;10,0;1,03;11,0;;;;;;;1,04;9,25;1,045;18,0;1600,0;;1,05;10,0;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Grosjean S.;Serra F.;33,0;46,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,45;2,7;;;;;;;1,45;2,6;1,442;3,06;990,0;800,0;1,52;2,45;;;;;;;;
48,0;Toronto;Rogers Masters;07/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Moya C.;Gaudio G.;49,0;20,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,4;2,85;;;;;;;1,45;2,6;1,538;2,76;785,0;1300,0;1,44;2,7;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Srichaphan P.;Simon G.;47,0;52,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,55;2,4;;;;;;;1,6;2,3;1,613;2,53;790,0;775,0;1,57;2,33;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Blake J.;Bester P.;6,0;705,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,02;11,0;1,01;14,0;;;;;;;1,02;11,5;1,025;28,5;2220,0;23,0;1,02;20,0;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Benneteau J.;Baghdatis M.;57,0;10,0;5,0;7,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;4,33;1,19;4,4;1,2;;;;;;;4,85;1,17;5,74;1,191;703,0;1852,0;4,25;1,2;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Haas T.;Mirnyi M.;17,0;54,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,75;1,28;3,55;;;;;;;1,28;3,46;1,278;4,3;1420,0;740,0;1,28;3,6;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Ferrero J.C.;Goldstein P.;28,0;76,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,5;2,5;1,55;2,4;;;;;;;1,48;2,53;1,568;2,66;1055,0;516,0;1,48;2,55;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Hernych J.;Mahut N.;112,0;66,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,83;1,83;1,93;1,83;;;;;;;1,95;1,8;2,2;1,769;393,0;607,0;1,84;1,92;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Gremelmayr D.;Vliegen K.;117,0;37,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;382,0;910,0;;;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Malisse X.;Davydenko N.;41,0;5,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,72;2,0;1,7;2,1;;;;;;;1,65;2,15;1,685;2,36;876,0;2275,0;1,7;2,1;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Lee H.T.;Falla A.;85,0;128,0;6,0;0,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;1,44;2,62;1,42;2,8;;;;;;;1,4;2,85;1,467;2,94;487,0;351,0;1,45;2,65;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Kim K.;Ginepri R.;96,0;19,0;3,0;6,0;7,0;5,0;6,0;3,0;;;;;2,0;1,0;Completed;3,5;1,28;3,0;1,37;;;;;;;2,92;1,37;3,5;1,37;426,0;1355,0;3,12;1,34;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Nadal R.;Massu N.;2,0;38,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,04;10,0;1,04;10,0;;;;;;;1,04;9,25;1,044;18,5;4930,0;900,0;1,04;12,0;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Tursunov D.;Bracciali D.;27,0;62,0;4,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;1,28;3,5;1,25;3,85;;;;;;;1,26;3,8;1,239;4,79;1095,0;632,0;1,29;3,45;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Verdasco F.;Ram R.;25,0;265,0;3,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;1,19;4,33;1,18;4,65;;;;;;;1,2;4,45;1,196;5,6;1110,0;144,0;1,21;4,2;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Robredo T.;Safin M.;7,0;77,0;7,0;5,0;5,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;2,62;1,44;2,55;1,5;;;;;;;2,46;1,51;2,75;1,541;2050,0;515,0;2,45;1,52;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Nieminen J.;Gabashvili T.;15,0;125,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,28;3,5;1,28;3,55;;;;;;;1,28;3,46;1,321;3,82;1600,0;355,0;1,27;3,6;;;;;;;;
48,0;Toronto;Rogers Masters;08/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Clement A.;Martin A.;43,0;50,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,28;3,5;1,25;3,85;;;;;;;1,25;3,9;1,259;4,56;827,0;779,0;1,27;3,55;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Murray A.;Ferrer D.;31,0;13,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,77;2,0;;;;;;;1,83;1,91;2,04;1,877;1035,0;1685,0;1,88;1,88;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Federer R.;Mathieu P.H.;1,0;36,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,02;12,0;1,01;14,0;;;;;;;1,01;13,5;1,029;26,0;7260,0;910,0;1,02;20,0;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;1st Round;3,0;Hewitt L.;Chela J.I.;12,0;35,0;3,0;6,0;6,0;2,0;7,0;5,0;;;;;2,0;1,0;Completed;1,33;3,25;1,28;3,55;;;;;;;1,34;3,12;1,4;3,3;1710,0;940,0;1,38;2,95;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Gonzalez F.;Ferrero J.C.;16,0;28,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,33;3,25;1,37;3,0;;;;;;;1,4;2,85;1,38;3,43;1480,0;1055,0;1,4;2,85;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Malisse X.;Srichaphan P.;41,0;47,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,53;2,37;1,53;2,45;;;;;;;1,5;2,45;1,538;2,76;876,0;790,0;1,6;2,3;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Moya C.;Gremelmayr D.;49,0;117,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,39;1,28;3,55;;;;;;;1,3;3,35;1,328;3,75;785,0;382,0;1,36;3,05;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Benneteau J.;Hrbaty D.;57,0;21,0;7,0;6,0;5,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;2,75;1,39;2,8;1,42;;;;;;;2,85;1,4;3,01;1,452;703,0;1290,0;2,5;1,5;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Acasuso J.;Robredo T.;26,0;7,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;2,75;1,39;2,7;1,45;;;;;;;2,65;1,45;2,76;1,538;1105,0;2050,0;2,5;1,5;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Berdych T.;Youzhny M.;14,0;45,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,37;3,0;;;;;;;1,4;2,85;1,41;3,24;1600,0;805,0;1,46;2,62;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Gasquet R.;Blake J.;51,0;6,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,75;1,39;2,7;1,45;;;;;;;2,6;1,45;3,16;1,424;775,0;2220,0;2,5;1,5;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Ljubicic I.;Clement A.;4,0;43,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,36;3,0;1,4;2,85;;;;;;;1,4;2,85;1,417;3,2;3125,0;827,0;1,37;3,0;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Federer R.;Grosjean S.;1,0;33,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,01;15,0;1,02;12,0;;;;;;;1,03;10,5;1,021;34,71;7260,0;990,0;1,02;20,0;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Murray A.;Henman T.;31,0;60,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,5;2,55;;;;;;;1,55;2,35;1,541;2,75;1035,0;640,0;1,45;2,65;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Sanguinetti D.;Hernych J.;68,0;112,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,72;2,0;1,88;1,88;;;;;;;1,75;2,0;1,935;1,971;585,0;393,0;1,86;1,9;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Verdasco F.;Kim K.;25,0;96,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,39;2,75;1,42;2,8;;;;;;;1,4;2,85;1,476;2,9;1110,0;426,0;1,4;2,85;;;;;;;;
48,0;Toronto;Rogers Masters;09/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Tursunov D.;Haas T.;27,0;17,0;7,0;5,0;2,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;2,75;1,39;2,85;1,4;;;;;;;2,92;1,37;3,41;1,383;1095,0;1420,0;2,65;1,45;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Nadal R.;Lee H.T.;2,0;85,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,02;13,0;1,02;12,0;;;;;;;1,03;10,5;1,042;20,0;4930,0;487,0;1,02;20,0;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Johansson T.;Hewitt L.;39,0;12,0;6,0;3,0;3,0;2,0;;;;;;;1,0;0,0;Retired;3,5;1,28;3,55;1,28;;;;;;;3,35;1,3;4,55;1,26;885,0;1710,0;3,55;1,28;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;2nd Round;3,0;Nieminen J.;Dancevic F.;15,0;97,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,19;4,33;1,18;4,65;;;;;;;1,17;4,67;1,224;5,06;1600,0;420,0;1,18;4,6;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Gonzalez F.;Ljubicic I.;16,0;4,0;6,0;4,0;6,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;2,5;1,5;2,45;1,55;;;;;;;2,4;1,55;2,55;1,606;1480,0;3125,0;2,37;1,55;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Acasuso J.;Benneteau J.;26,0;57,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,61;2,2;1,65;2,25;;;;;;;1,6;2,3;1,61;2,54;1105,0;703,0;1,57;2,35;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Gasquet R.;Verdasco F.;51,0;25,0;6,0;0,0;4,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,36;3,0;1,35;3,2;;;;;;;1,4;2,85;1,394;3,34;775,0;1110,0;1,35;3,1;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Murray A.;Moya C.;31,0;49,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,55;2,45;;;;;;;1,53;2,4;1,474;2,91;1035,0;785,0;1,44;2,7;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Malisse X.;Johansson T.;41,0;39,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,61;2,2;1,65;2,25;;;;;;;1,6;2,25;1,685;2,36;876,0;885,0;1,6;2,3;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Berdych T.;Nadal R.;14,0;2,0;6,0;1,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;6,0;1,12;5,65;1,14;;;;;;;5,5;1,13;6,5;1,164;1600,0;4930,0;4,6;1,18;;;;;;;;
48,0;Toronto;Rogers Masters;10/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Nieminen J.;Sanguinetti D.;15,0;68,0;3,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,25;3,75;1,28;3,65;;;;;;;1,28;3,46;1,294;4,1;1600,0;585,0;1,28;3,55;;;;;;;;
