ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
49,0;Cincinnati;Western & Southern Financial Group Masters;10/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Hewitt L.;Melzer J.;42,0;67,0;3,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,36;3,0;;;1,4;2,9;1,41;3,17;1015,0;770,0;;;1,4;2,75;;;1,44;3,25;1,39;2,95
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Querrey S.;Falla A.;61,0;73,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1,33;3,2;1,36;3,44;785,0;721,0;;;1,33;3,25;;;1,37;3,5;1,33;3,24
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Kohlschreiber P.;Chardy J.;24,0;33,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,83;1,83;;;1,85;1,9;1,81;2,12;1505,0;1140,0;;;1,83;1,83;1,66;2,1;1,91;2,12;1,82;1,93
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Lu Y.H.;Istomin D.;43,0;45,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,5;1,5;;;2,5;1,5;2,57;1,57;1003,0;985,0;;;2,5;1,5;2,5;1,53;2,6;1,6;2,46;1,53
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Robredo T.;Sock J.;20,0;56,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,57;2,25;;;1,65;2,2;1,81;2,11;1735,0;836,0;;;1,57;2,25;;;1,83;2,28;1,67;2,16
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Becker B.;Karlovic I.;57,0;28,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,75;1,4;;;2,9;1,4;3,01;1,44;813,0;1230,0;;;2,75;1,4;2,8;1,44;3,12;1,44;2,87;1,4
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Verdasco F.;Granollers M.;34,0;39,0;5,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,5;2,5;;;1,5;2,5;1,56;2,59;1100,0;1045,0;;;1,5;2,5;1,5;2,62;1,59;2,62;1,52;2,49
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Matosevic M.;Mahut N.;89,0;96,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,28;3,5;;;1,28;3,5;1,29;4,05;632,0;610,0;;;1,3;3,4;1,3;3,4;1,3;4,05;1,27;3,63
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Sousa J.;Buchanan C.;37,0;172,0;5,0;7,0;7,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,38;2,87;;;1,4;2,9;1,42;3,11;1052,0;302,0;;;1,4;2,75;;;1,42;3,2;1,39;2,94
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Monfils G.;Delbonis F.;23,0;63,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,16;5,0;;;1,16;5,0;1,16;6,16;1590,0;781,0;;;1,17;4,5;1,16;5,0;1,17;6,16;1,15;5,18
