ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Seppi A.,Klizan M.,22,29,1620,1193,6,2,2,6,7,6,,,,,2,1,Completed,1.4,2.75,1.5,2.5,1.53,2.38,1.5,2.8,1.44,2.63,1.56,3,1.48,2.6
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Berlocq C.,Istomin D.,54,43,800,907,7,6,6,2,,,,,,,2,0,Completed,4,1.22,3.75,1.25,4,1.22,4.1,1.28,3.5,1.25,4.45,1.3,3.75,1.26
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Anderson K.,Bellucci T.,39,35,1020,1112,6,2,6,1,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.7,2.29,1.62,2.2,1.71,2.6,1.62,2.24
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Janowicz J.,Kohlschreiber P.,69,19,682,1830,7,6,6,4,,,,,,,2,0,Completed,2.37,1.53,2.35,1.55,2.5,1.5,2.44,1.63,2.25,1.57,2.56,1.63,2.35,1.57
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Benneteau J.,Troicki V.,37,33,1075,1135,6,4,7,5,,,,,,,2,0,Completed,1.28,3.5,1.35,3,1.33,3.25,1.32,3.75,1.36,2.88,1.4,3.8,1.33,3.24
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Falla A.,Mayer F.,56,28,794,1295,7,6,6,2,,,,,,,2,0,Completed,2,1.72,2,1.75,2.1,1.67,2.37,1.66,2.1,1.67,2.37,1.8,2.08,1.71
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Granollers M.,Youzhny M.,24,27,1545,1335,6,4,6,3,,,,,,,2,0,Completed,4.5,1.18,3.75,1.25,4,1.22,4.18,1.27,4,1.2,5.2,1.27,4.08,1.23
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Ramos A.,Lopez F.,48,36,830,1085,7,6,6,4,,,,,,,2,0,Completed,3.25,1.33,3,1.35,3,1.36,3.27,1.39,2.88,1.36,3.35,1.42,3.06,1.36
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Simon G.,Baghdatis M.,20,32,1815,1150,7,5,6,1,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.67,2.1,1.66,2.38,1.62,2.2,1.73,2.38,1.64,2.21
64,Paris,BNP Paribas Masters,29/10/12,Masters 1000,Indoor,Hard,1st Round,3,Paire B.,Andujar P.,44,40,902,950,6,3,6,4,,,,,,,2,0,Completed,1.16,5,1.18,4.5,1.2,4.33,1.19,5.36,1.2,4,1.25,5.5,1.2,4.44
