ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Basilashvili N.,Millman J.,22,35,1767,1205,6,4,,,,,,,,,1,0,Retired,1.57,2.25,1.6,2.45,,,1.68,2.33,1.69,2.56,1.6,2.36
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Dzumhur D.,Gojowczyk P.,52,61,940,881,6,4,7,6,,,,,,,2,0,Completed,2.25,1.57,2.35,1.65,,,2.35,1.67,2.52,1.68,2.28,1.64
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Khachanov K.,Krajinovic F.,18,34,1845,1235,7,5,6,2,,,,,,,2,0,Completed,1.33,3.25,1.35,3.5,,,1.33,3.67,1.38,3.68,1.33,3.37
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Kohlschreiber P.,Haase R.,43,47,1080,1020,6,7,6,4,6,2,,,,,2,1,Completed,1.5,2.5,1.57,2.55,,,1.67,2.35,1.67,2.55,1.6,2.35
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Bautista Agut R.,Johnson S.,25,36,1650,1190,6,4,7,6,,,,,,,2,0,Completed,1.36,3,1.4,3.2,,,1.43,3.09,1.43,3.26,1.37,3.12
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Mannarino A.,Humbert U.,46,99,1045,595,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,1.8,2.1,,,1.81,2.12,1.83,2.25,1.75,2.1
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Sousa J.,Cecchinato M.,48,20,1017,1829,7,5,6,3,,,,,,,2,0,Completed,1.4,2.75,1.38,3,,,1.43,3.09,1.43,3.35,1.37,3.12
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Lopez F.,De Minaur A.,71,33,770,1308,6,7,6,4,7,6,,,,,2,1,Completed,2.37,1.53,2.45,1.6,,,2.5,1.6,2.5,1.63,2.39,1.58
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Gasquet R.,Shapovalov D.,28,29,1535,1440,6,4,7,6,,,,,,,2,0,Completed,1.53,2.37,1.57,2.55,,,1.58,2.56,1.67,2.6,1.56,2.45
66,Paris,BNP Paribas Masters,29/10/18,Masters 1000,Indoor,Hard,1st Round,3,Tiafoe F.,Mahut N.,44,169,1055,324,7,6,6,2,,,,,,,2,0,Completed,1.66,2.1,1.73,2.2,,,1.72,2.25,1.74,2.39,1.68,2.2
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Medvedev D.,Carreno Busta P.,17,24,1977,1705,6,2,6,2,,,,,,,2,0,Completed,1.28,3.5,1.32,3.7,,,1.32,3.76,1.35,3.76,1.3,3.54
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Verdasco F.,Chardy J.,27,40,1545,1110,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.67,2.3,,,1.74,2.22,1.75,2.3,1.68,2.21
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Kukushkin M.,Herbert P.H.,54,57,930,903,3,6,6,3,7,5,,,,,2,1,Completed,2.2,1.61,2.2,1.73,,,2.16,1.78,2.27,1.8,2.12,1.74
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Fucsovics M.,Paire B.,42,56,1097,910,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2.2,1.73,,,2.26,1.71,2.26,1.75,2.16,1.7
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Simon G.,Pouille L.,31,32,1335,1325,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.6,2.45,,,1.63,2.44,1.65,2.45,1.6,2.35
66,Paris,BNP Paribas Masters,30/10/18,Masters 1000,Indoor,Hard,1st Round,3,Raonic M.,Tsonga J.W.,21,256,1810,210,6,7,7,6,7,6,,,,,2,1,Completed,1.66,2.1,1.67,2.3,,,1.65,2.38,1.78,2.38,1.7,2.18
