ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
64,Paris,BNP Paribas Masters,09/11/10,Masters 1000,Indoor,Hard,1st Round,3,Monaco J.,Querrey S.,24,20,1480,1850,7,6,6,2,,,,,,,2,0,Completed,2.37,1.53,2.25,1.6,2.2,1.62,2.61,1.57,2.38,1.57,2.61,1.66,2.32,1.58
64,Paris,BNP Paribas Masters,09/11/10,Masters 1000,Indoor,Hard,1st Round,3,Nalbandian D.,Granollers M.,25,45,1435,1031,6,3,6,1,,,,,,,2,0,Completed,1.16,4.5,1.22,4,1.2,4.33,1.19,5.48,1.17,5,1.24,5.5,1.19,4.44
64,Paris,BNP Paribas Masters,09/11/10,Masters 1000,Indoor,Hard,1st Round,3,Stakhovsky S.,Marchenko I.,55,96,914,569,6,2,6,2,,,,,,,2,0,Completed,1.9,1.8,1.85,1.9,1.83,1.83,2.06,1.86,2,1.8,2.1,2.05,1.89,1.85
64,Paris,BNP Paribas Masters,09/11/10,Masters 1000,Indoor,Hard,1st Round,3,Bellucci T.,Kohlschreiber P.,30,33,1355,1215,7,6,5,7,6,3,,,,,2,1,Completed,2.5,1.5,2.35,1.55,2.5,1.5,2.64,1.56,2.25,1.62,2.64,1.63,2.45,1.52
64,Paris,BNP Paribas Masters,09/11/10,Masters 1000,Indoor,Hard,1st Round,3,Simon G.,Golubev A.,43,36,1050,1145,3,6,6,4,6,3,,,,,2,1,Completed,1.36,3,1.4,2.8,1.4,2.75,1.36,3.55,1.36,3,1.43,3.6,1.37,2.99
64,Paris,BNP Paribas Masters,08/11/10,Masters 1000,Indoor,Hard,1st Round,3,Nieminen J.,Malisse X.,39,63,1090,812,6,4,6,3,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.31,3.88,1.33,3.25,1.44,4.4,1.31,3.33
64,Paris,BNP Paribas Masters,08/11/10,Masters 1000,Indoor,Hard,1st Round,3,Becker B.,Istomin D.,59,44,852,1041,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2,1.75,2,1.73,2.14,1.81,2.1,1.73,2.25,1.81,2.06,1.71
64,Paris,BNP Paribas Masters,08/11/10,Masters 1000,Indoor,Hard,1st Round,3,Clement A.,Lopez F.,72,31,697,1300,6,7,7,6,6,3,,,,,2,1,Completed,1.9,1.8,1.95,1.8,2,1.73,2.25,1.74,2,1.8,2.28,1.9,2,1.76
64,Paris,BNP Paribas Masters,08/11/10,Masters 1000,Indoor,Hard,1st Round,3,Fognini F.,Berrer M.,65,50,801,960,7,5,3,6,6,4,,,,,2,1,Completed,2.5,1.5,2.5,1.5,2.38,1.53,2.59,1.58,2.38,1.57,2.65,1.62,2.49,1.51
64,Paris,BNP Paribas Masters,08/11/10,Masters 1000,Indoor,Hard,1st Round,3,Stepanek R.,Russell M.,41,84,1065,601,6,2,6,0,,,,,,,2,0,Completed,1.28,3.5,1.35,3,1.33,3.25,1.31,3.88,1.33,3.25,1.35,3.88,1.3,3.38
