ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bu Y.,45,186,1010,331,7,6,2,6,1,2,,,,,1,1,Retired,1.25,4,1.27,4.16,1.27,4.23,1.25,3.93
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Zapata Miralles B.,122,70,495,766,6,1,7,6,,,,,,,2,0,Completed,1.3,3.5,1.39,3.22,1.39,3.53,1.34,3.26
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Altmaier D.,48,47,970,971,6,4,3,6,7,6,,,,,2,1,Completed,1.53,2.5,1.56,2.58,1.56,2.6,1.52,2.49
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Wawrinka S.,55,46,913,982,6,4,7,6,,,,,,,2,0,Completed,3,1.4,3.21,1.39,3.21,1.41,2.99,1.38
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Sweeny D.,Daniel T.,273,97,214,629,6,2,6,3,,,,,,,2,0,Completed,4,1.25,4.19,1.27,4.23,1.3,3.85,1.26
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Fognini F.,69,128,766,474,6,2,6,4,,,,,,,2,0,Completed,1.3,3.5,1.27,4.16,1.33,4.16,1.29,3.59
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Te R.,82,489,721,82,6,2,6,4,,,,,,,2,0,Completed,1.2,4.5,1.22,4.79,1.24,4.79,1.21,4.38
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Marozsan F.,Rinderknech A.,91,68,662,791,7,6,6,2,,,,,,,2,0,Completed,2.63,1.5,2.63,1.54,2.65,1.54,2.53,1.51
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Hanfmann Y.,Duckworth J.,53,139,933,438,6,4,6,7,6,3,,,,,2,1,Completed,1.53,2.5,1.5,2.76,1.57,2.76,1.51,2.53
56,Shanghai,Shanghai Masters,04/10/2023,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Moutet C.,38,119,1120,497,6,2,6,3,,,,,,,2,0,Completed,1.3,3.5,1.38,3.29,1.38,3.75,1.31,3.44
