ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Muller A.,Nardi L.,74,89,748,649,4,6,6,1,6,1,,,,,2,1,Completed,1.53,2.5,1.62,2.43,1.62,2.51,1.56,2.38
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Opelka R.,62,309,843,167,6,4,7,6,,,,,,,2,0,Completed,1.91,1.91,1.84,2.06,1.91,2.07,1.83,1.95
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Nagal S.,560,83,63,681,6,3,6,3,,,,,,,2,0,Completed,1.57,2.38,1.63,2.42,1.67,2.42,1.6,2.3
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Carreno Busta P.,67,203,799,287,7,6,6,2,,,,,,,2,0,Completed,2.38,1.57,2.24,1.71,2.4,1.73,2.22,1.64
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Dzumhur D.,46,96,1160,599,6,4,6,3,,,,,,,2,0,Completed,1.25,4,1.26,4.23,1.29,4.25,1.25,3.88
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Bautista Agut R.,54,57,955,896,3,6,6,3,6,2,,,,,2,1,Completed,2.75,1.44,2.66,1.53,2.75,1.53,2.6,1.48
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Cazaux A.,Cilic M.,92,211,622,278,6,4,6,4,,,,,,,2,0,Completed,2.5,1.53,2.3,1.68,2.5,1.73,2.31,1.6
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Darderi L.,81,42,691,1265,6,4,6,7,6,4,,,,,2,1,Completed,2.1,1.73,2.11,1.8,2.11,1.92,2.02,1.77
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Sonego L.,102,49,568,1081,7,6,7,6,,,,,,,2,0,Completed,1.5,2.63,1.66,2.34,1.66,2.63,1.59,2.34
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Moutet C.,91,72,624,764,2,6,6,3,6,4,,,,,2,1,Completed,,,1.79,2.13,1.85,2.14,1.78,2.02
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Svajda Z.,Mannarino A.,131,53,452,984,6,3,1,6,6,0,,,,,2,1,Completed,2.1,1.73,2.15,1.78,2.15,1.79,2.09,1.72
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,Wong C.,51,128,1045,460,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,1.23,4.61,1.26,4.61,1.22,4.15
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Diallo G.,64,105,825,557,7,5,7,6,,,,,,,2,0,Completed,1.73,2.1,1.88,2.01,1.88,2.13,1.75,2.05
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,93,304,619,170,6,7,6,3,6,4,,,,,2,1,Completed,1.29,3.75,1.35,3.47,1.35,3.75,1.3,3.43
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Evans D.,88,170,656,341,6,2,4,6,7,6,,,,,2,1,Completed,2.5,1.53,2.43,1.62,2.5,1.64,2.37,1.57
56,Shanghai,Shanghai Masters,02/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Nishikori K.,Navone M.,153,38,388,1328,3,6,6,4,6,3,,,,,2,1,Completed,1.29,3.75,1.33,3.63,1.33,3.75,1.3,3.51
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,,,,,,,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Gaston H.,63,80,839,703,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,1.52,2.7,1.52,2.8,1.46,2.68
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,Duckworth J.,66,75,800,748,6,4,6,2,,,,,,,2,0,Completed,1.44,2.75,1.53,2.68,1.58,2.78,1.48,2.6
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Zhou Y.,Nishioka Y.,440,60,97,854,2,4,,,,,,,,,0,0,Retired,5.5,1.14,5.34,1.19,5.6,1.19,5.15,1.15
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,O Connell C.,44,71,1215,765,7,6,7,6,,,,,,,2,0,Completed,1.36,3.2,1.4,3.19,1.4,3.3,1.35,3.15
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Mensik J.,Martinez P.,65,45,822,1207,6,1,5,7,6,4,,,,,2,1,Completed,1.4,3,1.42,3.09,1.42,3.1,1.38,2.96
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,Diaz Acosta F.,40,59,1305,865,6,4,6,7,6,3,,,,,2,1,Completed,1.2,4.5,1.27,4.14,1.27,4.5,1.24,4.03
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Tu L.,47,191,1140,304,6,1,7,6,,,,,,,2,0,Completed,1.53,2.5,1.57,2.54,1.57,2.65,1.53,2.48
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Kotov P.,336,56,149,907,6,7,6,4,7,5,,,,,2,1,Completed,2,1.8,2.05,1.84,2.1,1.85,1.99,1.8
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Shevchenko A.,Ramanathan R.,58,332,875,153,6,1,7,6,,,,,,,2,0,Completed,1.22,4.33,1.23,4.7,1.23,4.7,1.21,4.32
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Zhukayev B.,61,196,853,298,7,6,6,4,,,,,,,2,0,Completed,1.2,4.5,1.23,4.64,1.24,4.64,1.21,4.29
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Zhang Zh.,73,41,763,1270,6,4,6,3,,,,,,,2,0,Completed,2.1,1.73,2.17,1.76,2.25,1.76,2.13,1.69
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci M.,Harris B.,101,106,574,552,6,3,6,4,,,,,,,2,0,Completed,1.4,3,1.46,2.89,1.49,3,1.42,2.81
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Kovacevic A.,161,76,369,740,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.75,2.18,1.76,2.32,1.69,2.14
56,Shanghai,Shanghai Masters,03/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Mpetshi G.,236,50,243,1073,7,6,7,6,,,,,,,2,0,Completed,2.1,1.73,2.1,1.81,2.25,1.81,2.11,1.71
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Bu Y.,43,69,1215,780,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.69,2.28,1.69,2.42,1.62,2.26
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Fognini F.,13,81,3045,691,6,1,6,3,,,,,,,2,0,Completed,1.07,9,1.07,10.77,1.09,10.77,1.06,8.67
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Rinderknech A.,23,62,1963,843,6,3,6,2,,,,,,,2,0,Completed,1.8,2,1.85,2.05,1.85,2.05,1.81,1.98
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Shapovalov D.,16,102,2580,568,6,3,7,5,,,,,,,2,0,Completed,1.67,2.2,1.71,2.26,1.73,2.33,1.67,2.18
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Muller A.,Auger-Aliassime F.,74,22,748,2170,6,3,6,2,,,,,,,2,0,Completed,4,1.25,3.83,1.3,4,1.3,3.65,1.27
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Baez S.,46,26,1160,1760,6,3,4,6,6,4,,,,,2,1,Completed,1.33,3.4,1.4,3.17,1.4,3.43,1.34,3.2
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Arnaldi M.,Svajda Z.,36,131,1350,452,6,7,6,2,6,4,,,,,2,1,Completed,1.44,2.75,1.53,2.65,1.53,2.75,1.48,2.62
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Nishikori K.,12,153,3390,388,7,6,6,4,,,,,,,2,0,Completed,1.5,2.63,1.54,2.64,1.55,2.64,1.5,2.55
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Cazaux A.,15,92,2645,622,6,3,6,2,,,,,,,2,0,Completed,1.29,3.75,1.3,3.81,1.33,3.81,1.3,3.45
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Fils A.,54,21,955,2250,7,6,7,6,,,,,,,2,0,Completed,3.5,1.3,3.37,1.36,3.65,1.36,3.32,1.32
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Etcheverry T.,Van De Zandschulp B.,37,67,1335,799,7,6,3,6,7,5,,,,,2,1,Completed,1.91,1.91,1.94,1.94,1.94,1.98,1.87,1.91
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Davidovich Fokina A.,33,64,1449,825,1,6,7,6,6,4,,,,,2,1,Completed,1.57,2.38,1.64,2.39,1.64,2.58,1.56,2.38
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Seyboth Wild T.,5,88,5375,656,7,5,7,5,,,,,,,2,0,Completed,1.07,9,1.08,9.83,1.09,9.91,1.07,8.33
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Wu Y.,Jarry N.,560,29,63,1555,6,2,6,1,,,,,,,2,0,Completed,2,1.8,1.98,1.91,2.02,1.91,1.95,1.83
56,Shanghai,Shanghai Masters,04/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Vukic A.,Ruud C.,91,9,624,3965,6,4,6,4,,,,,,,2,0,Completed,3.4,1.33,3.32,1.37,3.4,1.37,3.21,1.34
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Shang J.,2,51,7010,1045,6,2,6,2,,,,,,,2,0,Completed,1.08,8,1.1,8.82,1.11,8.82,1.08,7.59
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Watanuki Y.,Nakashima B.,336,35,149,1375,7,6,6,3,,,,,,,2,0,Completed,3.75,1.29,3.61,1.33,3.75,1.33,3.55,1.29
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Rublev A.,65,6,822,4700,6,7,6,4,6,3,,,,,2,1,Completed,3.5,1.3,3.61,1.33,3.61,1.33,3.41,1.31
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Shevchenko A.,Cerundolo F.,58,31,875,1550,7,6,7,5,,,,,,,2,0,Completed,3,1.4,2.92,1.46,3.1,1.46,2.86,1.41
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Daniel T.,1,93,11010,619,6,1,6,4,,,,,,,2,0,Completed,1.02,21,1.02,27.06,1.02,27.06,1.01,16.19
56,Shanghai,Shanghai Masters,05/10/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,Munar J.,34,63,1400,839,7,6,6,4,,,,,,,2,0,Completed,1.33,3.4,1.4,3.19,1.4,3.46,1.36,3.17
