ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
58,Shanghai,Shanghai Masters,07/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Verdasco F.,Soeda G.,23,55,1480,759,6,2,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.29,3.5,1.32,3.75,1.29,3.25,1.35,3.95,1.3,3.43
58,Shanghai,Shanghai Masters,07/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Harrison R.,19,54,1855,770,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.45,2.65,1.44,2.62,1.5,2.8,1.44,2.63,1.5,3.15,1.43,2.74
58,Shanghai,Shanghai Masters,07/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Klizan M.,Bellucci T.,34,39,1148,967,6,3,6,4,,,,,,,2,0,Completed,1.72,2,1.75,2,1.67,2.1,1.75,2.2,1.8,1.91,1.83,2.22,1.75,2.03
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Petzschner P.,52,100,803,544,7,6,6,4,,,,,,,2,0,Completed,1.66,2.1,1.65,2.15,1.62,2.2,1.72,2.26,1.57,2.25,1.77,2.35,1.67,2.15
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,Andujar P.,56,40,751,950,7,5,6,3,,,,,,,2,0,Completed,1.3,3.4,1.35,3,1.33,3.25,1.39,3.29,1.33,3,1.39,3.45,1.34,3.18
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Li Z.,22,380,1530,109,6,3,6,1,,,,,,,2,0,Completed,1.03,15,1.01,12,1.04,9,1.02,22.73,1.04,9,1.04,22.73,1.02,13.24
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Bogomolov A.,116,94,495,565,7,6,6,4,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.77,2.18,1.57,2.25,1.77,2.4,1.66,2.17
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Kubot L.,16,72,2200,650,7,5,6,3,,,,,,,2,0,Completed,1.16,5,1.19,4.3,1.05,4.33,1.2,5.27,1.2,4,1.23,5.8,1.19,4.59
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Nieminen J.,38,37,985,1037,6,2,7,6,,,,,,,2,0,Completed,1.53,2.37,1.55,2.35,1.53,2.38,1.54,2.66,1.57,2.25,1.75,2.66,1.58,2.31
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Berrer M.,26,119,1415,476,6,2,7,6,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.4,3.23,1.36,2.88,1.55,3.55,1.4,2.85
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Baker B.,13,61,2370,727,6,2,6,3,,,,,,,2,0,Completed,1.18,4.5,1.22,4,1.14,5,1.19,5.54,1.22,3.75,1.25,5.54,1.2,4.44
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Dolgopolov O.,Chardy J.,20,31,1770,1223,6,3,6,2,,,,,,,2,0,Completed,1.57,2.25,1.55,2.35,1.53,2.38,1.66,2.37,1.57,2.25,1.69,2.6,1.58,2.32
58,Shanghai,Shanghai Masters,08/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Haas T.,Almagro N.,21,11,1553,2515,4,6,7,6,6,2,,,,,2,1,Completed,2,1.72,1.95,1.8,1.83,1.83,1.99,1.92,1.91,1.8,2.35,1.95,1.94,1.81
58,Shanghai,Shanghai Masters,09/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Ramos A.,17,46,1955,890,7,6,7,6,,,,,,,2,0,Completed,1.12,6,1.13,5.5,1.11,6,1.13,7.04,1.14,5,1.17,7.75,1.12,6.01
58,Shanghai,Shanghai Masters,09/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Mayer F.,Tomic B.,25,43,1430,905,6,4,6,0,,,,,,,2,0,Completed,1.4,2.75,1.5,2.45,1.5,2.5,1.46,2.93,1.53,2.38,1.55,2.95,1.46,2.64
58,Shanghai,Shanghai Masters,09/10/12,Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Berlocq C.,44,49,902,835,4,6,6,2,6,1,,,,,2,1,Completed,1.3,3.4,1.35,3,1.36,3,1.42,3.14,1.33,3,1.42,3.75,1.34,3.17
