ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;WPts;LPts;EXW;EXL;PSW;PSL;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
48;Montreal;Rogers Cup;09/08/05;Masters;Outdoor;Hard;1st Round;3;Ferrero J.C.;Coria G.;27;9;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,45;1,55;;;2,35;1,45;;;2,37;1,53;;;1190,0;1745,0;2,25;1,6;2,65;1,571;;;;;;;;;;
48;Montreal;Rogers Cup;09/08/05;Masters;Outdoor;Hard;1st Round;3;Clement A.;Acasuso J.;101;43;2,0;6,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,28;3,65;;;1,35;2,7;;;1,36;3,0;;;421,0;813,0;1,35;3,1;1,353;3,63;;;;;;;;;;
48;Montreal;Rogers Cup;09/08/05;Masters;Outdoor;Hard;1st Round;3;Malisse X.;Dancevic F.;58;173;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,18;4,85;;;1,15;4,0;;;1,16;4,5;;;643,0;237,0;1,2;4,25;1,227;5,0;;;;;;;;;;
48;Montreal;Rogers Cup;09/08/05;Masters;Outdoor;Hard;1st Round;3;Carlsen K.;Steckley R.;53;583;5,0;7,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;1,1;5,0;;;1,12;5,5;;;665,0;34,0;1,13;5,5;1,143;7,3;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;1st Round;3;Mathieu P.H.;Roddick A.;63;5;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;10,0;1,05;;;6,0;1,05;;;9,0;1,04;;;598,0;3175,0;7,79;1,06;18,0;1,046;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Ancic M.;Serra F.;29;90;6,0;3,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,17;5,0;;;1,15;4,0;;;1,14;5,0;;;1115,0;468,0;1,15;5,2;1,19;5,75;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Kiefer N.;Dent T.;39;21;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,9;1,9;;;1,8;1,8;;;1,72;2,0;;;845,0;1345,0;1,75;2,0;1,943;1,962;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Rusedski G.;Mirnyi M.;40;30;4,0;6,0;6,0;4,0;7,0;6,0;;;;;2,0;1,0;Completed;2,4;1,57;;;1,9;1,7;;;2,25;1,57;;;843,0;1105,0;2,3;1,6;2,64;1,575;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Rochus O.;Soderling R.;35;45;6,0;2,0;6,0;7,0;5,0;2,0;;;;;1,0;1,0;Retired;2,05;1,77;;;1,9;1,7;;;2,1;1,66;;;983,0;775,0;2,15;1,65;2,05;1,87;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Gaudio G.;Carlsen K.;8;53;3,0;6,0;6,0;2,0;7,0;5,0;;;;;2,0;1,0;Completed;1,4;2,95;;;1,35;2,7;;;1,39;2,75;;;1875,0;665,0;1,4;2,85;1,405;3,27;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Davydenko N.;Berdych T.;6;33;5,0;7,0;6,0;1,0;6,0;3,0;;;;;2,0;1,0;Completed;1,67;2,2;;;1,55;2,1;;;1,57;2,25;;;2115,0;1016,0;1,65;2,15;1,606;2,55;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Agassi A.;Bjorkman J.;7;129;6,0;1,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,06;9,0;;;1,05;6,0;;;1,07;7,5;;;1915,0;348,0;1,07;7,19;1,074;12,0;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Grosjean S.;Gasquet R.;34;18;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,2;1,65;;;2,0;1,6;;;2,37;1,53;;;985,0;1425,0;2,35;1,55;2,52;1,617;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Mathieu P.H.;Clement A.;63;101;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,67;2,15;;;1,45;2,35;;;1,66;2,1;;;598,0;421,0;1,55;2,35;1,613;2,53;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Hrbaty D.;Novak J.;26;23;6,0;3,0;4,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;2,0;1,77;;;1,9;1,7;;;1,83;1,83;;;1241,0;1275,0;1,87;1,87;2,15;1,8;;;;;;;;;;
48;Montreal;Rogers Cup;10/08/05;Masters;Outdoor;Hard;2nd Round;3;Robredo T.;El Aynaoui Y.;22;423;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,17;4,75;;;1,15;4,0;;;1,12;5,5;;;1290,0;64,0;1,15;4,9;1,187;5,84;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;2nd Round;3;Ferrero J.C.;Ferrer D.;27;20;7,0;5,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,48;2,6;;;1,4;2,5;;;1,44;2,62;;;1190,0;1365,0;1,45;2,65;1,465;2,95;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;2nd Round;3;Beck K.;Nalbandian D.;44;12;7,0;6,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;3,85;1,25;;;2,9;1,3;;;3,75;1,25;;;812,0;1650,0;3,9;1,25;4,4;1,263;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;2nd Round;3;Puerta M.;Pavel A.;11;38;3,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;2,85;1,4;;;2,7;1,35;;;2,5;1,5;;;1652,0;855,0;2,6;1,45;2,89;1,478;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;2nd Round;3;Malisse X.;Johansson T.;58;15;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,5;1,53;;;2,2;1,5;;;2,37;1,53;;;643,0;1470,0;2,45;1,5;2,89;1,478;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;2nd Round;3;Nadal R.;Mello R.;2;56;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,06;9,0;;;1,07;4,5;;;1,05;8,5;;;4030,0;648,0;1,04;9,25;1,089;10,25;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Mathieu P.H.;Rochus O.;63;35;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,9;1,9;;;1,85;1,75;;;1,8;1,9;;;598,0;983,0;2,0;1,75;1,98;1,926;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Rusedski G.;Ancic M.;40;29;6,0;2,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,35;1,6;;;2,0;1,6;;;2,37;1,53;;;843,0;1115,0;2,35;1,55;2,56;1,602;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Gaudio G.;Robredo T.;8;22;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,77;2,0;;;1,8;1,8;;;1,9;1,8;;;1875,0;1290,0;1,75;2,05;1,901;2,01;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Nadal R.;Grosjean S.;2;34;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,18;4,65;;;1,2;3,6;;;1,16;4,5;;;4030,0;985,0;1,2;4,45;1,211;5,3;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Beck K.;Davydenko N.;44;6;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,7;1,45;;;2,5;1,4;;;2,75;1,39;;;812,0;2115,0;2,6;1,45;2,86;1,485;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Hrbaty D.;Ferrero J.C.;26;27;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,35;1,57;;;2,0;1,6;;;2,2;1,61;;;1241,0;1190,0;2,3;1,6;2,57;1,599;;;;;;;;;;
48;Montreal;Rogers Cup;11/08/05;Masters;Outdoor;Hard;3rd Round;3;Puerta M.;Malisse X.;11;58;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,45;1,53;;;2,35;1,45;;;2,62;1,44;;;1652,0;643,0;2,45;1,5;2,67;1,556;;;;;;;;;;
48;Montreal;Rogers Cup;12/08/05;Masters;Outdoor;Hard;3rd Round;3;Agassi A.;Kiefer N.;7;39;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,33;3,2;;;1,35;2,7;;;1,3;3,39;;;1915,0;845,0;1,4;2,85;1,408;3,25;;;;;;;;;;
48;Montreal;Rogers Cup;12/08/05;Masters;Outdoor;Hard;Quarterfinals;3;Mathieu P.H.;Beck K.;63;44;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,55;2,45;;;1,7;1,9;;;1,53;2,37;;;598,0;812,0;1,45;2,65;1,543;2,74;;;;;;;;;;
48;Montreal;Rogers Cup;12/08/05;Masters;Outdoor;Hard;Quarterfinals;3;Nadal R.;Puerta M.;2;11;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,11;6,5;;;1,12;4,5;;;1,1;6,5;;;4030,0;1652,0;1,13;5,5;1,196;5,54;;;;;;;;;;
48;Montreal;Rogers Cup;13/08/05;Masters;Outdoor;Hard;Quarterfinals;3;Rusedski G.;Hrbaty D.;40;26;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,9;1,9;;;1,95;1,65;;;2,0;1,72;;;843,0;1241,0;2,0;1,75;2,15;1,8;;;;;;;;;;
48;Montreal;Rogers Cup;13/08/05;Masters;Outdoor;Hard;Quarterfinals;3;Agassi A.;Gaudio G.;7;8;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,22;4,25;;;1,2;3,6;;;1,25;3,75;;;1915,0;1875,0;1,25;3,9;1,293;4,11;;;;;;;;;;
48;Montreal;Rogers Cup;14/08/05;Masters;Outdoor;Hard;Semifinals;3;Nadal R.;Mathieu P.H.;2;63;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,13;6,0;;;1,15;4,0;;;1,14;5,0;;;4030,0;598,0;1,15;5,2;1,169;6,31;;;;;;;;;;
48;Montreal;Rogers Cup;14/08/05;Masters;Outdoor;Hard;Semifinals;3;Agassi A.;Rusedski G.;7;40;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;1,4;2,5;;;;;;;1915,0;843,0;1,4;3,1;;;;;;;;;;;;
48;Montreal;Rogers Cup;14/08/05;Masters;Outdoor;Hard;The Final;3;Nadal R.;Agassi A.;2;7;6,0;3,0;4,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,42;2,85;;;1,4;2,5;;;1,4;2,87;;;4030,0;1915,0;1,4;3,1;1,452;3,01;;;;;;;;;;
48;Montreal;Rogers Masters;05/08/07;Masters;Outdoor;Hard;1st Round;3;Stepanek R.;Bjorkman J.;60;56;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,3;3,4;;;;;;;1,28;3,5;;;590,0;615,0;1,3;3,35;1,328;3,75;;;;;;;;;;
48;Montreal;Rogers Masters;05/08/07;Masters;Outdoor;Hard;1st Round;3;Kiefer N.;Tursunov D.;254;24;1,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;2,45;1,53;;;;;;;2,5;1,5;;;150,0;1120,0;2,53;1,48;2,67;1,565;;;;;;;;;;
48;Montreal;Rogers Masters;05/08/07;Masters;Outdoor;Hard;1st Round;3;Clement A.;Bester P.;47;660;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,08;7,25;;;;;;;1,07;7,5;;;715,0;26,0;1,1;6,25;1,111;8,75;;;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Haase R.;Berdych T.;103;10;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;4,65;1,18;;;;;;;4,5;1,16;;;409,0;1975,0;4,25;1,2;5,2;1,217;4,3;1,2;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Ferrer D.;Gulbis E.;16;97;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,28;3,55;;;;;;;1,25;3,75;;;1535,0;442,0;1,25;3,75;1,326;3,77;1,27;3,6;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Wawrinka S.;Lee H.T.;53;36;6,0;3,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;2,25;1,62;;;;;;;2,1;1,66;;;665,0;806,0;2,15;1,65;2,35;1,69;2,1;1,7;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Russell M.;Almagro N.;67;30;2,0;6,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,65;2,2;;;;;;;1,61;2,2;;;561,0;890,0;1,65;2,15;1,676;2,38;1,64;2,2;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Hewitt L.;Ferrero J.C.;21;17;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,37;3,0;;;;;;;1,39;2,75;;;1180,0;1525,0;1,45;2,6;1,42;3,18;1,44;2,7;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Nalbandian D.;Falla A.;26;122;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,48;2,6;;;;;;;1,4;2,75;;;1115,0;340,0;1,42;2,75;1,488;2,85;1,47;2,6;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Hrbaty D.;Kohlschreiber P.;32;37;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,2;1,33;;;;;;;3,5;1,28;;;875,0;805,0;3,35;1,3;3,55;1,364;3,2;1,33;;;;;;;;
48;Montreal;Rogers Masters;06/08/07;Masters;Outdoor;Hard;1st Round;3;Fognini F.;Polansky P.;139;326;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,5;;;304,0;107,0;;;1,595;2,58;1,55;2,38;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Odesnik W.;Ljubicic I.;182;11;6,0;3,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;4,1;1,22;;;;;;;4,5;1,16;;;226,0;1940,0;4,25;1,2;4,85;1,235;4,3;1,2;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Mathieu P.H.;Canas G.;23;15;4,0;6,0;7,0;5,0;6,0;0,0;;;;;2,0;1,0;Completed;2,1;1,7;;;;;;;2,1;1,66;;;1125,0;1675,0;2,1;1,7;2,15;1,8;2,1;1,7;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Youzhny M.;Grosjean S.;13;73;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,53;2,45;;;;;;;1,44;2,62;;;1840,0;528,0;1,55;2,35;1,513;2,8;1,52;2,45;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Dancevic F.;Del Potro J.M.;91;75;6,0;4,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,93;1,83;;;;;;;1,83;1,83;;;452,0;524,0;2,05;1,75;1,909;2,0;1,88;1,88;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Blake J.;Melzer J.;9;33;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,16;5,0;;;;;;;1,12;5,5;;;1995,0;875,0;1,17;4,67;1,19;5,76;1,18;4,6;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Nieminen J.;Benneteau J.;27;59;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,53;2,45;;;;;;;1,44;2,62;;;1090,0;610,0;1,55;2,4;1,513;2,8;1,5;2,5;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Haas T.;Calleri A.;12;41;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,2;4,4;;;;;;;1,16;4,5;;;1910,0;760,0;1,2;4,25;1,216;5,23;1,18;4,6;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Karlovic I.;Mirnyi M.;34;96;4,0;6,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,42;2,8;;;;;;;1,36;3,0;;;847,0;443,0;1,4;2,85;1,417;3,2;1,37;3,0;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Murray A.;Ginepri R.;14;58;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,55;2,4;;;;;;;1,44;2,62;;;1730,0;610,0;1,55;2,35;1,556;2,7;1,55;2,38;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Safin M.;Soderling R.;22;28;1,0;2,0;;;;;;;;;0,0;0,0;Retired;1,83;1,93;;;;;;;1,83;1,83;;;1125,0;1035,0;1,75;2,05;1,806;2,14;1,88;1,88;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;1st Round;3;Verdasco F.;Chela J.I.;35;20;3,0;6,0;6,0;1,0;6,0;3,0;;;;;2,0;1,0;Completed;1,83;1,93;;;;;;;1,72;2,0;;;820,0;1270,0;1,87;1,87;1,926;1,98;1,84;1,92;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;1st Round;3;Baghdatis M.;Moya C.;19;18;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,57;2,35;;;;;;;1,53;2,37;;;1370,0;1395,0;1,65;2,15;1,617;2,52;1,6;2,28;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;1st Round;3;Ancic M.;Niemeyer F.;38;202;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,75;2,05;;;;;;;1,8;1,9;;;765,0;201,0;1,7;2,1;1,847;2,08;1,8;1,96;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;2nd Round;3;Stepanek R.;Gonzalez F.;60;6;6,0;7,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,67;2,15;;;;;;;1,72;2,0;;;590,0;2695,0;1,75;2,0;1,763;2,21;1,77;2,0;;;;;;;;
48;Montreal;Rogers Masters;07/08/07;Masters;Outdoor;Hard;2nd Round;3;Djokovic N.;Kiefer N.;4;254;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,33;3,2;;;;;;;1,25;3,75;;;3200,0;150,0;1,28;3,46;1,331;3,72;1,27;3,6;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Verdasco F.;Gasquet R.;35;8;3,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;3,1;1,35;;;;;;;3,0;1,36;;;820,0;2085,0;3,0;1,35;3,8;1,323;3,25;1,32;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Fognini F.;Murray A.;139;14;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;7,25;1,08;;;;;;;8,0;1,06;;;304,0;1730,0;6,25;1,1;9,1;1,099;7,5;1,08;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Hrbaty D.;Robredo T.;32;7;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,1;1,35;;;;;;;3,5;1,28;;;875,0;2200,0;3,1;1,35;3,7;1,333;3,1;1,35;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Youzhny M.;Wawrinka S.;13;53;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;2,85;;;;;;;1,33;3,25;;;1840,0;665,0;1,4;2,85;1,391;3,36;1,35;3,1;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Hewitt L.;Blake J.;21;9;;;;;;;;;;;;;Walkover;1,67;2,15;;;;;;;1,66;2,1;;;1180,0;1995,0;1,65;2,15;1,641;2,46;1,68;2,14;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Nalbandian D.;Ferrer D.;26;16;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,35;1,57;;;;;;;2,2;1,61;;;1115,0;1535,0;2,35;1,55;2,49;1,629;2,28;1,6;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Davydenko N.;Nieminen J.;5;27;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,83;1,93;;;;;;;1,66;2,1;;;3075,0;1090,0;1,75;2,05;1,794;2,16;1,74;2,04;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Roddick A.;Clement A.;3;47;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,12;6,0;;;;;;;1,11;6,0;;;3290,0;715,0;1,13;5,5;1,138;7,55;1,14;5,3;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Dancevic F.;Odesnik W.;91;182;6,0;3,0;4,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,45;2,7;;;;;;;1,36;3,0;;;452,0;226,0;1,4;2,75;1,429;3,13;1,45;2,68;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Haas T.;Russell M.;12;67;6,0;3,0;3,0;0,0;;;;;;;1,0;0,0;Retired;1,16;5,0;;;;;;;1,11;6,0;;;1910,0;561,0;1,17;4,67;1,146;7,25;1,13;5,6;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Federer R.;Karlovic I.;1;34;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,05;9,0;;;;;;;1,05;8,5;;;7290,0;847,0;1,07;7,19;1,056;15,0;1,05;10,0;;;;;;;;
48;Montreal;Rogers Masters;08/08/07;Masters;Outdoor;Hard;2nd Round;3;Mathieu P.H.;Ancic M.;23;38;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,53;2,45;;;;;;;1,5;2,5;;;1125,0;765,0;1,4;2,85;1,51;2,81;1,5;2,5;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;2nd Round;3;Baghdatis M.;Haase R.;19;103;6,0;2,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;1,25;3,85;;;;;;;1,22;4,0;;;1370,0;409,0;1,25;3,9;1,25;4,6;1,28;3,55;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;2nd Round;3;Nadal R.;Safin M.;2;22;7,0;6,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,14;5,5;;;;;;;1,14;5,0;;;5455,0;1125,0;1,18;4,45;1,174;6,25;1,15;5,15;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Stepanek R.;Haas T.;60;12;6,0;3,0;2,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,35;1,57;;;;;;;2,62;1,44;;;590,0;1910,0;2,28;1,58;2,76;1,538;2,34;1,57;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Davydenko N.;Youzhny M.;5;13;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,93;1,83;;;;;;;1,83;1,83;;;3075,0;1840,0;1,95;1,8;1,98;1,926;1,9;1,86;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Djokovic N.;Nalbandian D.;4;26;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,85;;;;;;;1,36;3,0;;;3200,0;1115,0;1,4;2,85;1,408;3,25;1,42;2,78;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Federer R.;Fognini F.;1;139;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,01;16,0;;;;;;;1,0;17,0;;;7290,0;304,0;1,01;13,5;1,017;38,5;1,01;30,0;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Hewitt L.;Hrbaty D.;21;32;6,0;7,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;2,0;1,78;;;;;;;1,1;6,5;;;1180,0;875,0;1,17;4,67;1,161;6,6;1,15;5,15;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Nadal R.;Mathieu P.H.;2;23;3,0;6,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,16;5,0;;;;;;;1,14;5,0;;;5455,0;1125,0;1,17;4,67;1,221;5,12;1,18;4,6;;;;;;;;
48;Montreal;Rogers Masters;09/08/07;Masters;Outdoor;Hard;3rd Round;3;Dancevic F.;Verdasco F.;91;35;4,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;2,4;1,55;;;;;;;2,62;1,44;;;452,0;820,0;2,35;1,55;2,83;1,493;2,45;1,53;;;;;;;;
48;Montreal;Rogers Masters;10/08/07;Masters;Outdoor;Hard;3rd Round;3;Roddick A.;Baghdatis M.;3;19;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,5;;;;;;;1,53;2,37;;;3290,0;1370,0;1,5;2,45;1,606;2,55;1,5;2,5;;;;;;;;
