ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;WPts;LPts;EXW;EXL;PSW;PSL;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
48;Montreal;Montreal TMS;30/07/01;Masters;Outdoor;Hard;Semifinals;3;Pavel A.;Haas T.;43;24;6,0;4,0;5,0;0,0;;;;;;;1,0;0,0;Retired;2,2;1,6;2,1;1,57;2,0;1,55;2,1;1,667;;;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;30/07/01;Masters;Outdoor;Hard;Semifinals;3;Rafter P.;Santoro F.;9;25;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,28;3,25;1,35;2,7;1,3;2,7;1,364;2,875;;;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;30/07/01;Masters;Outdoor;Hard;The Final;3;Pavel A.;Rafter P.;43;9;7,0;6,0;2,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;3,25;1,28;2,65;1,35;2,5;1,35;3,0;1,333;;;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Srichaphan P.;Martin A.;9;64;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,14;5,25;;;1,2;3,3;1,2;4,0;1,167;4,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Schuettler R.;Youzhny M.;8;38;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,48;2,55;;;1,45;2,2;1,5;2,5;1,444;2,625;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Chela J.I.;Calleri A.;36;19;5,0;7,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;1,6;2,25;;;1,55;2,0;1,667;2,1;1,667;2,1;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Acasuso J.;Santoro F.;80;61;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;2,85;1,38;;;2,2;1,45;2,875;1,364;2,75;1,4;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Clement A.;Moya C.;33;4;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;3,1;1,33;;;2,7;1,3;3,25;1,286;3,5;1,286;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;El Aynaoui Y.;Fish M.;22;39;6,0;3,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,95;1,8;;;1,65;1,85;1,833;1,833;1,8;1,909;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Delgado R.;Ljubicic I.;168;42;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,8;1,4;;;2,5;1,35;2,62;1,44;2,75;1,4;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;04/08/03;Masters;Outdoor;Hard;1st Round;3;Mathieu P.H.;Draper S.;59;109;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,15;1,65;;;2,0;1,55;2,1;1,667;2,25;1,571;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Beck K.;Llodra M.;87;174;6,0;7,0;7,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;2,0;1,75;;;1,75;1,75;2,0;1,727;1,909;1,8;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Blake J.;Stepanek R.;26;47;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,53;2,4;;;1,55;2,0;1,53;2,57;1,571;2,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Agassi A.;Niemeyer F.;1;241;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,05;8,5;;;1,05;5,0;1,05;8,0;1,03;10,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Rusedski G.;Lapentti N.;60;56;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,48;2,55;;;1,45;2,2;1,5;2,5;1,5;2,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Larose S.;Kuerten G.;314;14;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;6,3;1,1;;;4,5;1,1;7,0;1,083;8,0;1,063;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Davydenko N.;Dancevic F.;35;198;7,0;6,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,5;2,5;;;1,4;2,3;1,5;2,5;1,5;2,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Spadea V.;Sluiter R.;34;53;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,42;2,75;;;1,5;2,1;1,444;2,625;1,444;2,625;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Kafelnikov Y.;Carraz G.;25;103;1,0;6,0;6,0;2,0;6,0;4,0;;;;;2,0;1,0;Completed;1,45;2,65;;;1,3;2,7;1,444;2,625;1,4;2,75;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Ferrero J.C.;Saulnier C.;2;101;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,3;;;1,25;3,0;1,25;3,5;1,286;3,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Verkerk M.;Sargsian S.;16;51;6,0;2,0;4,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,95;1,8;;;1,6;1,9;1,833;1,833;1,8;1,909;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Federer R.;Gaudio G.;3;28;6,0;4,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,14;5,25;;;1,15;3,8;1,1;6,0;1,111;6,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Novak J.;Ancic M.;12;71;7,0;5,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,31;3,25;;;1,25;3,0;1,286;3,25;1,333;3,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Grosjean S.;Vicente F.;10;57;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,13;5,25;;;1,15;3,8;1,167;4,5;1,167;4,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Nalbandian D.;Nieminen J.;21;27;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,7;2,1;;;1,55;2,0;1,615;2,2;1,571;2,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Robredo T.;Lee H.T.;15;67;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;1,35;2,5;1,364;2,875;1,333;3,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Zabaleta M.;Schalken S.;31;11;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,65;1,45;;;2,2;1,45;2,625;1,444;2,5;1,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Hewitt L.;Bryan B.;5;201;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,1;6,25;;;1,05;5,0;1,063;7,0;1,063;8,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Nestor D.;Ginepri R.;885;44;3,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;6,0;1,11;;;3,8;1,15;5,5;1,125;6,5;1,1;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Henman T.;Gonzalez F.;30;13;6,0;2,0;;;;;;;;;1,0;0,0;Retired;1,63;2,2;;;1,5;2,1;1,667;2,1;1,667;2,1;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Black W.;Ferreira W.;538;20;6,0;4,0;2,0;1,0;;;;;;;1,0;0,0;Retired;4,25;1,2;;;3,8;1,15;4,0;1,2;4,5;1,167;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;05/08/03;Masters;Outdoor;Hard;1st Round;3;Lopez F.;Coria G.;37;6;6,0;3,0;;;;;;;;;1,0;0,0;Retired;3,1;1,33;;;2,7;1,3;3,25;1,286;;;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;1st Round;3;Kucera K.;Gambill J.M.;41;49;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,9;1,85;;;1,85;1,65;2,0;1,727;2,0;1,727;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;1st Round;3;Roddick A.;Malisse X.;7;62;3,0;6,0;6,0;0,0;6,0;2,0;;;;;2,0;1,0;Completed;1,13;5,4;;;1,15;3,8;1,125;5,5;1,111;6,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;1st Round;3;Mirnyi M.;Massu N.;32;40;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Larose S.;Acasuso J.;314;80;7,0;6,0;1,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,87;1,87;;;1,8;1,7;1,9;1,8;2,0;1,727;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Ferrero J.C.;El Aynaoui Y.;2;22;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,6;2,25;;;1,5;2,1;1,571;2,25;1,571;2,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Spadea V.;Clement A.;34;33;6,0;0,0;6,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;2,08;1,7;;;2,0;1,55;2,0;1,727;2,1;1,667;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Beck K.;Zabaleta M.;87;31;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;3,5;1,28;;;3,0;1,25;3,5;1,25;3,5;1,286;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Lopez F.;Mathieu P.H.;37;59;6,0;4,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;1,62;2,2;;;1,6;1,9;1,615;2,2;1,571;2,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Kucera K.;Verkerk M.;41;16;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,75;2,0;;;1,8;1,7;1,833;1,833;1,833;1,833;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Nalbandian D.;Henman T.;21;30;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,3;1,58;;;2,1;1,5;2,5;1,5;2,25;1,571;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;06/08/03;Masters;Outdoor;Hard;2nd Round;3;Agassi A.;Davydenko N.;1;35;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,07;7,5;;;1,1;4,5;1,05;8,0;1,071;7,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Novak J.;Blake J.;12;26;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,85;1,9;;;1,6;1,9;1,8;1,9;1,727;2,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Roddick A.;Chela J.I.;7;36;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,12;5,65;;;1,15;3,8;1,167;4,5;1,125;5,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Schuettler R.;Kafelnikov Y.;8;25;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,37;2,95;;;1,45;2,2;1,364;2,875;1,4;2,75;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Mirnyi M.;Hewitt L.;32;5;7,0;5,0;6,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;4,5;1,18;;;3,8;1,15;4,5;1,167;4,5;1,167;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Robredo T.;Black W.;15;538;6,0;0,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,22;4,0;;;1,25;3,0;1,2;4,0;1,167;4,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Grosjean S.;Delgado R.;10;168;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,14;5,25;;;1,2;3,3;;;1,125;5,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Federer R.;Rusedski G.;3;60;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;1,3;2,7;1,333;3,0;1,364;3,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;2nd Round;3;Srichaphan P.;Nestor D.;9;885;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,17;4,65;;;1,15;3,8;1,2;4,0;1,167;4,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Nalbandian D.;Spadea V.;21;34;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,65;2,15;;;1,55;2,0;1,533;2,375;1,571;2,25;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Lopez F.;Beck K.;37;87;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,48;2,55;;;1,5;2,1;1,5;2,5;1,4;2,75;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Agassi A.;Larose S.;1;314;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,04;9,0;;;1,05;5,0;1,04;9,0;1,04;9,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Schuettler R.;Novak J.;8;12;7,0;5,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,53;2,4;;;1,75;1,75;1,667;2,1;1,727;2,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Federer R.;Robredo T.;3;15;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,18;4,5;;;1,25;3,0;1,25;3,5;1,25;3,75;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;07/08/03;Masters;Outdoor;Hard;3rd Round;3;Mirnyi M.;Srichaphan P.;32;9;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,1;1,68;;;1,85;1,65;2,1;1,667;2,0;1,727;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;08/08/03;Masters;Outdoor;Hard;3rd Round;3;Roddick A.;Grosjean S.;7;10;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,42;2,75;;;1,35;2,5;1,4;2,75;1,364;3,0;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;08/08/03;Masters;Outdoor;Hard;3rd Round;3;Kucera K.;Ferrero J.C.;41;2;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;3,7;1,25;;;2,5;1,35;3,75;1,222;3,5;1,286;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;08/08/03;Masters;Outdoor;Hard;Quarterfinals;3;Federer R.;Mirnyi M.;3;32;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,25;3,7;;;1,25;3,0;1,25;3,75;1,25;3,75;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;08/08/03;Masters;Outdoor;Hard;Quarterfinals;3;Roddick A.;Kucera K.;7;41;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,15;5,0;;;1,2;3,3;1,167;4,5;1,167;4,5;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;09/08/03;Masters;Outdoor;Hard;Quarterfinals;3;Schuettler R.;Agassi A.;8;1;2,0;6,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;4,0;1,22;;;3,0;1,25;3,5;1,222;4,0;1,222;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;09/08/03;Masters;Outdoor;Hard;Quarterfinals;3;Nalbandian D.;Lopez F.;21;37;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,44;2,66;;;1,4;2,3;1,5;2,5;1,533;2,375;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;09/08/03;Masters;Outdoor;Hard;Semifinals;3;Roddick A.;Federer R.;7;3;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;2,35;1,55;;;2,0;1,55;2,5;1,5;2,375;1,533;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;10/08/03;Masters;Outdoor;Hard;Semifinals;3;Nalbandian D.;Schuettler R.;21;8;3,0;6,0;6,0;2,0;6,0;2,0;;;;;2,0;1,0;Completed;2,35;1,55;;;1,9;1,6;2,0;1,727;2,1;1,667;;;;;;;;;;;;;;;;;;
48;Montreal;Montreal TMS;10/08/03;Masters;Outdoor;Hard;The Final;3;Roddick A.;Nalbandian D.;7;21;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,22;3,95;;;1,3;2,7;1,222;3,75;1,286;3,5;;;;;;;;;;;;;;;;;;
