ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
49,Cincinnati,Western & Southern Financial Group Masters,10/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Hewitt L.,Melzer J.,42,67,1015,770,3,6,6,4,6,4,,,,,2,1,Completed,1.36,3,1.4,2.9,1.4,2.75,1.41,3.17,,,1.44,3.25,1.39,2.95
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Falla A.,61,73,785,721,6,3,6,1,,,,,,,2,0,Completed,1.28,3.5,1.33,3.2,1.33,3.25,1.36,3.44,,,1.37,3.5,1.33,3.24
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Chardy J.,24,33,1505,1140,6,3,4,6,6,4,,,,,2,1,Completed,1.83,1.83,1.85,1.9,1.83,1.83,1.81,2.12,1.66,2.1,1.91,2.12,1.82,1.93
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Istomin D.,43,45,1003,985,6,3,6,4,,,,,,,2,0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.57,1.57,2.5,1.53,2.6,1.6,2.46,1.53
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Sock J.,20,56,1735,836,7,6,6,3,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,1.57,2.25,1.81,2.11,,,1.83,2.28,1.67,2.16
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Becker B.,Karlovic I.,57,28,813,1230,7,6,6,4,,,,,,,2,0,Completed,2.75,1.4,2.9,1.4,2.75,1.4,3.01,1.44,2.8,1.44,3.12,1.44,2.87,1.4
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Verdasco F.,Granollers M.,34,39,1100,1045,5,7,6,3,7,6,,,,,2,1,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.56,2.59,1.5,2.62,1.59,2.62,1.52,2.49
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Matosevic M.,Mahut N.,89,96,632,610,6,4,7,6,,,,,,,2,0,Completed,1.28,3.5,1.28,3.5,1.3,3.4,1.29,4.05,1.3,3.4,1.3,4.05,1.27,3.63
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Buchanan C.,37,172,1052,302,5,7,7,6,7,6,,,,,2,1,Completed,1.38,2.87,1.4,2.9,1.4,2.75,1.42,3.11,,,1.42,3.2,1.39,2.94
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Delbonis F.,23,63,1590,781,6,3,3,6,6,3,,,,,2,1,Completed,1.16,5,1.16,5,1.17,4.5,1.16,6.16,1.16,5,1.17,6.16,1.15,5.18
49,Cincinnati,Western & Southern Financial Group Masters,11/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Janowicz J.,Gabashvili T.,65,64,775,780,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.75,2.05,1.73,2,1.72,2.25,,,1.83,2.25,1.73,2.06
49,Cincinnati,Western & Southern Financial Group Masters,12/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Tomic B.,31,70,1145,746,6,3,6,2,,,,,,,2,0,Completed,2.2,1.61,2.3,1.6,2.25,1.57,2.15,1.79,2.3,1.61,2.35,1.79,2.19,1.65
49,Cincinnati,Western & Southern Financial Group Masters,12/08/14,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Roger-Vasselin E.,21,49,1665,910,6,4,4,6,7,6,,,,,2,1,Completed,1.61,2.2,1.65,2.2,1.62,2.2,1.72,2.25,1.66,2.2,1.74,2.3,1.67,2.17
