ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
47,Cincinnati,Western & Southern Financial Group Masters,15/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Baghdatis M.,Cilic M.,20,12,1780,2890,6,4,7,5,,,,,,,2,0,Completed,2.37,1.53,2.1,1.68,2.1,1.67,2.49,1.62,2.1,1.67,2.49,1.7,2.24,1.62
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Mathieu P.H.,Hanescu V.,102,54,536,870,6,7,7,6,6,3,,,,,2,1,Completed,1.83,1.83,1.9,1.85,1.83,1.83,1.87,2.05,1.8,1.91,1.93,2.06,1.82,1.91
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Almagro N.,26,16,1475,2185,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.6,2.25,1.57,2.25,1.61,2.52,1.53,2.38,1.62,2.7,1.55,2.38
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Troicki V.,Stepanek R.,47,28,945,1400,7,5,6,1,,,,,,,2,0,Completed,1.36,3,1.45,2.65,1.44,2.63,1.41,3.23,1.44,2.63,1.57,3.23,1.41,2.8
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Dent T.,Lopez F.,83,24,629,1515,6,3,6,2,,,,,,,2,0,Completed,2,1.72,2.05,1.7,2,1.73,2.04,1.88,2,1.73,2.1,1.95,1.97,1.78
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Berrer M.,Robredo T.,51,39,922,1075,6,7,6,4,7,6,,,,,2,1,Completed,2.37,1.53,2.45,1.5,2.25,1.57,2.41,1.65,2.25,1.57,2.5,1.67,2.31,1.57
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,De Bakker T.,Monaco J.,50,31,925,1315,6,4,6,7,6,3,,,,,2,1,Completed,1.33,3.25,1.4,2.8,1.36,3,1.4,3.27,1.4,2.75,1.5,3.3,1.37,2.97
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Petzschner P.,21,48,1750,945,6,1,6,4,,,,,,,2,0,Completed,1.28,3.5,1.35,3,1.33,3.25,1.39,3.35,1.29,3.25,1.4,3.75,1.33,3.19
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Giraldo S.,15,62,2470,808,6,1,6,4,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.4,2.75,1.52,2.77,1.44,2.63,1.52,2.85,1.46,2.65
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Ferrer D.,Dolgopolov O.,11,43,3065,1003,3,6,6,3,6,4,,,,,2,1,Completed,1.36,3,1.35,3,1.36,3,1.36,3.49,1.4,2.75,1.44,3.55,1.37,2.97
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Roddick A.,Stakhovsky S.,13,46,2875,957,6,4,6,7,6,1,,,,,2,1,Completed,1.2,4.33,1.2,4.25,1.2,4.33,1.19,5.49,1.2,4,1.25,5.6,1.19,4.44
47,Cincinnati,Western & Southern Financial Group Masters,16/08/10,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci T.,Becker B.,25,68,1480,712,7,6,7,5,,,,,,,2,0,Completed,1.66,2.1,1.85,1.9,1.83,1.83,1.75,2.23,1.83,1.83,1.86,2.23,1.78,1.97
